feature,mean_abs_shap,kind
DOM+,0.4446417941108215,base
ELU,0.3818519331424184,base
RDOM+,0.30144341446163836,base
MTF/A,0.2780604542824915,base
YPC,0.15086389940032077,base
YCO/A,0.15055899589197777,base
SpeedxBMI,0.11259273906140058,interaction
Breakout Age,0.1,base
Draft Capital,0.1,base
Break%,0.08635424700762348,base
YPR,0.05950359057755263,base
