feature,tree_feature_importance,kind
Draft Capital,0.1,base
ELU,0.09020251403970239,base
DOM+,0.08480521315711001,base
MTF/A,0.07582093647863122,base
RDOM+,0.042488629371335816,base
Breakout Age,0.040308779811827,base
YCO/A,0.025872178247546576,base
YPC,0.012713393167667007,base
SpeedxBMI,0.006219291837107673,interaction
YPR,0.005496500833618262,base
Break%,0.004604165151261128,base
