feature,tree_feature_importance,kind
Draft Capital,0.1,base
MTF/A,0.09916775644869981,base
DOM+,0.09291840779476626,base
YCO/A,0.06201656932597642,base
RDOM+,0.05788843103000431,base
Breakout Age,0.04267998489560145,base
YPC,0.026063150615852803,base
SpeedxBMI,0.010345610278289515,interaction
Break%,0.0083002300972652,base
YPR,0.007669458077834776,base
