feature,tree_feature_importance,kind
Draft Capital,0.1,base
ELU,0.09029502648707653,base
DOM+,0.08480556708948608,base
MTF/A,0.07569322175008561,base
RDOM+,0.04254803856176216,base
Breakout Age,0.040311479802021245,base
YCO/A,0.025866812820087112,base
YPC,0.012695039855757831,base
SpeedxBMI,0.0062630025947997435,interaction
YPR,0.005486808988137536,base
Break%,0.004554180014029006,base
