position,seed,n_subsets,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
RB,123,10,2,GB,0.8982839288899955,0.8350266211001023,0.8956114590711146,1.0324848930893564,8,DOM+|MTF/A|Draft Capital|Breakout Age|RDOM+|YPC|YCO/A,SpeedxBMI,13.227042839679534
RB,123,10,3,GB,0.8983608572887543,0.8303885511798416,0.8834313367411548,1.046897959100172,11,DOM+|YCO/A|Breakout Age|Break%|RDOM+|YPR|ELU|Draft Capital|MTF/A|YPC,SpeedxBMI,13.256929701133712
RB,123,10,6,GB,0.8863532445615357,0.8015661976338279,0.9129416046792066,1.1323602050405293,9,DOM+|Break%|Breakout Age|YCO/A|RDOM+|Draft Capital|YPR|ELU,SpeedxBMI,13.375670394164295
RB,123,10,8,GB,0.8874684732048046,0.800697872784687,0.9177784507900786,1.1348350434590453,9,DOM+|Break%|YCO/A|Draft Capital|RDOM+|YPR|ELU|Breakout Age,SpeedxBMI,13.21196241119579
RB,123,10,9,GB,0.8730589859775426,0.7978753483585527,0.9326081008935739,1.14284258123209,9,DOM+|YPR|Draft Capital|MTF/A|Break%|Breakout Age|ELU|YPC,SpeedxBMI,13.263105556113592
RB,123,10,5,BR,0.8347068254580963,0.7863083711598394,0.9464628617032788,1.1750883643267713,6,DOM+|MTF/A|Break%|YCO/A|Draft Capital,SpeedxBMI,12.596352860570182
RB,123,10,4,Ridge,0.4331982020643824,0.3424861701241929,1.6217985911771837,2.0612431112180207,3,DOM+|YCO/A,SpeedxBMI,12.879626833417941
RB,123,10,0,Ridge,0.2515662958939181,0.24212277762945422,1.7651385357502636,2.212973424738785,2,DOM+,SpeedxBMI,12.172607517692743
RB,123,10,1,Ridge,0.2515662958939181,0.24212277762945422,1.7651385357502636,2.212973424738785,2,DOM+,SpeedxBMI,12.172607517692743
RB,123,10,7,Ridge,0.2515662958939181,0.24212277762945422,1.7651385357502636,2.212973424738785,2,DOM+,SpeedxBMI,12.172607517692743
