feature,mean_abs_shap,kind
DOM+,0.44459144805358675,base
ELU,0.38027580445853,base
RDOM+,0.3012277401604027,base
MTF/A,0.2804887860358193,base
YCO/A,0.15111460990082062,base
YPC,0.15058572610245627,base
SpeedxBMI,0.11236239481634276,interaction
Draft Capital,0.1,base
Breakout Age,0.1,base
Break%,0.08652188464435037,base
YPR,0.05959997595310992,base
