Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Kyle McCord,Syracuse,ACC,13.0,391.0,592.0,66.0,4779.0,34.0,5.7,12.0,2.0,8.1,8.31,12.2,367.6,148.8,H-10
2.0,Cameron Ward,Miami (FL),ACC,13.0,305.0,454.0,67.2,4313.0,39.0,8.6,7.0,1.5,9.5,10.52,14.1,331.8,172.2,"H-4,AA"
3.0,Jaxson Dart,Ole Miss,SEC,13.0,276.0,398.0,69.3,4279.0,29.0,7.3,6.0,1.5,10.8,11.53,15.5,329.2,180.7,
4.0,Shedeur Sanders,Colorado,Big 12,13.0,353.0,477.0,74.0,4134.0,37.0,7.8,10.0,2.1,8.7,9.27,11.7,318.0,168.2,H-8
5.0,Garrett Nussmeier,LSU,SEC,13.0,337.0,525.0,64.2,4052.0,29.0,5.5,12.0,2.3,7.7,7.79,12.0,311.7,142.7,
6.0,Will Howard,Ohio State,Big Ten,16.0,309.0,423.0,73.0,4010.0,35.0,8.3,10.0,2.4,9.5,10.07,13.0,250.6,175.3,
7.0,Josh Hoover,Texas Christian,Big 12,13.0,313.0,471.0,66.5,3949.0,27.0,5.7,11.0,2.3,8.4,8.48,12.6,303.8,151.1,
8.0,Dillon Gabriel,Oregon,Big Ten,14.0,326.0,447.0,72.9,3857.0,30.0,6.7,6.0,1.3,8.6,9.37,11.8,275.5,164.9,H-3
9.0,Chandler Morris,North Texas,American,12.0,322.0,512.0,62.9,3774.0,31.0,6.1,12.0,2.3,7.4,7.53,11.7,314.5,140.1,
10.0,Cade Klubnik,Clemson,ACC,14.0,308.0,486.0,63.4,3639.0,36.0,7.4,6.0,1.2,7.5,8.41,11.8,259.9,148.2,
11.0,Rocco Becht,Iowa State,Big 12,14.0,271.0,456.0,59.4,3505.0,25.0,5.5,9.0,2.0,7.7,7.89,12.9,250.4,138.1,
12.0,Seth Henigan,Memphis,American,13.0,309.0,477.0,64.8,3502.0,25.0,5.2,6.0,1.3,7.3,7.82,11.3,269.4,141.2,
13.0,Carson Beck,Georgia,SEC,13.0,290.0,448.0,64.7,3485.0,28.0,6.3,12.0,2.7,7.8,7.82,12.0,268.1,145.3,
14.0,Quinn Ewers,Texas,SEC,14.0,293.0,445.0,65.8,3472.0,31.0,7.0,12.0,2.7,7.8,7.98,11.8,248.0,149.0,
15.0,Owen McCown,UTSA,American,13.0,294.0,467.0,63.0,3424.0,25.0,5.4,10.0,2.1,7.3,7.44,11.6,263.4,137.9,
16.0,Behren Morton,Texas Tech,Big 12,12.0,295.0,466.0,63.3,3335.0,27.0,5.8,8.0,1.7,7.2,7.54,11.3,277.9,139.1,
17.0,Drew Allar,Penn State,Big Ten,16.0,262.0,394.0,66.5,3327.0,24.0,6.1,8.0,2.0,8.4,8.75,12.7,207.9,153.5,
18.0,Kevin Jennings,SMU,ACC,14.0,247.0,380.0,65.0,3245.0,23.0,6.1,11.0,2.9,8.5,8.45,13.1,231.8,150.9,
19.0,Jordan McCloud,Texas State,Sun Belt,13.0,273.0,389.0,70.2,3227.0,30.0,7.7,13.0,3.3,8.3,8.33,11.8,248.2,158.6,
20.0,Tyler Shough,Louisville,ACC,12.0,244.0,389.0,62.7,3195.0,23.0,5.9,6.0,1.5,8.2,8.7,13.1,266.3,148.1,
21.0,Taylen Green,Arkansas,SEC,13.0,230.0,381.0,60.4,3154.0,15.0,3.9,9.0,2.4,8.3,8.0,13.7,242.6,138.2,
22.0,John Mateer,Washington State,Ind,12.0,224.0,347.0,64.6,3139.0,29.0,8.4,7.0,2.0,9.0,9.81,14.0,261.6,164.1,
23.0,Caden Veltkamp,Western Kentucky,CUSA,13.0,258.0,389.0,66.3,3108.0,25.0,6.4,10.0,2.6,8.0,8.12,12.0,239.1,149.5,
24.0,Nicholas Vattiato,Middle Tennessee State,CUSA,12.0,269.0,418.0,64.4,3092.0,16.0,3.8,10.0,2.4,7.4,7.09,11.5,257.7,134.3,
25.0,Sawyer Robertson,Baylor,Big 12,12.0,229.0,368.0,62.2,3071.0,28.0,7.6,8.0,2.2,8.3,8.89,13.4,255.9,153.1,
26.0,Connor Bazelak,Bowling Green,MAC,13.0,269.0,402.0,66.9,3044.0,18.0,4.5,5.0,1.2,7.6,7.91,11.3,234.2,142.8,
27.0,Kurtis Rourke,Indiana,Big Ten,12.0,222.0,320.0,69.4,3042.0,29.0,9.1,5.0,1.6,9.5,10.62,13.7,253.5,176.0,H-9
28.0,Maddux Madsen,Boise State,MWC,14.0,247.0,396.0,62.4,3018.0,23.0,5.8,6.0,1.5,7.6,8.1,12.2,215.6,142.5,
29.0,Fernando Mendoza,California,ACC,11.0,265.0,386.0,68.7,3004.0,16.0,4.1,6.0,1.6,7.8,7.91,11.3,273.1,144.6,
30.0,Joey Aguilar,Appalachian State,Sun Belt,11.0,218.0,390.0,55.9,3003.0,23.0,5.9,14.0,3.6,7.7,7.26,13.8,273.0,132.9,
31.0,Noah Fifita,Arizona,Big 12,12.0,260.0,430.0,60.5,2958.0,18.0,4.2,12.0,2.8,6.9,6.46,11.4,246.5,126.5,
32.0,Jake Retzlaff,BYU,Big 12,13.0,213.0,368.0,57.9,2947.0,20.0,5.4,12.0,3.3,8.0,7.63,13.8,226.7,136.6,
33.0,Brett Gabbert,Miami (OH),MAC,14.0,217.0,379.0,57.3,2921.0,21.0,5.5,11.0,2.9,7.7,7.51,13.5,208.6,134.5,
34.0,Kadin Semonza,Ball State,MAC,12.0,275.0,427.0,64.4,2904.0,25.0,5.9,10.0,2.3,6.8,6.92,10.6,242.0,136.2,
35.0,Mikey Keene,Fresno State,MWC,12.0,277.0,393.0,70.5,2892.0,18.0,4.6,11.0,2.8,7.4,7.02,10.4,241.0,141.8,
36.0,Sam Leavitt,Arizona State,Big 12,13.0,216.0,350.0,61.7,2885.0,24.0,6.9,6.0,1.7,8.2,8.84,13.4,221.9,150.2,
37.0,Billy Edwards Jr.,Maryland,Big Ten,11.0,273.0,420.0,65.0,2881.0,15.0,3.6,9.0,2.1,6.9,6.61,10.6,261.9,130.1,
38.0,Riley Leonard,Notre Dame,Ind,16.0,269.0,403.0,66.7,2861.0,21.0,5.2,8.0,2.0,7.1,7.25,10.6,178.8,139.6,
39.0,Jalen Milroe,Alabama,SEC,13.0,205.0,319.0,64.3,2844.0,16.0,5.0,11.0,3.4,8.9,8.37,13.9,218.8,148.8,
40.0,JC French,Georgia Southern,Sun Belt,13.0,269.0,410.0,65.6,2831.0,17.0,4.1,11.0,2.7,6.9,6.53,10.5,217.8,131.9,
41.0,Max Brosmer,Minnesota,Big Ten,13.0,268.0,403.0,66.5,2828.0,18.0,4.5,6.0,1.5,7.0,7.24,10.6,217.5,137.2,
42.0,Dylan Raiola,Nebraska,Big Ten,13.0,275.0,410.0,67.1,2819.0,13.0,3.2,11.0,2.7,6.9,6.3,10.3,216.8,129.9,
43.0,Brendan Sorsby,Cincinnati,Big 12,12.0,249.0,389.0,64.0,2813.0,18.0,4.6,7.0,1.8,7.2,7.35,11.3,234.4,136.4,
44.0,Tucker Gleason,Toledo,MAC,12.0,233.0,385.0,60.5,2808.0,24.0,6.2,8.0,2.1,7.3,7.61,12.1,234.0,138.2,
45.0,Brayden Fowler-Nicolosi,Colorado State,MWC,13.0,230.0,380.0,60.5,2796.0,14.0,3.7,9.0,2.4,7.4,7.03,12.2,215.1,129.8,
46.0,Jaylen Raynor,Arkansas State,Sun Belt,13.0,259.0,420.0,61.7,2783.0,16.0,3.8,10.0,2.4,6.6,6.32,10.7,214.1,125.1,
47.0,Devon Dampier,New Mexico,MWC,12.0,226.0,390.0,57.9,2768.0,12.0,3.1,12.0,3.1,7.1,6.33,12.2,230.7,121.6,
48.0,Ethan Garbers,UCLA,Big Ten,11.0,235.0,363.0,64.7,2727.0,16.0,4.4,11.0,3.0,7.5,7.03,11.6,247.9,136.3,
49.0,Darian Mensah,Tulane,American,13.0,189.0,287.0,65.9,2723.0,22.0,7.7,6.0,2.1,9.5,10.08,14.4,209.5,166.7,
50.0,Luke Altmyer,Illinois,Big Ten,13.0,211.0,347.0,60.8,2717.0,22.0,6.3,6.0,1.7,7.8,8.32,12.9,209.0,144.0,
51.0,Payton Thorne,Auburn,SEC,11.0,199.0,317.0,62.8,2713.0,21.0,6.6,9.0,2.8,8.6,8.61,13.6,246.6,150.8,
52.0,Avery Johnson,Kansas State,Big 12,13.0,217.0,372.0,58.3,2712.0,25.0,6.7,10.0,2.7,7.3,7.42,12.5,208.6,136.4,
53.0,E.J. Warner,Rice,American,11.0,272.0,439.0,62.0,2710.0,17.0,3.9,13.0,3.0,6.2,5.62,10.0,246.4,120.7,
54.0,Athan Kaliakmanis,Rutgers,Big Ten,13.0,213.0,395.0,53.9,2696.0,18.0,4.6,7.0,1.8,6.8,6.94,12.7,207.4,122.8,
55.0,Cole Snyder,Eastern Michigan,MAC,12.0,240.0,402.0,59.7,2684.0,15.0,3.7,9.0,2.2,6.7,6.42,11.2,223.7,123.6,
56.0,Nico Iamaleava,Tennessee,SEC,13.0,213.0,334.0,63.8,2616.0,19.0,5.7,5.0,1.5,7.8,8.3,12.3,201.2,145.3,
57.0,Ben Finley,Akron,MAC,12.0,212.0,387.0,54.8,2604.0,16.0,4.1,9.0,2.3,6.7,6.51,12.3,217.0,120.3,
58.0,Alonza Barnett III,James Madison,Sun Belt,12.0,213.0,355.0,60.0,2598.0,26.0,7.3,4.0,1.1,7.3,8.28,12.2,216.5,143.4,
59.0,Hank Bachmeier,Wake Forest,ACC,12.0,224.0,357.0,62.7,2593.0,16.0,4.5,10.0,2.8,7.3,6.9,11.6,216.1,132.9,
60.0,Brayden Schager,Hawaii,MWC,11.0,233.0,403.0,57.8,2591.0,19.0,4.7,13.0,3.2,6.4,5.92,11.1,235.5,120.9,
61.0,Gio Lopez,South Alabama,Sun Belt,11.0,206.0,312.0,66.0,2559.0,18.0,5.8,5.0,1.6,8.2,8.63,12.4,232.6,150.8,
62.0,Keyone Jenkins,Florida International,CUSA,12.0,188.0,304.0,61.8,2557.0,22.0,7.2,8.0,2.6,8.4,8.67,13.6,213.1,151.1,
