Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Josh Reed,LSU,SEC,12.0,94.0,1740.0,18.5,7.0,145.0,2.0,7.0,3.5,0.0,0.6,96.0,1747.0,18.2,7.0,AA
2.0,Ashley Lelie,Hawaii,WAC,12.0,84.0,1713.0,20.4,19.0,142.8,0.0,0.0,,0.0,0.0,84.0,1713.0,20.4,19.0,
3.0,Lee Evans,Wisconsin,Big Ten,12.0,75.0,1545.0,20.6,9.0,128.8,0.0,0.0,,0.0,0.0,75.0,1545.0,20.6,9.0,
4.0,Kevin Curtis,Utah State,Ind,11.0,100.0,1531.0,15.3,10.0,139.2,3.0,25.0,8.3,0.0,2.3,103.0,1556.0,15.1,10.0,
5.0,Edell Shepherd,San Jose State,WAC,12.0,83.0,1500.0,18.1,14.0,125.0,0.0,0.0,,0.0,0.0,83.0,1500.0,18.1,14.0,
6.0,Darius Watts,Marshall,MAC,12.0,91.0,1417.0,15.6,18.0,118.1,2.0,8.0,4.0,0.0,0.7,93.0,1425.0,15.3,18.0,
7.0,Rodney Wright,Fresno State,WAC,13.0,91.0,1331.0,14.6,10.0,102.4,21.0,95.0,4.5,1.0,7.3,112.0,1426.0,12.7,11.0,
8.0,Bernard Berrian,Fresno State,WAC,13.0,76.0,1270.0,16.7,13.0,97.7,6.0,101.0,16.8,0.0,7.8,82.0,1371.0,16.7,13.0,
9.0,Reno Mahe,BYU,MWC,13.0,91.0,1211.0,13.3,9.0,93.2,15.0,174.0,11.6,0.0,13.4,106.0,1385.0,13.1,9.0,
10.0,Charles Rogers,Michigan State,Big Ten,11.0,57.0,1200.0,21.1,12.0,109.1,4.0,36.0,9.0,1.0,3.3,61.0,1236.0,20.3,13.0,
11.0,Jabar Gaffney,Florida,SEC,11.0,67.0,1191.0,17.8,13.0,108.3,0.0,0.0,,0.0,0.0,67.0,1191.0,17.8,13.0,AA
12.0,Deion Branch,Louisville,CUSA,12.0,72.0,1188.0,16.5,9.0,99.0,6.0,24.0,4.0,0.0,2.0,78.0,1212.0,15.5,9.0,
13.0,Shaun McDonald,Arizona State,Pac-10,11.0,47.0,1104.0,23.5,10.0,100.4,4.0,8.0,2.0,1.0,0.7,51.0,1112.0,21.8,11.0,
14.0,Dan Stricker,Vanderbilt,SEC,11.0,65.0,1079.0,16.6,8.0,98.1,15.0,80.0,5.3,0.0,7.3,80.0,1159.0,14.5,8.0,
15.0,Billy McMullen,Virginia,ACC,12.0,83.0,1060.0,12.8,12.0,88.3,0.0,0.0,,0.0,0.0,83.0,1060.0,12.8,12.0,
16.0,Reche Caldwell,Florida,SEC,11.0,65.0,1059.0,16.3,10.0,96.3,5.0,47.0,9.4,0.0,4.3,70.0,1106.0,15.8,10.0,
17.0,Nakoa McElrath,Washington State,Pac-10,11.0,67.0,1047.0,15.6,9.0,95.2,2.0,23.0,11.5,0.0,2.1,69.0,1070.0,15.5,9.0,
18.0,Chris Lacy,Idaho,Sun Belt,11.0,65.0,1045.0,16.1,8.0,95.0,4.0,27.0,6.8,0.0,2.5,69.0,1072.0,15.5,8.0,
19.0,Marquise Walker,Michigan,Big Ten,11.0,81.0,1043.0,12.9,11.0,94.8,4.0,29.0,7.3,0.0,2.6,85.0,1072.0,12.6,11.0,
20.0,Rashaun Woods,Oklahoma State,Big 12,11.0,80.0,1023.0,12.8,10.0,93.0,0.0,0.0,,0.0,0.0,80.0,1023.0,12.8,10.0,
21.0,Kelley Washington,Tennessee,SEC,12.0,64.0,1010.0,15.8,5.0,84.2,0.0,0.0,,0.0,0.0,64.0,1010.0,15.8,5.0,
22.0,Brandon Lloyd,Illinois,Big Ten,11.0,60.0,1006.0,16.8,8.0,91.5,5.0,5.0,1.0,0.0,0.5,65.0,1011.0,15.6,8.0,
23.0,Heyward Skipper,Troy,Ind,11.0,60.0,995.0,16.6,9.0,90.5,1.0,18.0,18.0,0.0,1.6,61.0,1013.0,16.6,9.0,
24.0,Reggie Williams,Washington,Pac-10,11.0,55.0,973.0,17.7,3.0,88.5,0.0,0.0,,0.0,0.0,55.0,973.0,17.7,3.0,
25.0,James Newson,Oregon State,Pac-10,11.0,57.0,968.0,17.0,5.0,88.0,1.0,8.0,8.0,0.0,0.7,58.0,976.0,16.8,5.0,
26.0,Josh Davis,Marshall,MAC,12.0,79.0,961.0,12.2,5.0,80.1,2.0,21.0,10.5,0.0,1.8,81.0,982.0,12.1,5.0,
27.0,Javon Walker,Florida State,ACC,11.0,45.0,944.0,21.0,7.0,85.8,0.0,0.0,,0.0,0.0,45.0,944.0,21.0,7.0,
28.0,Justin Gage,Missouri,Big 12,11.0,74.0,920.0,12.4,5.0,83.6,1.0,8.0,8.0,0.0,0.7,75.0,928.0,12.4,5.0,
29.0,Donald Shoals,Tulsa,WAC,10.0,75.0,908.0,12.1,4.0,90.8,3.0,9.0,3.0,0.0,0.9,78.0,917.0,11.8,4.0,
30.0,Ladaris Vann,Cincinnati,CUSA,11.0,73.0,902.0,12.4,3.0,82.0,5.0,20.0,4.0,0.0,1.8,78.0,922.0,11.8,3.0,
31.0,Ron Johnson,Minnesota,Big Ten,11.0,56.0,895.0,16.0,9.0,81.4,0.0,0.0,,0.0,0.0,56.0,895.0,16.0,9.0,
32.0,Roydell Williams,Tulane,CUSA,12.0,56.0,886.0,15.8,11.0,73.8,1.0,-8.0,-8.0,0.0,-0.7,57.0,878.0,15.4,11.0,
33.0,Robert Redd,Bowling Green,MAC,11.0,72.0,884.0,12.3,9.0,80.4,4.0,-2.0,-0.5,0.0,-0.2,76.0,882.0,11.6,9.0,
34.0,Bobby Wade,Arizona,Pac-10,11.0,62.0,882.0,14.2,8.0,80.2,3.0,22.0,7.3,0.0,2.0,65.0,904.0,13.9,8.0,
35.0,J.R. Tolver,San Diego State,MWC,11.0,63.0,878.0,13.9,2.0,79.8,2.0,-6.0,-3.0,0.0,-0.5,65.0,872.0,13.4,2.0,
36.0,Bryant Johnson,Penn State,Big Ten,11.0,51.0,866.0,17.0,3.0,78.7,4.0,5.0,1.3,0.0,0.5,55.0,871.0,15.8,3.0,
37.0,Michael Jenkins,Ohio State,Big Ten,11.0,41.0,836.0,20.4,3.0,76.0,0.0,0.0,,0.0,0.0,41.0,836.0,20.4,3.0,
38.0,Roy Williams,Texas,Big 12,12.0,67.0,836.0,12.5,7.0,69.7,5.0,47.0,9.4,0.0,3.9,72.0,883.0,12.3,7.0,
39.0,Mike Bush,Washington State,Pac-10,11.0,42.0,826.0,19.7,9.0,75.1,0.0,0.0,,0.0,0.0,42.0,826.0,19.7,9.0,
40.0,Jeb Putzier,Boise State,WAC,12.0,44.0,824.0,18.7,12.0,68.7,0.0,0.0,,0.0,0.0,44.0,824.0,18.7,12.0,
41.0,Leroy Handy,Southern Mississippi,CUSA,11.0,59.0,823.0,13.9,3.0,74.8,1.0,11.0,11.0,0.0,1.0,60.0,834.0,13.9,3.0,
42.0,Darrell Hill,Northern Illinois,MAC,11.0,38.0,822.0,21.6,7.0,74.7,2.0,45.0,22.5,0.0,4.1,40.0,867.0,21.7,7.0,
43.0,Donte' Stallworth,Tennessee,SEC,9.0,41.0,821.0,20.0,10.0,91.2,1.0,11.0,11.0,0.0,1.2,42.0,832.0,19.8,10.0,
44.0,Adrian Madise,Texas Christian,CUSA,11.0,50.0,819.0,16.4,5.0,74.5,0.0,0.0,,0.0,0.0,50.0,819.0,16.4,5.0,
45.0,Sam Simmons,Northwestern,Big Ten,11.0,50.0,807.0,16.1,7.0,73.4,5.0,74.0,14.8,0.0,6.7,55.0,881.0,16.0,7.0,
46.0,Justin Colbert,Hawaii,WAC,12.0,55.0,801.0,14.6,3.0,66.8,1.0,-1.0,-1.0,0.0,-0.1,56.0,800.0,14.3,3.0,
47.0,Denero Marriott,Marshall,MAC,11.0,56.0,800.0,14.3,9.0,72.7,0.0,0.0,,0.0,0.0,56.0,800.0,14.3,9.0,
48.0,Channon Harris,Hawaii,WAC,12.0,69.0,796.0,11.5,8.0,66.3,1.0,0.0,0.0,0.0,0.0,70.0,796.0,11.4,8.0,
49.0,Kendall Newson,Middle Tennessee State,Sun Belt,11.0,65.0,796.0,12.2,7.0,72.4,2.0,15.0,7.5,0.0,1.4,67.0,811.0,12.1,7.0,
50.0,Kahlil Hill,Iowa,Big Ten,11.0,53.0,792.0,14.9,8.0,72.0,2.0,-6.0,-3.0,0.0,-0.5,55.0,786.0,14.3,8.0,
51.0,Luke Powell,Stanford,Pac-10,11.0,40.0,790.0,19.8,7.0,71.8,1.0,-1.0,-1.0,0.0,-0.1,41.0,789.0,19.2,7.0,
52.0,Malcom Floyd,Wyoming,MWC,11.0,53.0,790.0,14.9,4.0,71.8,0.0,0.0,,0.0,0.0,53.0,790.0,14.9,4.0,
53.0,Sam Aiken,North Carolina,ACC,12.0,46.0,789.0,17.2,8.0,65.8,2.0,1.0,0.5,0.0,0.1,48.0,790.0,16.5,8.0,
54.0,Dwight Counter,New Mexico,MWC,11.0,43.0,774.0,18.0,4.0,70.4,2.0,14.0,7.0,0.0,1.3,45.0,788.0,17.5,4.0,
55.0,Fred Gibson,Georgia,SEC,10.0,33.0,772.0,23.4,6.0,77.2,3.0,27.0,9.0,0.0,2.7,36.0,799.0,22.2,6.0,
56.0,Delwyn Daigre,Louisiana Tech,WAC,9.0,60.0,770.0,12.8,6.0,85.6,0.0,0.0,,0.0,0.0,60.0,770.0,12.8,6.0,
57.0,Kareem Kelly,USC,Pac-10,11.0,46.0,768.0,16.7,3.0,69.8,6.0,38.0,6.3,0.0,3.5,52.0,806.0,15.5,3.0,
58.0,R.J. English,Pitt,Big East,11.0,41.0,760.0,18.5,6.0,69.1,0.0,0.0,,0.0,0.0,41.0,760.0,18.5,6.0,
59.0,Herb Haygood,Michigan State,Big Ten,11.0,52.0,759.0,14.6,4.0,69.0,1.0,6.0,6.0,0.0,0.5,53.0,765.0,14.4,4.0,
60.0,Zek Parker,Louisville,CUSA,12.0,55.0,757.0,13.8,3.0,63.1,2.0,-11.0,-5.5,0.0,-0.9,57.0,746.0,13.1,3.0,
61.0,D.J. Curry,Louisiana Tech,WAC,9.0,52.0,756.0,14.5,8.0,84.0,7.0,41.0,5.9,0.0,4.6,59.0,797.0,13.5,8.0,
62.0,Mewelde Moore,Tulane,CUSA,12.0,65.0,756.0,11.6,7.0,63.0,262.0,1421.0,5.4,8.0,118.4,327.0,2177.0,6.7,15.0,
63.0,Michael Clayton,LSU,SEC,12.0,47.0,754.0,16.0,6.0,62.8,2.0,35.0,17.5,1.0,2.9,49.0,789.0,16.1,7.0,
64.0,Daniel Graham,Colorado,Big 12,12.0,51.0,753.0,14.8,6.0,62.8,0.0,0.0,,0.0,0.0,51.0,753.0,14.8,6.0,AA
65.0,Ryan McGuffey,Wyoming,MWC,9.0,65.0,751.0,11.6,1.0,83.4,0.0,0.0,,0.0,0.0,65.0,751.0,11.6,1.0,
66.0,Kevin Walter,Eastern Michigan,MAC,11.0,62.0,748.0,12.1,6.0,68.0,0.0,0.0,,0.0,0.0,62.0,748.0,12.1,6.0,
67.0,Sean Dillard,Temple,Big East,11.0,51.0,747.0,14.6,3.0,67.9,2.0,4.0,2.0,1.0,0.4,53.0,751.0,14.2,4.0,
68.0,Cliff Russell,Utah,MWC,11.0,53.0,744.0,14.0,4.0,67.6,5.0,26.0,5.2,0.0,2.4,58.0,770.0,13.3,4.0,
69.0,John Simon,Louisiana Tech,WAC,11.0,71.0,743.0,10.5,4.0,67.5,29.0,134.0,4.6,2.0,12.2,100.0,877.0,8.8,6.0,
70.0,Derek Abney,Kentucky,SEC,11.0,66.0,741.0,11.2,6.0,67.4,0.0,0.0,,0.0,0.0,66.0,741.0,11.2,6.0,
71.0,Nate Burleson,Nevada,WAC,9.0,53.0,737.0,13.9,2.0,81.9,3.0,44.0,14.7,0.0,4.9,56.0,781.0,13.9,2.0,
72.0,Lee Mays,UTEP,WAC,11.0,53.0,733.0,13.8,1.0,66.6,4.0,26.0,6.5,0.0,2.4,57.0,759.0,13.3,1.0,
73.0,P.J. Fleck,Northern Illinois,MAC,11.0,59.0,732.0,12.4,5.0,66.5,1.0,0.0,0.0,0.0,0.0,60.0,732.0,12.2,5.0,
74.0,Guilian Gary,Maryland,ACC,11.0,49.0,727.0,14.8,6.0,66.1,0.0,0.0,,0.0,0.0,49.0,727.0,14.8,6.0,
75.0,Tavirus Davis,UCF,Ind,11.0,47.0,722.0,15.4,5.0,65.6,0.0,0.0,,0.0,0.0,47.0,722.0,15.4,5.0,
76.0,Taylor Stubblefield,Purdue,Big Ten,11.0,64.0,714.0,11.2,0.0,64.9,2.0,-2.0,-1.0,0.0,-0.2,66.0,712.0,10.8,0.0,
77.0,Taylor Jacobs,Florida,SEC,11.0,38.0,712.0,18.7,7.0,64.7,4.0,27.0,6.8,0.0,2.5,42.0,739.0,17.6,7.0,
78.0,Walter Young,Illinois,Big Ten,11.0,44.0,712.0,16.2,6.0,64.7,0.0,0.0,,0.0,0.0,44.0,712.0,16.2,6.0,
79.0,Donnie O'Neal,Arizona State,Pac-10,11.0,45.0,711.0,15.8,4.0,64.6,0.0,0.0,,0.0,0.0,45.0,711.0,15.8,4.0,
80.0,Orlando Iglesias,Houston,CUSA,11.0,63.0,710.0,11.3,5.0,64.5,0.0,0.0,,0.0,0.0,63.0,710.0,11.3,5.0,
81.0,Kelly Campbell,Georgia Tech,ACC,9.0,56.0,708.0,12.6,3.0,78.7,4.0,12.0,3.0,0.0,1.3,60.0,720.0,12.0,3.0,
82.0,Reggie Newhouse,Baylor,Big 12,11.0,61.0,706.0,11.6,8.0,64.2,1.0,2.0,2.0,0.0,0.2,62.0,708.0,11.4,8.0,
83.0,Carlos Francis,Texas Tech,Big 12,11.0,50.0,703.0,14.1,3.0,63.9,4.0,28.0,7.0,0.0,2.5,54.0,731.0,13.5,3.0,
84.0,Lane Danielsen,Iowa State,Big 12,11.0,49.0,694.0,14.2,4.0,63.1,7.0,72.0,10.3,1.0,6.5,56.0,766.0,13.7,5.0,
85.0,Chris Collins,Ole Miss,SEC,11.0,54.0,692.0,12.8,6.0,62.9,1.0,38.0,38.0,1.0,3.5,55.0,730.0,13.3,7.0,
86.0,Ben Erdeljac,Duke,ACC,11.0,42.0,684.0,16.3,1.0,62.2,2.0,3.0,1.5,0.0,0.3,44.0,687.0,15.6,1.0,
