Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,David Carr,Fresno State,WAC,13.0,309.0,477.0,64.8,4308.0,42.0,8.8,7.0,1.5,9.0,10.13,13.9,331.4,166.8,H-5
2.0,Byron Leftwich,Marshall,MAC,12.0,315.0,470.0,67.0,4132.0,38.0,8.1,7.0,1.5,8.8,9.74,13.1,344.3,164.6,
3.0,Rex Grossman,Florida,SEC,11.0,259.0,395.0,65.6,3896.0,34.0,8.6,12.0,3.0,9.9,10.22,15.0,354.2,170.8,"H-2,AA"
4.0,Brandon Doman,BYU,MWC,13.0,261.0,408.0,64.0,3542.0,33.0,8.1,8.0,2.0,8.7,9.42,13.6,272.5,159.7,
5.0,Kliff Kingsbury,Texas Tech,Big 12,11.0,365.0,529.0,69.0,3502.0,25.0,4.7,9.0,1.7,6.6,6.8,9.6,318.4,136.8,
6.0,Nick Rolovich,Hawaii,WAC,10.0,233.0,405.0,57.5,3361.0,34.0,8.4,9.0,2.2,8.3,8.98,14.4,336.1,150.5,
7.0,Rohan Davey,LSU,SEC,12.0,217.0,367.0,59.1,3347.0,18.0,4.9,10.0,2.7,9.1,8.87,15.4,278.9,146.5,
8.0,Luke McCown,Louisiana Tech,WAC,11.0,277.0,469.0,59.1,3337.0,28.0,6.0,14.0,3.0,7.1,6.97,12.0,303.4,132.6,
9.0,Ben Roethlisberger,Miami (OH),MAC,12.0,241.0,381.0,63.3,3105.0,25.0,6.6,13.0,3.4,8.1,7.93,12.9,258.8,146.5,
10.0,Jose Fuentes,Utah State,Ind,11.0,260.0,437.0,59.5,3100.0,24.0,5.5,18.0,4.1,7.1,6.34,11.9,281.8,129.0,
11.0,George Godsey,Georgia Tech,ACC,12.0,249.0,384.0,64.8,3085.0,18.0,4.7,11.0,2.9,8.0,7.68,12.4,257.1,142.1,
12.0,Casey Bramlet,Wyoming,MWC,11.0,225.0,432.0,52.1,3069.0,9.0,2.1,20.0,4.6,7.1,5.44,13.6,279.0,109.4,
13.0,Dave Ragone,Louisville,CUSA,12.0,231.0,383.0,60.3,3056.0,23.0,6.0,7.0,1.8,8.0,8.36,13.2,254.7,143.5,
14.0,Ryan Dinwiddie,Boise State,WAC,11.0,201.0,322.0,62.4,3043.0,29.0,9.0,11.0,3.4,9.5,9.71,15.1,276.6,164.7,
15.0,Kurt Kittner,Illinois,Big Ten,11.0,207.0,374.0,55.3,2994.0,23.0,6.1,13.0,3.5,8.0,7.67,14.5,272.2,135.9,
16.0,Casey Clausen,Tennessee,SEC,12.0,227.0,354.0,64.1,2969.0,22.0,6.2,9.0,2.5,8.4,8.49,13.1,247.4,150.0,
17.0,Eli Manning,Ole Miss,SEC,11.0,259.0,408.0,63.5,2948.0,31.0,7.6,9.0,2.2,7.2,7.75,11.4,268.0,144.8,
18.0,Patrick Ramsey,Tulane,CUSA,11.0,256.0,448.0,57.1,2935.0,22.0,4.9,13.0,2.9,6.6,6.23,11.5,266.8,122.6,
19.0,Ryan Schneider,UCF,Ind,11.0,204.0,357.0,57.1,2923.0,17.0,4.8,9.0,2.5,8.2,8.01,14.3,265.7,136.6,
20.0,Marquel Blackwell,South Florida,Ind,11.0,258.0,456.0,56.6,2882.0,20.0,4.4,11.0,2.4,6.3,6.11,11.2,262.0,119.3,
21.0,David Greene,Georgia,SEC,11.0,192.0,324.0,59.3,2789.0,17.0,5.2,9.0,2.8,8.6,8.41,14.5,253.5,143.3,
22.0,Chris Rix,Florida State,ACC,11.0,165.0,286.0,57.7,2734.0,24.0,8.4,13.0,4.5,9.6,9.19,16.6,248.5,156.6,
23.0,Jason Gesser,Washington State,Pac-10,11.0,184.0,335.0,54.9,2729.0,25.0,7.5,10.0,3.0,8.1,8.3,14.8,248.1,142.0,
24.0,Zak Kustok,Northwestern,Big Ten,11.0,231.0,404.0,57.2,2692.0,20.0,5.0,10.0,2.5,6.7,6.54,11.7,244.7,124.5,
25.0,Ken Dorsey,Miami (FL),Big East,11.0,184.0,318.0,57.9,2652.0,23.0,7.2,9.0,2.8,8.3,8.51,14.4,241.1,146.1,"H-3,Maxwell"
26.0,Jeff Kelly,Southern Mississippi,CUSA,11.0,214.0,362.0,59.1,2613.0,15.0,4.1,11.0,3.0,7.2,6.68,12.2,237.5,127.3,
27.0,Chris Simms,Texas,Big 12,12.0,214.0,362.0,59.1,2603.0,22.0,6.1,11.0,3.0,7.2,7.04,12.2,216.9,133.5,
28.0,Philip Rivers,North Carolina State,ACC,11.0,240.0,368.0,65.2,2586.0,16.0,4.3,7.0,1.9,7.0,7.04,10.8,235.1,134.8,
29.0,Gino Guidugli,Cincinnati,CUSA,10.0,185.0,317.0,58.4,2573.0,16.0,5.0,9.0,2.8,8.1,7.85,13.9,257.3,137.5,
30.0,Carson Palmer,USC,Pac-10,11.0,206.0,351.0,58.7,2567.0,13.0,3.7,12.0,3.4,7.3,6.52,12.5,233.4,125.5,
31.0,Greg Zolman,Vanderbilt,SEC,11.0,186.0,357.0,52.1,2512.0,14.0,3.9,9.0,2.5,7.0,6.69,13.5,228.4,119.1,
32.0,Jon Van Cleave,Louisiana,Sun Belt,11.0,224.0,407.0,55.0,2499.0,14.0,3.4,10.0,2.5,6.1,5.72,11.2,227.2,113.1,
33.0,D. Bryant,Duke,ACC,11.0,187.0,384.0,48.7,2454.0,11.0,2.9,17.0,4.4,6.4,4.97,13.1,223.1,103.0,
34.0,Jonathan Smith,Oregon State,Pac-10,11.0,180.0,317.0,56.8,2427.0,14.0,4.4,10.0,3.2,7.7,7.12,13.5,220.6,129.4,
35.0,Joey Harrington,Oregon,Pac-10,11.0,186.0,322.0,57.8,2415.0,23.0,7.1,5.0,1.6,7.5,8.23,13.0,219.5,141.2,H-4
36.0,Cody Pickett,Washington,Pac-10,10.0,169.0,301.0,56.1,2403.0,10.0,3.3,14.0,4.7,8.0,6.55,14.2,240.3,124.9,
37.0,Shaun Hill,Maryland,ACC,11.0,197.0,329.0,59.9,2380.0,13.0,4.0,9.0,2.7,7.2,6.79,12.1,216.4,128.2,
38.0,Woodrow Dantzler,Clemson,ACC,11.0,188.0,311.0,60.5,2360.0,17.0,5.5,11.0,3.5,7.6,7.09,12.6,214.5,135.2,
39.0,Jason Johnson,Arizona,Pac-10,11.0,169.0,298.0,56.7,2347.0,19.0,6.4,13.0,4.4,7.9,7.19,13.9,213.4,135.2,
40.0,Tavares Bolden,Toledo,MAC,10.0,200.0,291.0,68.7,2331.0,13.0,4.5,5.0,1.7,8.0,8.13,11.7,233.1,147.3,
41.0,Wes Counts,Middle Tennessee State,Sun Belt,11.0,188.0,259.0,72.6,2327.0,17.0,6.6,4.0,1.5,9.0,9.6,12.4,211.5,166.6,
42.0,David Garrard,East Carolina,CUSA,11.0,164.0,290.0,56.6,2247.0,13.0,4.5,9.0,3.1,7.7,7.25,13.7,204.3,130.2,
43.0,Nate Hybl,Oklahoma,Big 12,11.0,222.0,380.0,58.4,2234.0,14.0,3.7,13.0,3.4,5.9,5.08,10.1,203.1,113.1,
44.0,John Welsh,Idaho,Sun Belt,11.0,183.0,284.0,64.4,2215.0,18.0,6.3,5.0,1.8,7.8,8.27,12.1,201.4,147.3,
45.0,Jeff Smoker,Michigan State,Big Ten,10.0,144.0,230.0,62.6,2203.0,18.0,7.8,7.0,3.0,9.6,9.77,15.3,220.3,162.8,
46.0,John Navarre,Michigan,Big Ten,11.0,186.0,346.0,53.8,2195.0,17.0,4.9,12.0,3.5,6.3,5.77,11.8,199.5,116.3,
47.0,Jared Lorenzen,Kentucky,SEC,8.0,167.0,292.0,57.2,2179.0,19.0,6.5,7.0,2.4,7.5,7.68,13.0,272.4,136.6,
48.0,David Priestley,Pitt,Big East,11.0,165.0,280.0,58.9,2128.0,18.0,6.4,8.0,2.9,7.6,7.6,12.9,193.5,138.3,
49.0,Brock Nutter,Troy,Ind,11.0,173.0,307.0,56.4,2098.0,14.0,4.6,13.0,4.2,6.8,5.84,12.1,190.7,120.3,
50.0,Mark Farris,Texas A&M,Big 12,11.0,203.0,347.0,58.5,2094.0,8.0,2.3,9.0,2.6,6.0,5.33,10.3,190.4,111.6,
51.0,Lance Rice,Utah,MWC,11.0,169.0,302.0,56.0,2086.0,16.0,5.3,11.0,3.6,6.9,6.33,12.3,189.6,124.2,
52.0,Joe Freedy,Buffalo,MAC,11.0,187.0,371.0,50.4,2077.0,10.0,2.7,15.0,4.0,5.6,4.32,11.1,188.8,98.2,
53.0,Charlie Frye,Akron,MAC,11.0,170.0,289.0,58.8,2053.0,9.0,3.1,6.0,2.1,7.1,6.79,12.1,186.6,124.6,
54.0,Seneca Wallace,Iowa State,Big 12,11.0,167.0,269.0,62.1,2044.0,11.0,4.1,9.0,3.3,7.6,6.91,12.2,185.8,132.7,
55.0,Chris Finlen,Northern Illinois,MAC,11.0,166.0,331.0,50.2,2036.0,14.0,4.2,9.0,2.7,6.2,5.77,12.3,185.1,110.3,
56.0,Brian St. Pierre,Boston College,Big East,11.0,149.0,279.0,53.4,2016.0,25.0,9.0,10.0,3.6,7.2,7.41,13.5,183.3,136.5,
57.0,Talmadge Hill,Ball State,MAC,11.0,159.0,301.0,52.8,1953.0,13.0,4.3,15.0,5.0,6.5,5.11,12.3,177.5,111.6,
58.0,Jeff Krohn,Arizona State,Pac-10,10.0,115.0,213.0,54.0,1942.0,19.0,8.9,7.0,3.3,9.1,9.42,16.9,194.2,153.4,
59.0,David Neill,Nevada,WAC,9.0,138.0,256.0,53.9,1918.0,11.0,4.3,5.0,2.0,7.5,7.47,13.9,213.1,127.1,
60.0,Marcus Arroyo,San Jose State,WAC,11.0,141.0,261.0,54.0,1915.0,12.0,4.6,14.0,5.4,7.3,5.84,13.6,174.1,120.1,
61.0,Kyle McCann,Iowa,Big Ten,11.0,148.0,226.0,65.5,1867.0,16.0,7.1,11.0,4.9,8.3,7.49,12.6,169.7,148.5,
62.0,Aso Pogi,Oklahoma State,Big 12,11.0,179.0,296.0,60.5,1854.0,11.0,3.7,7.0,2.4,6.3,5.94,10.4,168.5,120.6,
63.0,Darian Durant,North Carolina,ACC,12.0,142.0,223.0,63.7,1843.0,17.0,7.6,10.0,4.5,8.3,7.77,13.0,153.6,149.3,
64.0,Wesley Phillips,UTEP,WAC,11.0,143.0,257.0,55.6,1839.0,10.0,3.9,11.0,4.3,7.2,6.01,12.9,167.2,120.0,
65.0,Grant Noel,Virginia Tech,Big East,11.0,146.0,254.0,57.5,1826.0,16.0,6.3,11.0,4.3,7.2,6.5,12.5,166.0,130.0,
66.0,Casey Printers,Texas Christian,CUSA,10.0,136.0,252.0,54.0,1824.0,13.0,5.2,8.0,3.2,7.2,6.84,13.4,182.4,125.4,
67.0,Chad Jenkins,Army,CUSA,10.0,156.0,286.0,54.5,1773.0,8.0,2.8,16.0,5.6,6.2,4.24,11.4,177.3,104.7,
68.0,Kyle Boller,California,Pac-10,10.0,134.0,272.0,49.3,1741.0,12.0,4.4,10.0,3.7,6.4,5.63,13.0,174.1,110.2,
69.0,Cory Paus,UCLA,Pac-10,10.0,101.0,194.0,52.1,1740.0,8.0,4.1,8.0,4.1,9.0,7.94,17.2,174.0,132.8,
70.0,Kelly Robinson,Houston,CUSA,11.0,149.0,267.0,55.8,1704.0,9.0,3.4,6.0,2.2,6.4,6.04,11.4,154.9,116.0,
71.0,Jeff Welsh,Western Michigan,MAC,7.0,134.0,213.0,62.9,1702.0,15.0,7.0,4.0,1.9,8.0,8.55,12.7,243.1,149.5,
72.0,Phil Petty,South Carolina,SEC,11.0,145.0,251.0,57.8,1699.0,10.0,4.0,7.0,2.8,6.8,6.31,11.7,154.5,122.2,
73.0,Zack Mills,Penn State,Big Ten,10.0,127.0,230.0,55.2,1669.0,9.0,3.9,12.0,5.2,7.3,5.69,13.1,166.9,118.7,
74.0,Antwaan Randle El,Indiana,Big Ten,11.0,118.0,231.0,51.1,1664.0,9.0,3.9,5.0,2.2,7.2,7.01,14.1,151.3,120.1,H-6
75.0,Brian Lindgren,Idaho,Sun Belt,11.0,126.0,213.0,59.2,1611.0,10.0,4.7,10.0,4.7,7.6,6.39,12.8,146.5,128.8,
76.0,K.C. Enzminger,New Mexico State,Sun Belt,12.0,121.0,235.0,51.5,1610.0,6.0,2.6,8.0,3.4,6.9,5.83,13.3,134.2,110.7,
77.0,Steve Bellisari,Ohio State,Big Ten,9.0,98.0,185.0,53.0,1599.0,8.0,4.3,6.0,3.2,8.6,8.05,16.3,177.7,133.4,
78.0,Kirk Farmer,Missouri,Big 12,10.0,135.0,285.0,47.4,1567.0,13.0,4.6,6.0,2.1,5.5,5.46,11.6,156.7,104.4,
79.0,Casey Kelly,New Mexico,MWC,9.0,107.0,227.0,47.1,1559.0,8.0,3.5,12.0,5.3,6.9,5.19,14.6,173.2,105.9,
80.0,James MacPherson,Wake Forest,ACC,11.0,113.0,209.0,54.1,1555.0,5.0,2.4,11.0,5.3,7.4,5.55,13.8,141.4,113.9,
