feature,shap_mean_abs,kind
Y/RR,18.91776868807173,base
SpeedxBMI,7.835627790627732,interaction
DOM+,5.975724925162969,base
Wide%xSlot%,3.369044623953365,interaction
Draft Capital,0.1,base
