feature,shap_mean_abs,kind
Y/RR,19.758295313448635,base
DOM+,8.395049777471577,base
MTF,4.224032962849725,base
SpeedxBMI,3.5377215646109854,interaction
Y/REC,3.277615124554926,base
REC%,2.387025922793423,base
Drop%,2.346049469520776,base
CC%,1.6958311824307664,base
aDOT,1.607946374134467,base
Slot%,1.2615266722433043,base
ELU,1.1050356232467573,base
Draft Capital,0.1,base
Breakout Age,0.1,base
