position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
TE,34,20,15,100,5,GB,0.6362553342681306,0.6051121282883074,29.216374431322382,37.11949924206585,16,DOM+|Draft Capital|Drop%|Y/RR|REC%|CC%|ELU|aDOT|Slot%|Wide%|YAC/R|Breakout Age|FUM|Y/REC,SpeedxBMI|Wide%xSlot%,-16.343924914250746
TE,34,20,15,100,19,GB,0.6102366194212807,0.5999974812449497,29.344671297020653,37.35911452054875,10,DOM+|Draft Capital|CC%|Y/REC|Y/RR|YAC/R|Breakout Age|REC%,SpeedxBMI|Wide%xSlot%,-21.385562081471175
TE,34,20,15,100,10,GB,0.6186821622915674,0.5993907967682519,29.137806686507023,37.38743510130398,15,DOM+|Draft Capital|Drop%|CC%|Breakout Age|aDOT|FUM|Wide%|YAC/R|Y/REC|REC%|Y/RR|Slot%,SpeedxBMI|Wide%xSlot%,-17.338854615616583
TE,34,20,15,100,17,GB,0.5985327194133964,0.5961362441734634,29.970948154311692,37.538995825137,5,DOM+|Draft Capital|aDOT|Y/RR,SpeedxBMI,1.722801095438531
TE,34,20,15,100,6,GB,0.6280602620153576,0.5948315368820232,29.865654248032154,37.59958297672103,15,DOM+|Draft Capital|Y/RR|REC%|aDOT|Breakout Age|CC%|Y/REC|Wide%|FUM|Drop%|MTF|Slot%|ELU,SpeedxBMI,-11.474984770854904
TE,34,20,15,100,7,GB,0.6275783075856459,0.5842483273721997,32.12042088817396,38.08747776152427,11,DOM+|Draft Capital|Slot%|Y/RR|MTF|CC%|ELU|aDOT|YAC/R|FUM,SpeedxBMI,-0.6578587894841411
TE,34,20,15,100,12,GB,0.6464650144581053,0.5628281999261366,30.256235523875162,39.0563164595714,11,DOM+|Draft Capital|REC%|Y/REC|ELU|Drop%|Slot%|Y/RR|Breakout Age,SpeedxBMI|Wide%xSlot%,-26.320791000269907
TE,34,20,15,100,18,GB,0.6461927720497868,0.5568847669841525,32.07450880992487,39.320909186819506,12,DOM+|Draft Capital|Wide%|Y/REC|MTF|Y/RR|Slot%|Drop%|REC%|YAC/R|ELU,SpeedxBMI,-11.463587444205412
TE,34,20,15,100,16,GB,0.4099566255733012,0.5148629133741043,31.402040769049076,41.14314146809259,6,DOM+|Draft Capital|CC%|Breakout Age,SpeedxBMI|Wide%xSlot%,-1.0957656543915861
TE,34,20,15,100,11,GB,0.5190926329600801,0.5102840887278529,32.85109695006056,41.336844249528596,8,DOM+|Draft Capital|Slot%|Y/REC|aDOT|ELU,SpeedxBMI|Wide%xSlot%,-14.415380199210118
TE,34,20,15,100,13,GB,0.557957504126447,0.4995150372476592,33.35494230578116,41.78887963717356,16,DOM+|Draft Capital|Drop%|CC%|ELU|Slot%|REC%|MTF|YAC/R|Breakout Age|Wide%|FUM|Y/REC|aDOT,SpeedxBMI|Wide%xSlot%,-12.074012331723276
TE,34,20,15,100,0,GB,0.3532720630581646,0.4548562559841075,33.21750219722737,43.61347860990381,3,DOM+|Draft Capital,SpeedxBMI,-5.236740508839785
TE,34,20,15,100,1,GB,0.3532720630581646,0.4548562559841075,33.21750219722737,43.61347860990381,3,DOM+|Draft Capital,SpeedxBMI,-5.236740508839785
TE,34,20,15,100,9,GB,0.3532720630581646,0.4548562559841075,33.21750219722737,43.61347860990381,3,DOM+|Draft Capital,SpeedxBMI,-5.236740508839785
TE,34,20,15,100,8,GB,0.4856174967207557,0.42873761978555525,35.21364777748508,44.64604818374308,10,DOM+|Draft Capital|Wide%|aDOT|YAC/R|REC%|MTF|CC%,SpeedxBMI|Wide%xSlot%,13.01843107563203
