position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
TE,56,20,15,50,3,GB,0.5965954010899842,0.6708625027958708,30.14494659469638,37.47235341560218,13,DOM+|Draft Capital|aDOT|Y/RR|ELU|Breakout Age|Slot%|MTF|Drop%|CC%|Y/REC|REC%,SpeedxBMI,-5.593007756449499
TE,56,20,15,50,11,GB,0.571090430580042,0.639306064954914,33.32735661814503,39.22759728490759,12,DOM+|Draft Capital|Drop%|ELU|YAC/R|aDOT|Y/REC|Slot%|Wide%|REC%|Y/RR,SpeedxBMI,-16.76383351631657
TE,56,20,15,50,18,GB,0.5775595372507618,0.6095302429101681,32.87879280943236,40.81464179703601,13,DOM+|Draft Capital|aDOT|REC%|CC%|Y/RR|MTF|Drop%|ELU|Breakout Age|Wide%,SpeedxBMI|Wide%xSlot%,-3.958264510916512
TE,56,20,15,50,19,GB,0.5760167453752862,0.6065133280823303,33.641651801508345,40.972012969656156,13,DOM+|Draft Capital|REC%|Breakout Age|Wide%|aDOT|MTF|FUM|ELU|CC%|Y/RR|Drop%,SpeedxBMI,-4.638711831466225
TE,56,20,15,50,2,GB,0.5040321367560011,0.6062280108326032,35.98301690887082,40.98686468452878,7,DOM+|Draft Capital|aDOT|Y/RR|Wide%,SpeedxBMI|Wide%xSlot%,-7.356756277888435
TE,56,20,15,50,4,GB,0.5600422029036111,0.6023319930433194,34.515243802051565,41.18912959200321,14,DOM+|Draft Capital|Y/REC|Breakout Age|Slot%|Wide%|CC%|REC%|Y/RR|YAC/R|MTF|aDOT,SpeedxBMI|Wide%xSlot%,0.537069837727657
TE,56,20,15,50,14,GB,0.5493440367651918,0.5984426380345449,34.6929488347659,41.39006271378848,9,DOM+|Draft Capital|Y/RR|ELU|REC%|Y/REC|CC%|YAC/R,SpeedxBMI,-6.618191676265706
TE,56,20,15,50,9,GB,0.43840102943380166,0.5953525332556352,33.560625389241814,41.5490120051642,13,DOM+|Draft Capital|Wide%|Y/REC|aDOT|FUM|YAC/R|Drop%|REC%|MTF|CC%|Slot%,SpeedxBMI,-10.12960511886002
TE,56,20,15,50,1,GB,0.3900587794323409,0.5948324360632447,33.59775240908582,41.57570509852754,8,DOM+|Draft Capital|Y/REC|YAC/R|CC%|ELU|REC%,SpeedxBMI,-18.266614236276915
TE,56,20,15,50,15,GB,0.2882548251360619,0.5854404564991285,35.4408404087947,42.054816943084724,6,DOM+|Draft Capital|YAC/R|Wide%|CC%,SpeedxBMI,-12.620687097988922
TE,56,20,15,50,10,GB,0.5345266081882639,0.5754923689770415,35.961788252759156,42.55641535592418,12,DOM+|Draft Capital|FUM|Slot%|Y/RR|MTF|CC%|Y/REC|YAC/R|Drop%,SpeedxBMI|Wide%xSlot%,-10.773388727778332
TE,56,20,15,50,6,GB,0.6013075247998623,0.5655967505919894,35.00126148591302,43.04957029063913,10,DOM+|Draft Capital|MTF|Y/RR|Y/REC|REC%|aDOT|Breakout Age|Drop%,SpeedxBMI,-7.888510578202315
TE,56,20,15,50,8,GB,0.46407018275320727,0.5306910165233532,36.28768601284882,44.74574280009503,11,DOM+|Draft Capital|Slot%|REC%|ELU|FUM|aDOT|Drop%|YAC/R|Y/REC,SpeedxBMI,-11.187403388999012
TE,56,20,15,50,17,GB,0.5561853494307248,0.5303070930784144,37.993756481325235,44.764041435330476,6,DOM+|Draft Capital|Slot%|REC%|Y/RR,SpeedxBMI,-4.657936126372379
TE,56,20,15,50,5,GB,0.3989472464806067,0.5222861265197298,37.35699745569703,45.144642188157825,12,DOM+|Draft Capital|REC%|Breakout Age|aDOT|MTF|FUM|ELU|YAC/R|Drop%,SpeedxBMI|Wide%xSlot%,-16.849484192061848
