feature,tree_feature_importance,kind
Y/RR,0.29177345627969326,base
Draft Capital,0.1,base
DOM+,0.07576260507016547,base
SpeedxBMI,0.050462357346129735,interaction
REC%,0.03736192246816962,base
Y/REC,0.03680892743706326,base
Slot%,0.02166135424556791,base
Breakout Age,0.02140964890939705,base
ELU,0.01675542561530199,base
Wide%,0.011174861714343867,base
Wide%xSlot%,0.00953925498051655,interaction
FUM,0.0018165738729870491,base
