player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,Comp%1,ADJ%1,BTT%1,TWP%1,DAA1,YPA1,EPA/P1,aYPTPA1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,Comp%2,ADJ%2,BTT%2,TWP%2,DAA2,YPA2,EPA/P2,aYPTPA2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,Comp%3,ADJ%3,BTT%3,TWP%3,DAA3,YPA3,EPA/P3,aYPTPA3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,Comp%4,ADJ%4,BTT%4,TWP%4,DAA4,YPA4,EPA/P4,aYPTPA4,birthday_parsed,birthdate_source_url
Caleb Williams,QB,1.0,2001-11-18,19.79,2021.0,19.79,0.158,0.15,0.607,0.577,0.0,0.0,,,,,,,,,,,,2022.0,20.79,0.157,0.149,0.971,0.923,0.0,0.0,,,,,,,,,,,,2023.0,21.79,0.165,0.157,0.825,0.784,0.0,0.0,,,,,,,,,,,,2023.0,21.79,0.002,0.002,0.825,0.784,0.0,0.0,,,,,,,,,,,2001-11-18,https://www.pro-football-reference.com/players/W/WillCa03.htm
Cam Miller,QB,6.0,2001-06-18,,2017.0,16.21,0.065,0.065,0.0,0.0,0.0,0.0,,,,,,,,,,,,2018.0,17.2,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,18.2,0.0,0.0,0.002,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-18,https://en.wikipedia.org/wiki/Cam_Miller
Cam Newton,QB,1.0,1982-05-19,28.29,2007.0,25.29,0.062,0.062,0.006,0.006,0.0,0.0,,,,,,,,,,,,2008.0,26.29,0.017,0.017,0.002,0.002,0.0,0.0,,,,,,,,,,,,2010.0,28.29,0.568,0.568,0.959,0.959,0.0,0.0,,,,,,,,,,,,2010.0,28.29,0.023,0.023,0.959,0.959,0.0,0.0,,,,,,,,,,,1982-05-19,https://www.pro-football-reference.com/players/N/NewtCa20.htm
Cam Ward,QB,1.0,2002-05-25,,2024.0,22.27,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-25,https://www.pro-football-reference.com/players/W/WardCa00.htm
Cardale Jones,QB,4.0,1992-10-29,,2013.0,20.84,0.036,0.036,0.001,0.001,0.0,0.0,,,,,,,,,,,,2014.0,21.84,0.04,0.04,0.16,0.16,0.0,0.0,,,,,,,,,,,,2015.0,22.84,0.092,0.092,0.508,0.508,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-10-29,https://www.pro-football-reference.com/players/J/JoneCa01.htm
Carson Palmer,QB,1.0,1979-12-27,20.68,2000.0,20.68,0.053,0.032,0.884,0.53,0.0,0.0,,,,,,,,,,,,2001.0,21.68,0.055,0.033,0.999,0.599,0.0,0.0,,,,,,,,,,,,2002.0,22.68,0.045,0.027,0.994,0.597,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-12-27,https://www.pro-football-reference.com/players/P/PalmCa00.htm
Carson Wentz,QB,1.0,1992-12-30,31.67,2024.0,31.67,0.316,0.221,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-30,https://www.pro-football-reference.com/players/W/WentCa00.htm
Casey Bramlet,QB,7.0,1981-04-02,20.42,2000.0,19.42,-0.005,-0.004,0.111,0.084,0.0,0.0,,,,,,,,,,,,2001.0,20.42,-0.0,-0.0,0.994,0.755,0.0,0.0,,,,,,,,,,,,2001.0,20.42,0.33,0.251,0.994,0.755,0.0,0.0,,,,,,,,,,,,2002.0,21.42,0.105,0.08,0.97,0.737,0.0,0.0,,,,,,,,,,,1981-04-02,https://en.wikipedia.org/wiki/Casey_Bramlet
Chad Henne,QB,2.0,1985-07-02,19.17,2004.0,19.17,0.0,0.0,0.991,0.991,0.0,0.0,,,,,,,,,,,,2005.0,20.17,0.026,0.026,0.973,0.973,0.0,0.0,,,,,,,,,,,,2006.0,21.17,-0.016,-0.016,0.994,0.994,0.0,0.0,,,,,,,,,,,,2007.0,22.17,-0.021,-0.021,0.679,0.679,0.0,0.0,,,,,,,,,,,1985-07-02,https://www.pro-football-reference.com/players/H/HennCh01.htm
Chad Kelly,QB,7.0,1994-03-26,21.43,2013.0,19.44,0.026,0.025,0.007,0.006,0.0,0.0,,,,,,,,,,,,2015.0,21.43,0.2,0.2,0.907,0.907,0.0,0.0,,,,,,,,,,,,2016.0,22.44,0.137,0.137,0.717,0.717,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-03-26,https://www.pro-football-reference.com/players/K/KellCh00.htm
Chad Pennington,QB,1.0,1976-06-26,,2000.0,24.18,0.017,0.012,0.0,0.0,0.0,0.0,,,,,,,,,,,,2002.0,26.18,0.024,0.017,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-06-26,https://www.pro-football-reference.com/players/P/PennCh01.htm
Chandler Harnish,QB,7.0,1988-07-28,20.1,2008.0,20.1,0.28,0.196,0.666,0.466,0.0,0.0,,,,,,,,,,,,2009.0,21.1,0.13,0.091,0.821,0.575,0.0,0.0,,,,,,,,,,,,2010.0,22.09,0.31,0.217,0.933,0.653,0.0,0.0,,,,,,,,,,,,2011.0,23.09,0.393,0.275,0.958,0.67,0.0,0.0,,,,,,,,,,,1988-07-28,https://en.wikipedia.org/wiki/Chandler_Harnish
Charlie Frye,QB,3.0,1981-08-28,20.01,2001.0,20.01,0.172,0.12,0.981,0.687,0.0,0.0,,,,,,,,,,,,2002.0,21.01,-0.001,-0.0,0.893,0.625,0.0,0.0,,,,,,,,,,,,2002.0,21.01,0.216,0.151,0.893,0.625,0.0,0.0,,,,,,,,,,,,2003.0,22.01,0.198,0.138,0.975,0.682,0.0,0.0,,,,,,,,,,,1981-08-28,https://www.pro-football-reference.com/players/F/FryeCh00.htm
Charlie Whitehurst,QB,3.0,1982-08-06,20.07,2002.0,20.07,0.059,0.056,0.559,0.531,0.0,0.0,,,,,,,,,,,,2003.0,21.07,0.094,0.089,0.939,0.892,0.0,0.0,,,,,,,,,,,,2004.0,22.07,0.0,0.0,1.0,0.95,0.0,0.0,,,,,,,,,,,,2005.0,23.07,0.112,0.106,0.84,0.798,0.0,0.0,,,,,,,,,,,1982-08-06,https://www.pro-football-reference.com/players/W/WhitCh02.htm
Chris Oladokun,QB,7.0,1997-09-03,,2017.0,19.99,0.0,0.0,0.002,0.002,0.0,0.0,,,,,,,,,,,,2018.0,20.99,0.003,0.003,0.133,0.113,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-09-03,https://www.pro-football-reference.com/players/O/OladCh00.htm
Chris Redman,QB,3.0,1977-07-07,,2003.0,26.15,0.094,0.056,0.0,0.0,0.0,0.0,,,,,,,,,,,,2004.0,27.15,0.092,0.055,0.011,0.007,0.0,0.0,,,,,,,,,,,,2005.0,28.15,0.041,0.025,0.0,0.0,0.0,0.0,,,,,,,,,,,,2006.0,29.15,0.085,0.051,0.0,0.0,0.0,0.0,,,,,,,,,,,1977-07-07,https://www.pro-football-reference.com/players/R/RedmCh00.htm
Chris Simms,QB,3.0,1980-08-29,21.01,2000.0,20.01,-0.004,-0.004,0.319,0.303,0.0,0.0,,,,,,,,,,,,2001.0,21.01,0.114,0.108,0.856,0.814,0.0,0.0,,,,,,,,,,,,2002.0,22.01,0.058,0.055,0.993,0.944,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-08-29,https://www.pro-football-reference.com/players/S/SimmCh00.htm
Chris Weinke,QB,4.0,1972-07-31,28.09,2000.0,28.09,0.003,0.003,0.91,0.865,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972-07-31,https://en.wikipedia.org/wiki/Chris_Weinke
Christian Hackenberg,QB,2.0,1995-02-14,18.55,2013.0,18.55,0.084,0.084,0.951,0.951,0.0,0.0,,,,,,,,,,,,2014.0,19.55,-0.015,-0.015,0.952,0.952,0.0,0.0,,,,,,,,,,,,2015.0,20.54,0.036,0.036,0.853,0.853,0.0,0.0,,,,,,,,,,,,2015.0,20.54,0.028,0.028,0.853,0.853,0.0,0.0,,,,,,,,,,,1995-02-14,https://en.wikipedia.org/wiki/Christian_Hackenberg
Christian Ponder,QB,1.0,1988-02-25,20.52,2007.0,19.52,0.008,0.008,0.05,0.048,0.0,0.0,,,,,,,,,,,,2008.0,20.52,0.196,0.186,0.789,0.75,0.0,0.0,,,,,,,,,,,,2009.0,21.52,0.088,0.083,0.822,0.781,0.0,0.0,,,,,,,,,,,,2010.0,22.52,0.114,0.108,0.765,0.726,0.0,0.0,,,,,,,,,,,1988-02-25,https://www.pro-football-reference.com/players/P/PondCh00.htm
Clayton Thorson,QB,5.0,1995-06-15,20.21,2015.0,20.21,0.423,0.423,0.86,0.86,0.0,0.0,,,,,,,,,,,,2015.0,20.21,0.0,0.0,0.86,0.86,0.0,0.0,,,,,,,,,,,,2016.0,21.22,0.129,0.129,0.999,0.999,0.0,0.0,,,,,,,,,,,,2017.0,22.21,0.004,0.004,0.909,0.909,0.0,0.0,,,,,,,,,,,1995-06-15,https://en.wikipedia.org/wiki/Clayton_Thorson
Clayton Tune,QB,5.0,1999-03-23,20.44,2018.0,19.44,0.018,0.016,0.192,0.164,0.0,0.0,,,,,,,,,,,,2019.0,20.44,0.103,0.087,0.604,0.513,0.0,0.0,,,,,,,,,,,,2020.0,21.45,0.226,0.192,0.982,0.834,0.0,0.0,,,,,,,,,,,,2020.0,21.45,0.005,0.004,0.982,0.834,0.0,0.0,,,,,,,,,,,1999-03-23,https://www.pro-football-reference.com/players/T/TuneCl00.htm
Cody Kessler,QB,3.0,1993-05-11,20.31,2012.0,19.31,0.0,0.0,0.001,0.001,0.0,0.0,,,,,,,,,,,,2013.0,20.31,0.005,0.005,0.967,0.918,0.0,0.0,,,,,,,,,,,,2014.0,21.31,0.006,0.006,0.996,0.946,0.0,0.0,,,,,,,,,,,,2015.0,22.31,0.047,0.045,0.952,0.904,0.0,0.0,,,,,,,,,,,1993-05-11,https://www.pro-football-reference.com/players/K/KessCo00.htm
Cody Pickett,QB,7.0,1980-06-30,21.17,2000.0,20.17,0.0,0.0,0.003,0.002,0.0,0.0,,,,,,,,,,,,2001.0,21.17,-0.002,-0.001,0.724,0.435,0.0,0.0,,,,,,,,,,,,2001.0,21.17,0.176,0.106,0.724,0.435,0.0,0.0,,,,,,,,,,,,2002.0,22.17,-0.001,-0.001,0.995,0.597,0.0,0.0,,,,,,,,,,,1980-06-30,https://www.pro-football-reference.com/players/P/PickCo00.htm
Cole McDonald,QB,7.0,1998-05-20,20.28,2017.0,19.29,0.051,0.039,0.03,0.023,0.0,0.0,,,,,,,,,,,,2018.0,20.28,0.088,0.067,0.865,0.657,0.0,0.0,,,,,,,,,,,,2019.0,21.28,0.121,0.092,0.802,0.609,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-05-20,https://en.wikipedia.org/wiki/Cole_McDonald
Colin Kaepernick,QB,2.0,1987-11-03,,2007.0,19.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,20.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,21.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,21.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1987-11-03,https://www.pro-football-reference.com/players/K/KaepCo00.htm
Colt Brennan,QB,6.0,1983-08-16,,2005.0,22.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2006.0,23.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2007.0,24.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-08-16,https://en.wikipedia.org/wiki/Colt_Brennan
Colt McCoy,QB,3.0,1986-09-05,19.99,2006.0,19.99,0.061,0.058,0.9,0.855,0.0,0.0,,,,,,,,,,,,2007.0,20.99,0.165,0.157,0.997,0.948,0.0,0.0,,,,,,,,,,,,2008.0,21.99,0.223,0.212,0.954,0.906,0.0,0.0,,,,,,,,,,,,2009.0,22.99,0.097,0.092,0.925,0.879,0.0,0.0,,,,,,,,,,,1986-09-05,https://www.pro-football-reference.com/players/M/McCoCo00.htm
Connor Cook,QB,4.0,1993-01-29,20.59,2012.0,19.59,-0.001,-0.001,0.053,0.053,0.0,0.0,,,,,,,,,,,,2013.0,20.59,0.035,0.035,0.943,0.943,0.0,0.0,,,,,,,,,,,,2014.0,21.59,0.05,0.05,0.927,0.927,0.0,0.0,,,,,,,,,,,,2015.0,22.59,0.009,0.009,0.939,0.939,0.0,0.0,,,,,,,,,,,1993-01-29,https://www.pro-football-reference.com/players/C/CookCo00.htm
Craig Krenzel,QB,5.0,1981-07-01,21.17,2000.0,19.17,-0.002,-0.002,0.009,0.009,0.0,0.0,,,,,,,,,,,,2001.0,20.17,-0.003,-0.003,0.122,0.122,0.0,0.0,,,,,,,,,,,,2002.0,21.17,0.183,0.183,0.864,0.864,0.0,0.0,,,,,,,,,,,,2003.0,22.17,0.123,0.123,0.756,0.756,0.0,0.0,,,,,,,,,,,1981-07-01,https://www.pro-football-reference.com/players/K/KrenCr00.htm
Craig Nall,QB,5.0,1979-04-21,,2000.0,21.37,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-04-21,https://www.pro-football-reference.com/players/N/NallCr00.htm
Curtis Painter,QB,6.0,1985-06-24,20.19,2005.0,20.19,0.247,0.247,0.325,0.325,0.0,0.0,,,,,,,,,,,,2006.0,21.19,0.138,0.138,0.946,0.946,0.0,0.0,,,,,,,,,,,,2007.0,22.19,0.047,0.047,0.965,0.965,0.0,0.0,,,,,,,,,,,,2008.0,23.19,0.003,0.003,0.807,0.807,0.0,0.0,,,,,,,,,,,1985-06-24,https://www.pro-football-reference.com/players/P/PainCu00.htm
D.J. Shockley,QB,7.0,1983-03-23,,2002.0,19.44,0.001,0.001,0.15,0.15,0.0,0.0,,,,,,,,,,,,2002.0,19.44,0.051,0.051,0.15,0.15,0.0,0.0,,,,,,,,,,,,2003.0,20.44,0.05,0.05,0.049,0.049,0.0,0.0,,,,,,,,,,,,2003.0,20.44,0.0,0.0,0.049,0.049,0.0,0.0,,,,,,,,,,,1983-03-23,https://en.wikipedia.org/wiki/D._J._Shockley
Dak Prescott,QB,4.0,1993-07-29,20.09,2012.0,19.09,0.091,0.091,0.103,0.103,0.0,0.0,,,,,,,,,,,,2013.0,20.09,0.492,0.492,0.583,0.583,0.0,0.0,,,,,,,,,,,,2013.0,20.09,0.064,0.064,0.583,0.583,0.0,0.0,,,,,,,,,,,,2014.0,21.09,0.361,0.361,0.908,0.908,0.0,0.0,,,,,,,,,,,1993-07-29,https://www.pro-football-reference.com/players/P/PresDa01.htm
Dan LeFevour,QB,6.0,1987-03-19,19.46,2006.0,19.46,0.201,0.14,0.904,0.633,0.0,0.0,,,,,,,,,,,,2006.0,19.46,0.0,0.0,0.904,0.633,0.0,0.0,,,,,,,,,,,,2007.0,20.45,0.022,0.015,0.971,0.679,0.0,0.0,,,,,,,,,,,,2007.0,20.45,0.489,0.343,0.971,0.679,0.0,0.0,,,,,,,,,,,1987-03-19,https://en.wikipedia.org/wiki/Dan_LeFevour
Dan Orlovsky,QB,5.0,1983-08-18,,2001.0,18.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2002.0,19.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2003.0,20.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2004.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1983-08-18,https://www.pro-football-reference.com/players/O/OrloDa00.htm
Daniel Jones,QB,1.0,1997-05-27,19.27,2016.0,19.27,0.279,0.265,0.937,0.89,0.0,0.0,,,,,,,,,,,,2016.0,19.27,0.0,0.0,0.937,0.89,0.0,0.0,,,,,,,,,,,,2017.0,20.27,0.312,0.297,0.923,0.876,0.0,0.0,,,,,,,,,,,,2018.0,21.26,0.001,0.001,0.773,0.734,0.0,0.0,,,,,,,,,,,1997-05-27,https://www.pro-football-reference.com/players/J/JoneDa05.htm
Danny Etling,QB,7.0,1994-07-22,19.11,2013.0,19.11,0.014,0.014,0.66,0.66,0.0,0.0,,,,,,,,,,,,2014.0,20.11,0.093,0.093,0.365,0.365,0.0,0.0,,,,,,,,,,,,2016.0,22.11,0.052,0.052,0.924,0.924,0.0,0.0,,,,,,,,,,,,2017.0,23.11,0.083,0.083,0.936,0.936,0.0,0.0,,,,,,,,,,,1994-07-22,https://en.wikipedia.org/wiki/Danny_Etling
Dave Ragone,QB,3.0,1979-10-03,20.91,2000.0,20.91,0.156,0.109,0.964,0.675,0.0,0.0,,,,,,,,,,,,2000.0,20.91,0.0,0.0,0.964,0.675,0.0,0.0,,,,,,,,,,,,2001.0,21.91,0.076,0.053,0.99,0.693,0.0,0.0,,,,,,,,,,,,2002.0,22.91,0.042,0.029,0.969,0.678,0.0,0.0,,,,,,,,,,,1979-10-03,https://www.pro-football-reference.com/players/R/RagoDa00.htm
David Carr,QB,1.0,1979-07-21,,2000.0,21.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2001.0,22.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-07-21,https://www.pro-football-reference.com/players/C/CarrDa00.htm
David Fales,QB,6.0,1990-10-04,22.91,2012.0,21.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,22.91,0.03,0.023,0.976,0.742,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-10-04,https://www.pro-football-reference.com/players/F/FaleDa00.htm
David Garrard,QB,4.0,1978-02-14,22.55,2000.0,22.55,0.191,0.134,0.924,0.647,0.0,0.0,,,,,,,,,,,,2001.0,23.55,0.241,0.169,0.91,0.637,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-02-14,https://www.pro-football-reference.com/players/G/GarrDa00.htm
David Greene,QB,3.0,1921-02-22,80.52,2001.0,80.52,0.001,0.001,0.916,0.916,0.0,0.0,,,,,,,,,,,,2001.0,80.52,0.033,0.033,0.916,0.916,0.0,0.0,,,,,,,,,,,,2002.0,81.52,0.028,0.028,0.818,0.818,0.0,0.0,,,,,,,,,,,,2003.0,82.52,0.01,0.01,0.946,0.946,0.0,0.0,,,,,,,,,,,1921-02-22,https://en.wikipedia.org/wiki/David_Greene_(director)
Davis Mills,QB,3.0,1998-10-21,20.86,2018.0,19.86,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,20.86,0.007,0.007,0.617,0.586,0.0,0.0,,,,,,,,,,,,2019.0,20.86,0.029,0.028,0.617,0.586,0.0,0.0,,,,,,,,,,,,2020.0,21.86,0.225,0.214,0.937,0.89,0.0,0.0,,,,,,,,,,,1998-10-21,https://www.pro-football-reference.com/players/M/MillDa02.htm
Davis Webb,QB,3.0,1995-01-22,18.61,2013.0,18.61,-0.001,-0.001,0.552,0.524,0.0,0.0,,,,,,,,,,,,2014.0,19.61,0.014,0.014,0.601,0.571,0.0,0.0,,,,,,,,,,,,2014.0,19.61,-0.001,-0.001,0.601,0.571,0.0,0.0,,,,,,,,,,,,2015.0,20.61,0.026,0.025,0.055,0.053,0.0,0.0,,,,,,,,,,,1995-01-22,https://www.pro-football-reference.com/players/W/WebbDa00.htm
DeShone Kizer,QB,2.0,1996-01-03,,2015.0,19.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2016.0,20.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2016.0,20.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-01-03,https://www.pro-football-reference.com/players/K/KizeDe00.htm
Dennis Dixon,QB,5.0,1985-01-11,21.64,2004.0,19.64,0.0,0.0,0.014,0.008,0.0,0.0,,,,,,,,,,,,2005.0,20.64,0.037,0.022,0.213,0.128,0.0,0.0,,,,,,,,,,,,2006.0,21.64,0.126,0.076,0.675,0.405,0.0,0.0,,,,,,,,,,,,2007.0,22.64,0.277,0.166,0.765,0.459,0.0,0.0,,,,,,,,,,,1985-01-11,https://www.pro-football-reference.com/players/D/DixoDe00.htm
Derek Anderson,QB,6.0,1983-06-15,19.21,2001.0,18.21,-0.005,-0.003,0.082,0.049,0.0,0.0,,,,,,,,,,,,2002.0,19.21,0.005,0.003,0.966,0.58,0.0,0.0,,,,,,,,,,,,2003.0,20.21,0.065,0.039,0.956,0.573,0.0,0.0,,,,,,,,,,,,2004.0,21.22,0.0,0.0,0.988,0.593,0.0,0.0,,,,,,,,,,,1983-06-15,https://www.pro-football-reference.com/players/A/AndeDe00.htm
Derek Carr,QB,2.0,1991-03-28,21.43,2009.0,18.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2011.0,20.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2011.0,20.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2012.0,21.43,0.0,0.0,0.972,0.738,0.0,0.0,,,,,,,,,,,1991-03-28,https://www.pro-football-reference.com/players/C/CarrDe02.htm
Deshaun Watson,QB,1.0,1995-09-14,19.96,2014.0,18.97,0.138,0.131,0.52,0.494,0.0,0.0,,,,,,,,,,,,2015.0,19.96,0.298,0.283,0.969,0.92,0.0,0.0,,,,,,,,,,,,2016.0,20.97,0.163,0.155,0.914,0.868,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-09-14,https://www.pro-football-reference.com/players/W/WatsDe00.htm
Desmond Ridder,QB,3.0,1999-08-31,19.0,2018.0,19.0,0.214,0.182,0.884,0.751,0.0,0.0,,,,,,,,,,,,2019.0,20.0,0.259,0.22,0.898,0.763,0.0,0.0,,,,,,,,,,,,2020.0,21.0,0.424,0.36,0.956,0.813,0.0,0.0,,,,,,,,,,,,2021.0,22.0,0.036,0.03,1.011,0.859,0.0,0.0,,,,,,,,,,,1999-08-31,https://www.pro-football-reference.com/players/R/RiddDe00.htm
Devin Leary,QB,6.0,1999-09-10,21.98,2019.0,19.98,0.008,0.008,0.507,0.482,0.0,0.0,,,,,,,,,,,,2020.0,20.98,0.001,0.001,0.308,0.292,0.0,0.0,,,,,,,,,,,,2021.0,21.98,0.018,0.017,0.996,0.946,0.0,0.0,,,,,,,,,,,,2022.0,22.98,0.065,0.062,0.454,0.432,0.0,0.0,,,,,,,,,,,1999-09-10,https://en.wikipedia.org/wiki/Devin_Leary
Dillon Gabriel,QB,3.0,2000-12-28,18.67,2019.0,18.67,0.065,0.055,0.846,0.719,0.0,0.0,,,,,,,,,,,,2020.0,19.68,0.055,0.047,0.999,0.85,0.0,0.0,,,,,,,,,,,,2021.0,20.68,0.021,0.018,0.307,0.261,0.0,0.0,,,,,,,,,,,,2021.0,20.68,0.058,0.049,0.307,0.261,0.0,0.0,,,,,,,,,,,2000-12-28,https://www.pro-football-reference.com/players/G/GabrDi00.htm
Dorian Thompson-Robinson,QB,5.0,1999-11-14,19.8,2018.0,18.8,0.012,0.011,0.499,0.474,0.0,0.0,,,,,,,,,,,,2019.0,19.8,0.123,0.117,0.918,0.872,0.0,0.0,,,,,,,,,,,,2020.0,20.8,0.181,0.172,0.69,0.655,0.0,0.0,,,,,,,,,,,,2021.0,21.8,0.308,0.292,0.9,0.855,0.0,0.0,,,,,,,,,,,1999-11-14,https://en.wikipedia.org/wiki/Dorian_Thompson-Robinson
Drake Maye,QB,1.0,2002-08-30,20.01,2021.0,19.01,0.009,0.009,0.033,0.031,0.0,0.0,,,,,,,,,,,,2022.0,20.01,0.173,0.164,0.999,0.949,0.0,0.0,,,,,,,,,,,,2023.0,21.0,0.231,0.219,0.925,0.879,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-30,https://www.pro-football-reference.com/players/M/MayeDr00.htm
Drew Brees,QB,2.0,1979-01-15,21.63,2000.0,21.63,0.176,0.176,0.955,0.955,0.0,0.0,,,,,,,,,,,,2000.0,21.63,0.02,0.02,0.955,0.955,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-01-15,https://www.pro-football-reference.com/players/B/BreeDr00.htm
Drew Henson,QB,6.0,1980-02-13,20.55,2000.0,20.55,0.048,0.048,0.707,0.707,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-02-13,https://www.pro-football-reference.com/players/H/HensDr00.htm
Drew Lock,QB,2.0,1996-11-10,19.81,2015.0,18.81,0.057,0.057,0.535,0.535,0.0,0.0,,,,,,,,,,,,2016.0,19.81,0.037,0.037,0.939,0.939,0.0,0.0,,,,,,,,,,,,2016.0,19.81,0.023,0.023,0.939,0.939,0.0,0.0,,,,,,,,,,,,2017.0,20.81,0.025,0.025,0.994,0.994,0.0,0.0,,,,,,,,,,,1996-11-10,https://www.pro-football-reference.com/players/L/LockDr00.htm
Drew Stanton,QB,2.0,1984-05-07,20.32,2003.0,19.32,0.03,0.03,0.006,0.006,0.0,0.0,,,,,,,,,,,,2004.0,20.32,0.035,0.035,0.551,0.551,0.0,0.0,,,,,,,,,,,,2005.0,21.32,0.135,0.135,0.932,0.932,0.0,0.0,,,,,,,,,,,,2005.0,21.32,-0.001,-0.001,0.932,0.932,0.0,0.0,,,,,,,,,,,1984-05-07,https://www.pro-football-reference.com/players/S/StanDr00.htm
Dwayne Haskins,QB,1.0,1997-05-03,21.33,2017.0,20.33,0.012,0.012,0.128,0.128,0.0,0.0,,,,,,,,,,,,2018.0,21.33,0.051,0.051,0.981,0.981,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-05-03,https://www.pro-football-reference.com/players/H/HaskDw00.htm
EJ Manuel,QB,1.0,1990-03-19,21.45,2009.0,19.46,0.09,0.086,0.178,0.169,0.0,0.0,,,,,,,,,,,,2010.0,20.45,0.05,0.047,0.23,0.218,0.0,0.0,,,,,,,,,,,,2011.0,21.45,0.103,0.097,0.759,0.721,0.0,0.0,,,,,,,,,,,,2012.0,22.46,0.125,0.119,0.936,0.89,0.0,0.0,,,,,,,,,,,1990-03-19,https://www.pro-football-reference.com/players/M/ManuEJ00.htm
