player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
Alex Mut*,South Florida,2016,AMERICAN,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,
Alex Ofodile,Oregon,2016,PAC 12,16.0,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,0.0,0.0,
Alex Rodriguez*,Indiana,2016,BIG TEN,15.0,0.0,41.0,0.0,0.0,0.0,0.21,0.21,1.04,1.04,0.0,0.0,57.3
Alex Ross,Missouri,2016,SEC,3.0,0.0,71.0,0.0,0.0,0.0,0.04,0.04,1.44,1.44,0.0,0.0,9.2
Alex Stump*,Ohio State,2016,BIG TEN,8.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,
Alex Van Dyke,UCLA,2016,PAC 12,19.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,
Alex Woodall*,Louisiana Tech,2016,CUSA,17.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,
Alexander Mattison*,Boise State,2016,MWC,54.0,0.0,328.0,4.0,0.0,0.0,0.7,0.53,14.13,10.74,0.0,0.0,56.6
Alexx Zielinski*,Miami (OH),2016,MAC,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.21,0.0,0.0,0.0,0.0,
Alfonso Onunwor*,Idaho,2016,SUN BELT,403.0,1.0,0.0,0.0,0.0,0.0,8.85,6.73,0.0,0.0,0.0,0.0,
Alfred Smith*,Louisiana Tech,2016,CUSA,232.0,1.0,0.0,0.0,0.0,0.0,3.44,2.41,0.0,0.0,0.0,0.0,
Algernon Brown*,BYU,2016,INDEPENDENT,67.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alijah Lee*,Washington State,2016,PAC 12,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,2.81,2.67,0.0,0.0,
Allan Cui,Nevada-Las Vegas,2016,MWC,6.0,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,
Allen Lazard,Iowa State,2016,BIG 12,731.0,5.0,0.0,0.0,0.0,0.0,23.67,22.49,0.0,0.0,0.0,0.0,
Allen Staggers*,Southern Mississippi,2016,CUSA,1165.0,7.0,39.0,0.0,47.0,0.0,28.49,19.94,0.84,0.59,0.61,0.43,
Alonzo Moore*,Nebraska,2016,BIG TEN,375.0,2.0,58.0,1.0,0.0,0.0,12.37,12.37,3.4,3.4,0.0,0.0,27.1
Alonzo Smith*,Miami (OH),2016,MAC,89.0,2.0,709.0,3.0,0.0,0.0,5.19,3.63,36.6,25.62,0.0,0.0,
Alvin Cornelius,Syracuse,2016,ACC,110.0,0.0,0.0,0.0,0.0,0.0,1.43,1.36,0.0,0.0,0.0,0.0,
Alvin Kamara*,Tennessee,2016,SEC,392.0,4.0,596.0,9.0,0.0,0.0,13.47,13.47,25.69,25.69,0.0,0.0,132.1
Amara Darboh*,Michigan,2016,BIG TEN,862.0,7.0,0.0,0.0,0.0,0.0,33.14,33.14,0.0,0.0,0.0,0.0,
Amba Etta-Tawo,Syracuse,2016,ACC,1482.0,14.0,0.0,0.0,0.0,0.0,48.39,45.97,0.0,0.0,0.0,0.0,
Amir Rasul*,Florida State,2016,ACC,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.87,0.83,0.0,0.0,150.0
Ammon Barker*,Hawaii,2016,MWC,211.0,1.0,0.0,0.0,0.0,0.0,5.31,4.04,0.0,0.0,0.0,0.0,
Andre Baccellia*,Washington,2016,PAC 12,98.0,1.0,16.0,0.0,0.0,0.0,2.42,2.3,0.29,0.28,0.0,0.0,0.0
Andre Flakes*,Troy,2016,SUN BELT,100.0,2.0,23.0,1.0,0.0,0.0,5.48,4.16,2.31,1.76,0.0,0.0,0.0
Andre Levrone,Virginia,2016,ACC,126.0,0.0,0.0,0.0,0.0,0.0,2.19,2.08,0.0,0.0,0.0,0.0,
Andre Patton,Rutgers,2016,BIG TEN,460.0,5.0,0.0,0.0,0.0,0.0,36.59,36.59,0.0,0.0,0.0,0.0,
Andre Robinson*,Penn State,2016,BIG TEN,42.0,1.0,141.0,5.0,0.0,0.0,2.3,2.3,10.23,10.23,0.0,0.0,30.3
Andrew Beck,Texas,2016,BIG 12,82.0,2.0,0.0,0.0,0.0,0.0,6.12,5.81,0.0,0.0,0.0,0.0,
Andrew Celis,Nevada,2016,MWC,318.0,0.0,9.0,0.0,36.0,1.0,6.37,4.84,0.22,0.17,3.66,2.78,24.0
Andrew Davis,Illinois,2016,BIG TEN,39.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,0.0,
Andrew Ford,Massachusetts,2016,INDEPENDENT,0.0,0.0,-96.0,2.0,2665.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew King*,UTSA,2016,CUSA,8.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,
Andrew Libby,Massachusetts,2016,INDEPENDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Meyer*,Ohio,2016,MAC,34.0,0.0,0.0,0.0,0.0,0.0,0.54,0.38,0.0,0.0,0.0,0.0,
Andrew Price,Nevada-Las Vegas,2016,MWC,231.0,3.0,0.0,0.0,0.0,0.0,15.28,11.61,0.0,0.0,0.0,0.0,
Andrew Rodriguez,Utah State,2016,MWC,286.0,1.0,0.0,0.0,0.0,0.0,10.78,8.19,0.0,0.0,0.0,0.0,
Andrew Scanlan*,Northwestern,2016,BIG TEN,331.0,0.0,0.0,0.0,0.0,0.0,5.19,5.19,0.0,0.0,0.0,0.0,
Andrew Stefanelli*,Maryland,2016,BIG TEN,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.94,1.94,0.0,0.0,0.0
Andrew Tucker*,North Texas,2016,CUSA,-6.0,0.0,153.0,2.0,0.0,0.0,-0.11,-0.08,8.57,6.0,0.0,0.0,
Andrew Zuckerman,Tulane,2016,AMERICAN,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.47,0.4,0.0,0.0,0.0
Andy Davidson*,Army,2016,INDEPENDENT,0.0,0.0,961.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8
Andy Isabella,Massachusetts,2016,INDEPENDENT,801.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Anderson,Marshall,2016,CUSA,16.0,0.0,339.0,2.0,0.0,0.0,0.28,0.2,21.39,14.97,0.0,0.0,46.4
Anthony Gargiulo*,Navy,2016,AMERICAN,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,1.15,0.98,0.0,0.0,16.0
Anthony Hawkins*,Colorado State,2016,MWC,27.0,1.0,81.0,0.0,0.0,0.0,2.15,1.63,1.43,1.09,0.0,0.0,
Anthony Jennings*,Louisiana,2016,SUN BELT,0.0,0.0,341.0,9.0,2178.0,11.0,0.0,0.0,28.74,21.84,92.83,70.55,
Anthony Jones,Florida International,2016,CUSA,89.0,0.0,562.0,4.0,0.0,0.0,1.64,1.15,28.26,19.78,0.0,0.0,
Anthony Lauro,Akron,2016,MAC,18.0,0.0,0.0,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,
Anthony Maddie,Northern Illinois,2016,MAC,9.0,0.0,558.0,7.0,1213.0,8.0,0.17,0.12,22.66,15.86,42.56,29.79,
Anthony Mahoungou,Purdue,2016,BIG TEN,99.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,
Anthony Miller*,Memphis,2016,AMERICAN,1434.0,14.0,69.0,1.0,0.0,0.0,38.71,32.9,3.83,3.26,0.0,0.0,24.5
Anthony Muse,New Mexico State,2016,SUN BELT,100.0,1.0,0.0,0.0,0.0,0.0,3.97,3.02,0.0,0.0,0.0,0.0,
Anthony Nash,Duke,2016,ACC,398.0,2.0,0.0,0.0,0.0,0.0,12.47,11.85,0.0,0.0,0.0,0.0,
Anthony Ratliff-Williams*,North Carolina,2016,ACC,21.0,0.0,-10.0,0.0,0.0,0.0,0.28,0.27,-0.26,-0.25,0.0,0.0,
Anthony Rice*,Central Michigan,2016,MAC,56.0,0.0,0.0,0.0,0.0,0.0,0.78,0.55,0.0,0.0,0.0,0.0,
Anthony Scott,East Carolina,2016,AMERICAN,164.0,3.0,384.0,2.0,0.0,0.0,7.81,6.64,19.78,16.81,0.0,0.0,
Anthony Sherrils,Missouri,2016,SEC,11.0,0.0,14.0,0.0,0.0,0.0,0.16,0.16,0.28,0.28,0.0,0.0,0.0
Anthony Taylor,Texas State,2016,SUN BELT,20.0,0.0,21.0,1.0,0.0,0.0,0.38,0.29,4.91,3.73,0.0,0.0,
Anthony Wales*,Western Kentucky,2016,CUSA,323.0,2.0,1621.0,27.0,0.0,0.0,5.81,4.07,69.64,48.75,0.0,0.0,
Anthony Wyche*,North Texas,2016,CUSA,31.0,0.0,67.0,0.0,0.0,0.0,0.57,0.4,1.93,1.35,0.0,0.0,
Anthony Young,Akron,2016,MAC,59.0,0.0,0.0,0.0,0.0,0.0,0.96,0.67,0.0,0.0,0.0,0.0,
Antoine Porter*,Eastern Michigan,2016,MAC,491.0,4.0,0.0,0.0,0.0,0.0,14.38,10.07,0.0,0.0,0.0,0.0,
Antonio Callaway*,Florida,2016,SEC,721.0,3.0,32.0,1.0,0.0,0.0,21.19,21.19,5.51,5.51,0.0,0.0,12.2
Antonio Williams*,Ohio State,2016,BIG TEN,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0
Anu Solomon,Arizona,2016,PAC 12,0.0,0.0,-52.0,0.0,462.0,1.0,0.0,0.0,-0.92,-0.87,14.66,13.93,0.0
Anu Somoye*,New Mexico,2016,MWC,37.0,1.0,0.0,0.0,0.0,0.0,5.88,4.47,0.0,0.0,0.0,0.0,
Ardarius Stewart*,Alabama,2016,SEC,864.0,8.0,68.0,0.0,36.0,0.0,29.08,29.08,0.93,0.93,0.57,0.57,
Aregeros Turner,Northern Illinois,2016,MAC,415.0,3.0,167.0,2.0,0.0,0.0,15.22,10.65,6.61,4.63,0.0,0.0,
Ari Werts,Georgia State,2016,SUN BELT,329.0,3.0,0.0,0.0,0.0,0.0,14.39,10.94,0.0,0.0,0.0,0.0,
Arion Worthman*,Air Force,2016,MWC,0.0,0.0,674.0,6.0,546.0,4.0,0.0,0.0,15.84,12.04,29.87,22.7,24.2
Arkeel Newsome,Connecticut,2016,AMERICAN,273.0,2.0,715.0,5.0,0.0,0.0,18.11,15.39,48.12,40.9,0.0,0.0,
Armand Shyne*,Utah,2016,PAC 12,6.0,0.0,373.0,4.0,0.0,0.0,0.11,0.1,14.7,13.96,0.0,0.0,32.9
Armanti Foreman,Texas,2016,BIG 12,420.0,3.0,0.0,0.0,0.0,0.0,14.09,13.39,0.0,0.0,0.0,0.0,
Armond Weh-Weh*,Arkansas State,2016,SUN BELT,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,3.44,2.61,0.0,0.0,0.0
Aron Taylor*,UTSA,2016,CUSA,34.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.0,0.0,0.0,0.0,
Art Pierce,Oregon State,2016,PAC 12,132.0,1.0,523.0,4.0,0.0,0.0,7.01,6.66,19.67,18.69,0.0,0.0,
Art Thompkins*,Toledo,2016,MAC,29.0,0.0,235.0,3.0,0.0,0.0,0.35,0.24,13.46,9.42,0.0,0.0,158.1
Artavis Scott*,Clemson,2016,ACC,614.0,5.0,11.0,0.0,0.0,0.0,11.68,11.1,0.22,0.21,0.0,0.0,42.5
Arthur Hart,Charlotte,2016,CUSA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0
Arthur Maulet*,Memphis,2016,AMERICAN,12.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,
Asauni Rufus,Nevada,2016,MWC,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0
Ashton Shumpert*,Mississippi State,2016,SEC,28.0,0.0,257.0,1.0,0.0,0.0,0.51,0.51,6.36,6.36,0.0,0.0,36.0
Auden Tate*,Florida State,2016,ACC,409.0,6.0,0.0,0.0,0.0,0.0,19.0,18.05,0.0,0.0,0.0,0.0,
Audie Omotosho,UCLA,2016,PAC 12,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,
Austin Allen*,Arkansas,2016,SEC,0.0,0.0,-126.0,2.0,3430.0,25.0,0.0,0.0,1.81,1.81,98.02,98.02,6.8
Austin Apodaca*,New Mexico,2016,MWC,0.0,0.0,181.0,2.0,654.0,5.0,0.0,0.0,4.07,3.09,46.27,35.17,43.6
Austin Appleby*,Florida,2016,SEC,0.0,0.0,-45.0,0.0,1447.0,10.0,0.0,0.0,-1.35,-1.35,53.57,53.57,0.0
Austin Cantrell*,Arkansas,2016,SEC,120.0,2.0,0.0,0.0,0.0,0.0,5.59,5.59,0.0,0.0,0.0,0.0,
Austin Carr*,Northwestern,2016,BIG TEN,1247.0,12.0,0.0,0.0,0.0,0.0,46.84,46.84,0.0,0.0,0.0,0.0,
Austin Carrow,Nevada,2016,MWC,11.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17,0.0,0.0,0.0,0.0,
Austin Conway*,Wyoming,2016,MWC,103.0,0.0,110.0,1.0,4.0,1.0,1.61,1.22,3.51,2.67,1.79,1.36,281.9
Austin Duke,Charlotte,2016,CUSA,803.0,4.0,40.0,0.0,0.0,0.0,29.12,20.38,0.94,0.66,0.0,0.0,4.7
Austin Hays*,Oklahoma State,2016,BIG 12,131.0,1.0,0.0,0.0,22.0,0.0,3.28,3.12,0.0,0.0,0.26,0.25,
Austin Kelly*,Iowa,2016,BIG TEN,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,
Austin Kendall*,Oklahoma,2016,BIG 12,0.0,0.0,8.0,0.0,143.0,2.0,0.0,0.0,0.13,0.12,4.06,3.86,100.0
Austin Macginnis*,Kentucky,2016,SEC,-10.0,0.0,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,0.0,0.0,0.0,
Austin Mack*,Ohio State,2016,BIG TEN,15.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,
Austin Maloney,Florida International,2016,CUSA,185.0,2.0,-6.0,0.0,0.0,0.0,8.66,6.06,-0.17,-0.12,0.0,0.0,
Austin McClellan*,Georgia Tech,2016,ACC,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,
Austin Moses,Kansas,2016,BIG 12,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,
Austin Parker,Duke,2016,ACC,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-0.33,-0.31,0.0,0.0,0.0
Austin Proehl*,North Carolina,2016,ACC,597.0,3.0,0.0,0.0,8.0,0.0,12.83,12.19,0.0,0.0,0.1,0.1,
Austin Ramesh*,Wisconsin,2016,BIG TEN,24.0,0.0,58.0,3.0,0.0,0.0,0.48,0.48,5.86,5.86,0.0,0.0,0.0
Austin Roberts,Illinois,2016,BIG TEN,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,
Austin Roberts,UCLA,2016,PAC 12,261.0,1.0,0.0,0.0,0.0,0.0,5.95,5.65,0.0,0.0,0.0,0.0,
Austin Rolfe,SMU,2016,AMERICAN,23.0,0.0,0.0,0.0,0.0,0.0,0.36,0.31,0.0,0.0,0.0,0.0,
Austin Stewart*,Central Michigan,2016,MAC,65.0,0.0,0.0,0.0,0.0,0.0,0.91,0.64,0.0,0.0,0.0,0.0,
Austin Vaughn,Louisiana-Monroe,2016,SUN BELT,1.0,0.0,268.0,2.0,0.0,0.0,0.02,0.02,10.92,8.3,0.0,0.0,
Austin Walter,Rice,2016,CUSA,73.0,2.0,343.0,4.0,0.0,0.0,7.66,5.36,17.11,11.98,0.0,0.0,24.0
Austin Wilson,Syracuse,2016,ACC,0.0,0.0,-7.0,0.0,116.0,0.0,0.0,0.0,-0.24,-0.23,1.5,1.42,200.0
Austin Wolf,Akron,2016,MAC,550.0,5.0,0.0,0.0,0.0,0.0,18.98,13.29,0.0,0.0,0.0,0.0,
Auston Anderson*,Northwestern,2016,BIG TEN,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,
Avery Edwards*,Maryland,2016,BIG TEN,23.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,
Avery Gragg*,Tulsa,2016,AMERICAN,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,
Avery Johnson*,Arkansas State,2016,SUN BELT,107.0,0.0,1.0,0.0,0.0,0.0,1.7,1.29,0.03,0.02,0.0,0.0,
Avery Reid*,Alabama,2016,SEC,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0
B.J. Emmons*,Alabama,2016,SEC,20.0,0.0,173.0,1.0,0.0,0.0,0.32,0.32,3.87,3.87,0.0,0.0,95.8
B.J. Johnson,Georgia Southern,2016,SUN BELT,600.0,3.0,0.0,0.0,0.0,0.0,27.6,20.98,0.0,0.0,0.0,0.0,
B.J. Smith*,Troy,2016,SUN BELT,39.0,0.0,161.0,0.0,0.0,0.0,0.58,0.44,3.66,2.78,0.0,0.0,53.3
Bailey Cate*,Old Dominion,2016,CUSA,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,
Bailey Gaither,San Jose State,2016,MWC,43.0,1.0,19.0,0.0,0.0,0.0,3.58,2.72,0.51,0.39,0.0,0.0,
Bailey McElwain*,Vanderbilt,2016,SEC,35.0,2.0,0.0,0.0,0.0,0.0,11.82,11.82,0.0,0.0,0.0,0.0,0.0
