merged_player_name,merged_player_name_clean,matched_dom_name,similarity
Reuben Droughns,Reuben Droughns,Shaun Draughn,0.6428571428571429
Jimmy Garoppolo,Jimmy Garoppolo,Jimmy Haywood,0.6428571428571429
Nelson Agholor,Nelson Agholor,Nelson Rosario,0.6428571428571429
Visanthe Shiancoe,Visanthe Shiancoe,Brian Shane,0.6428571428571429
Ernest Wilford,Ernest Wilford,Ernest Calhoun,0.6428571428571429
Kealoha Pilares,Kealoha Pilares,Kendal Briles,0.6428571428571429
Andrei Iosivas,Andrei Iosivas,Andre Jones,0.64
Yamon Figurs,Yamon Figurs,Cameron Birse,0.64
R. Jay Soward,R. Jay Soward,Jerry Howard,0.64
Levine Toilolo,Levine Toilolo,Melvin Hill,0.64
Mikel Leshoure,Mikel Leshoure,Mike Perish,0.64
Mareno Philyaw,Mareno Philyaw,Aaron Philo,0.64
Mario Urrutia,Mario Urrutia,Mario Craver,0.64
Jake Schifino,Jake Schifino,Jake Johnson,0.64
Bishop Sankey,Bishop Sankey,Bishop Louie,0.64
Ken-Yon Rambo,Ken-Yon Rambo,Kevonn Mabon,0.64
Airese Currie,Airese Currie,Jesse Ofurie,0.64
Bennie Joppru,Bennie Joppru,Bennie Coney,0.64
D.J. Hackett,D.J. Hackett,Aaron Hackett,0.64
Bear Pascoe,Bear Pascoe,Bernard Porter,0.64
C.J. Prosise,C.J. Prosise,A.J. Branisel,0.64
Herb Haygood,Herb Haygood,Caleb Hood,0.6363636363636364
Jeb Putzier,Jeb Putzier,Jake Peters,0.6363636363636364
T.J. Duckett,T.J. Duckett,E.J. Scott,0.6363636363636364
J.D. Runnels,J.D. Runnels,J.J. Jones,0.6363636363636364
Spergon Wynn,Spergon Wynn,Sean Flynn,0.6363636363636364
Lee Suggs,Lee Suggs,A.J. Suggs,0.631578947368421
Roy Helu,Roy Helu,Rodney Hall,0.631578947368421
Dorial Green-Beckham,Dorial Green-Beckham,Darian Green,0.625
Bob Slowikowski,Bob Slowikowski,Brad Sochowski,0.6206896551724138
Ryan D'Imperio,Ryan D'Imperio,Ryan Perrilloux,0.6206896551724138
Craphonso Thorpe,Craphonso Thorpe,Payton Thorne,0.6206896551724138
Sinorice Moss,Sinorice Moss,Jakairi Moses,0.6153846153846154
Tutu Atwell,Tutu Atwell,Hunter Cantwell,0.6153846153846154
Mardy Gilyard,Mardy Gilyard,Jadyn Glasser,0.6153846153846154
C.J. Fiedorowicz,C.J. Fiedorowicz,C.J. Brown,0.6153846153846154
Knowshon Moreno,Knowshon Moreno,John Mosure,0.6153846153846154
Ovie Mughelli,Ovie Mughelli,David Mullins,0.6153846153846154
LaRod Stephens-Howling,LaRod Stephens-Howling,Larry Stephens,0.6111111111111112
Owen Marecic,Owen Marecic,Owen McCown,0.6086956521739131
Moritz Boehringer,Moritz Boehringer,Brian Buehner,0.6
Rob Blanchflower,Rob Blanchflower,Robert Sanford,0.6
Doug Jolley,Doug Jolley,Tom Foley,0.6
Tim Euhus,Tim Euhus,Tim Russell,0.6
Madison Hedgecock,Madison Hedgecock,Harrison Beck,0.6
Fendi Onobun,Fendi Onobun,Freddie Johnson,0.5925925925925926
Lache Seastrunk,Lache Seastrunk,Lane Bearden,0.5925925925925926
Trung Canidate,Trung Canidate,Craig Candeto,0.5925925925925926
Tevita Ofahengaue,Tevita Ofahengaue,Tevita Ika,0.5925925925925926
LaDainian Tomlinson HOF,LaDainian Tomlinson HOF,Dino Tomlin,0.5882352941176471
Limas Sweed,Limas Sweed,Demarius Reed,0.5833333333333334
Fui Vakapuna,Fui Vakapuna,Ului Lapuaho,0.5833333333333334
Juaquin Iglesias,Juaquin Iglesias,DeJuan Williams,0.5806451612903226
P.K. Sam,P.K. Sam,J.J. Sparkman,0.5714285714285714
Plaxico Burress,Plaxico Burress,Patrick Byrne,0.5714285714285714
T.J. Houshmandzadeh,T.J. Houshmandzadeh,T.J. Hammonds,0.5625
Onomo Ojo,Onomo Ojo,Thomson Omboga,0.5217391304347826
