player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Feeley,Oregon,2000,PAC 12,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,1.53,1.45,
A.J. Suggs,Tennessee,2000,SEC,0.0,0.0,0.0,0.0,785.0,5.0,0.0,0.0,0.0,0.0,28.86,28.86,
Adam Frederick,Kent State,2000,MAC,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14,
Adam Hoover,Cincinnati,2000,CUSA,0.0,0.0,0.0,0.0,665.0,3.0,0.0,0.0,0.0,0.0,25.5,17.85,
Adam Kennybrew,Oregon,2000,PAC 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Albert Grundy,Buffalo,2000,MAC,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,
Alex Holmes,USC,2000,PAC 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andre Kendrick,Virginia Tech,2000,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andre Vige,Louisiana-Monroe,2000,INDEPENDENT,0.0,0.0,0.0,0.0,638.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Lecrone,Tulsa,2000,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Zow,Alabama,2000,SEC,0.0,0.0,0.0,0.0,1561.0,6.0,0.0,0.0,0.0,0.0,84.18,84.18,
Andy Chance,Louisiana-Monroe,2000,INDEPENDENT,0.0,0.0,0.0,0.0,1149.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Hall,Georgia Tech,2000,ACC,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.62,0.59,
Andy Jerdon,Akron,2000,MAC,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.32,-0.22,
Andy Mignery,Michigan,2000,BIG TEN,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,
Andy Sahm,Bowling Green,2000,MAC,0.0,0.0,0.0,0.0,1490.0,8.0,0.0,0.0,0.0,0.0,91.37,63.96,
Andy Shatley,Arkansas State,2000,OTHER,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Young,Wake Forest,2000,ACC,0.0,0.0,0.0,0.0,269.0,3.0,0.0,0.0,0.0,0.0,31.95,30.35,
Antwaan Randle El,Indiana,2000,BIG TEN,0.0,0.0,0.0,0.0,1783.0,10.0,0.0,0.0,0.0,0.0,92.38,92.38,
Antwon Black,North Carolina,2000,ACC,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,2.53,2.4,
Arnaz Battle,Notre Dame,2000,INDEPENDENT,0.0,0.0,0.0,0.0,173.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arnie Powell,East Carolina,2000,CUSA,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,3.05,2.13,
Arvin Richard,Alabama,2000,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Asad Abdul-Khaliq,Minnesota,2000,BIG TEN,0.0,0.0,0.0,0.0,676.0,7.0,0.0,0.0,0.0,0.0,30.58,30.58,
Aso Pogi,Oklahoma State,2000,BIG 12,0.0,0.0,0.0,0.0,1550.0,6.0,0.0,0.0,0.0,0.0,68.82,65.38,
Austin Herbert,North Carolina State,2000,ACC,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,3.04,2.89,
B.J. Rhode,Boise State,2000,OTHER,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
