player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Nastasi,West Virginia,2001,OTHER,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aaron Karas,Baylor,2001,BIG 12,0.0,0.0,0.0,0.0,526.0,5.0,0.0,0.0,0.0,0.0,30.37,28.85,
Aaron Leak,North Carolina,2001,ACC,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.42,0.4,
Adam Hall,San Diego State,2001,MWC,0.0,0.0,0.0,0.0,600.0,2.0,0.0,0.0,0.0,0.0,35.57,27.03,
Adam Hoover,Cincinnati,2001,CUSA,0.0,0.0,0.0,0.0,242.0,2.0,0.0,0.0,0.0,0.0,9.34,6.54,
Adam Smith,Duke,2001,ACC,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.59,0.56,
Adam Walterscheid,SMU,2001,OTHER,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adrian McPherson,Florida State,2001,ACC,0.0,0.0,0.0,0.0,198.0,2.0,0.0,0.0,0.0,0.0,7.22,6.86,
Andre Vige,Louisiana-Monroe,2001,SUN BELT,0.0,0.0,0.0,0.0,817.0,3.0,0.0,0.0,0.0,0.0,43.13,32.78,
Andrew Walter,Arizona State,2001,PAC 12,0.0,0.0,0.0,0.0,546.0,3.0,0.0,0.0,0.0,0.0,15.82,15.03,
Andrew Zow,Alabama,2001,SEC,0.0,0.0,0.0,0.0,654.0,6.0,0.0,0.0,0.0,0.0,34.99,34.99,
Andy Chance,Louisiana-Monroe,2001,SUN BELT,0.0,0.0,0.0,0.0,1054.0,4.0,0.0,0.0,0.0,0.0,56.57,42.99,
Andy Hall,Georgia Tech,2001,ACC,0.0,0.0,0.0,0.0,262.0,1.0,0.0,0.0,0.0,0.0,6.55,6.22,
Andy Roesch,Ball State,2001,MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Sahm,Bowling Green,2001,MAC,0.0,0.0,0.0,0.0,1326.0,11.0,0.0,0.0,0.0,0.0,53.97,37.78,
Anthony Young,Wake Forest,2001,ACC,0.0,0.0,0.0,0.0,216.0,2.0,0.0,0.0,0.0,0.0,20.11,19.1,
Antonio Carter,Alabama,2001,SEC,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.84,0.84,
Antwaan Randle El,Indiana,2001,BIG TEN,0.0,0.0,0.0,0.0,1664.0,9.0,0.0,0.0,0.0,0.0,90.61,90.61,
Antwone Savage,Oklahoma,2001,BIG 12,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,2.94,2.79,
Arnaz Battle,Notre Dame,2001,INDEPENDENT,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Asad Abdul-Khaliq,Minnesota,2001,BIG TEN,0.0,0.0,0.0,0.0,1393.0,12.0,0.0,0.0,0.0,0.0,62.53,62.53,
Ashantti Watson,Eastern Michigan,2001,MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aso Pogi,Oklahoma State,2001,BIG 12,0.0,0.0,0.0,0.0,1854.0,11.0,0.0,0.0,0.0,0.0,78.85,74.91,
Avon Cobourne,West Virginia,2001,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
B.J. Rhode,Boise State,2001,OTHER,0.0,0.0,0.0,0.0,227.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
B.J. Symons,Texas Tech,2001,BIG 12,0.0,0.0,0.0,0.0,160.0,2.0,0.0,0.0,0.0,0.0,5.86,5.57,
Ben Erdeljac,Duke,2001,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ben McDaniels,Kent State,2001,MAC,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.84,0.59,
Ben Roethlisberger,Miami (OH),2001,MAC,0.0,0.0,0.0,0.0,3105.0,25.0,0.0,0.0,0.0,0.0,98.74,69.12,
Benji Walker,Vanderbilt,2001,SEC,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,
Billy McMullen,Virginia,2001,ACC,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.11,
Bobby Garner,Southern Mississippi,2001,CUSA,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.05,2.13,
Bobby Pesavento,Colorado,2001,BIG 12,0.0,0.0,0.0,0.0,1234.0,8.0,0.0,0.0,0.0,0.0,51.64,49.06,
Brad Banks,Iowa,2001,BIG TEN,0.0,0.0,0.0,0.0,582.0,4.0,0.0,0.0,0.0,0.0,21.84,21.84,
Brad Lewis,West Virginia,2001,OTHER,0.0,0.0,0.0,0.0,1339.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bradlee Van Pelt,Colorado State,2001,MWC,0.0,0.0,0.0,0.0,1247.0,8.0,0.0,0.0,0.0,0.0,73.26,55.68,
Brandon Carey,Marshall,2001,MAC,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,3.07,2.15,
Brandon Doman,BYU,2001,MWC,0.0,0.0,0.0,0.0,3542.0,33.0,0.0,0.0,0.0,0.0,84.22,64.01,
Brandon Hance,Purdue,2001,BIG TEN,0.0,0.0,0.0,0.0,1529.0,8.0,0.0,0.0,0.0,0.0,70.4,70.4,
