player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A'Jon Vivens,Colorado State,2020,MWC,1.0,0.0,210.0,1.0,0.0,0.0,0.06,0.05,29.5,22.42,0.0,0.0,
A'Montae Spivey,Arkansas,2020,SEC,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0
A'varius Sparrow*,West Virginia,2020,BIG 12,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.37,0.35,0.0,0.0,
A.J. Abbott*,Wisconsin,2020,BIG TEN,12.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.0,0.0,
A.J. Davis,Pitt,2020,ACC,45.0,0.0,266.0,1.0,0.0,0.0,0.79,0.75,12.57,11.94,0.0,0.0,
A.J. Davis Jr.,Pitt,2020,ACC,45.0,0.0,266.0,1.0,0.0,0.0,0.79,0.75,12.57,11.94,0.0,0.0,
A.J. Henning,Michigan,2020,BIG TEN,59.0,0.0,15.0,0.0,0.0,0.0,1.96,1.96,0.95,0.95,0.0,0.0,192.6
A.T. Perry*,Wake Forest,2020,ACC,211.0,1.0,0.0,0.0,0.0,0.0,7.74,7.35,0.0,0.0,0.0,0.0,
AJ Howard Jr.*,Army,2020,INDEPENDENT,6.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AJ Lewis,Troy,2020,SUN BELT,18.0,2.0,0.0,0.0,0.0,0.0,4.83,3.67,0.0,0.0,0.0,0.0,
AJ Mayer,Miami (OH),2020,MAC,0.0,0.0,1.0,0.0,328.0,4.0,0.0,0.0,0.13,0.09,47.94,33.56,
AJ Phillips,South Alabama,2020,SUN BELT,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.83,1.39,0.0,0.0,
Aaron Allen*,Louisiana Tech,2020,CUSA,0.0,0.0,-10.0,0.0,602.0,4.0,0.0,0.0,-0.5,-0.35,23.42,16.39,
Aaron Cephus*,Hawaii,2020,MWC,29.0,0.0,0.0,0.0,0.0,0.0,0.7,0.53,0.0,0.0,0.0,0.0,
Aaron Hackett,Syracuse,2020,ACC,63.0,2.0,0.0,0.0,0.0,0.0,8.32,7.9,0.0,0.0,0.0,0.0,
Aaron Jackson,Eastern Michigan,2020,MAC,23.0,0.0,0.0,0.0,0.0,0.0,0.69,0.48,0.0,0.0,0.0,0.0,
Aaron Jarman,Temple,2020,AMERICAN,22.0,2.0,0.0,0.0,0.0,0.0,9.84,8.36,0.0,0.0,0.0,0.0,
Aaron McAllister,Charlotte,2020,CUSA,90.0,1.0,254.0,3.0,0.0,0.0,8.37,5.86,27.31,19.12,0.0,0.0,78.8
Aaron Young,Rutgers,2020,BIG TEN,100.0,0.0,96.0,1.0,0.0,0.0,2.79,2.79,7.59,7.59,0.0,0.0,23.3
Aaron Young*,Florida Atlantic,2020,CUSA,68.0,1.0,0.0,0.0,0.0,0.0,8.87,6.21,0.0,0.0,0.0,0.0,
Adam Cousins,UTEP,2020,CUSA,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.15,0.0,0.0,0.0,0.0,
Adam Korsak,Rutgers,2020,BIG TEN,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0
Adam Krumholz*,Wisconsin,2020,BIG TEN,47.0,0.0,-8.0,0.0,0.0,0.0,1.85,1.85,-0.35,-0.35,0.0,0.0,0.0
Adam Luehrman,Ohio,2020,MAC,44.0,0.0,0.0,0.0,0.0,0.0,5.02,3.51,0.0,0.0,0.0,0.0,
Adam Mehelic,Miami (OH),2020,MAC,19.0,0.0,0.0,0.0,0.0,0.0,1.33,0.93,0.0,0.0,0.0,0.0,
Adam Prentice,South Carolina,2020,SEC,13.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,
Adonicas Sanders,Georgia Tech,2020,ACC,223.0,1.0,0.0,0.0,0.0,0.0,9.17,8.71,0.0,0.0,0.0,0.0,
Adrian Hardy*,Louisiana Tech,2020,CUSA,440.0,4.0,0.0,0.0,0.0,0.0,19.68,13.78,0.0,0.0,0.0,0.0,
Adrian Martinez,Nebraska,2020,BIG TEN,0.0,0.0,521.0,7.0,1055.0,4.0,0.0,0.0,39.5,39.5,74.68,74.68,40.2
Ahmani Marshall*,Wake Forest,2020,ACC,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.61,0.58,0.0,0.0,
Ahmarean Brown,Georgia Tech,2020,ACC,183.0,1.0,-1.0,1.0,9.0,1.0,8.17,7.76,2.75,2.61,3.8,3.61,
Aidan Bitter*,Iowa State,2020,BIG 12,38.0,0.0,0.0,0.0,0.0,0.0,0.66,0.63,0.0,0.0,0.0,0.0,
Aidan O'Connell,Purdue,2020,BIG TEN,0.0,0.0,-64.0,0.0,916.0,7.0,0.0,0.0,-6.49,-6.49,48.04,48.04,0.0
Aidan Robbins,Louisville,2020,ACC,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.0,0.0,48.0
Ainias Smith*,Texas A&M,2020,SEC,564.0,6.0,293.0,4.0,0.0,0.0,27.05,27.05,16.66,16.66,0.0,0.0,92.5
