player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,Shuttle1,Three Cone1,YPC1,YCO/A1,MTF/A1,Break%1,YPR1,Rec Yards1,Y/RR1,YAC/R1,aDOT1,CTPRR1,UCTPRR1,Drop Rate1,CC%1,Wide%1,Slot%1,Comp%1,ADJ%1,BTT%1,TWP%1,DAA1,YPA1,EPA/P1,aYPTPA1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,Shuttle2,Three Cone2,YPC2,YCO/A2,MTF/A2,Break%2,YPR2,Rec Yards2,Y/RR2,YAC/R2,aDOT2,CTPRR2,UCTPRR2,Drop Rate2,CC%2,Wide%2,Slot%2,Comp%2,ADJ%2,BTT%2,TWP%2,DAA2,YPA2,EPA/P2,aYPTPA2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,Shuttle3,Three Cone3,YPC3,YCO/A3,MTF/A3,Break%3,YPR3,Rec Yards3,Y/RR3,YAC/R3,aDOT3,CTPRR3,UCTPRR3,Drop Rate3,CC%3,Wide%3,Slot%3,Comp%3,ADJ%3,BTT%3,TWP%3,DAA3,YPA3,EPA/P3,aYPTPA3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,Shuttle4,Three Cone4,YPC4,YCO/A4,MTF/A4,Break%4,YPR4,Rec Yards4,Y/RR4,YAC/R4,aDOT4,CTPRR4,UCTPRR4,Drop Rate4,CC%4,Wide%4,Slot%4,Comp%4,ADJ%4,BTT%4,TWP%4,DAA4,YPA4,EPA/P4,aYPTPA4,birthday_parsed,birthdate_source_url
Darrynton Evans,RB,3.0,1998-07-09,20.15,2016.0,18.15,0.047,0.035,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,18.15,0.007,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,20.15,0.036,0.027,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,20.15,0.369,0.281,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-07-09,https://www.pro-football-reference.com/players/E/EvanDa02.htm
Darwin Thompson,RB,6.0,1997-02-12,21.55,2018.0,21.55,0.077,0.059,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,21.55,0.355,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-12,https://www.pro-football-reference.com/players/T/ThomDa06.htm
Daryl Jones,WR,7.0,1979-02-02,,2000.0,21.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,22.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,22.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,27.58,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-02-02,https://www.pro-football-reference.com/players/J/JoneDa02.htm
Daryl Richardson,RB,7.0,1990-04-12,,2016.0,26.39,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,27.39,0.044,0.033,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-04-12,https://www.pro-football-reference.com/players/R/RichDa00.htm
Dauntae' Finger,TE,7.0,1997-04-05,,2000.0,3.41,0.006,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-04-05,
Daurice Fountain,WR,5.0,1995-12-22,,2019.0,23.69,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,25.69,0.004,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,26.69,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,27.69,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-12-22,https://www.pro-football-reference.com/players/F/FounDa00.htm
Davante Adams,WR,2.0,1992-12-24,19.69,2012.0,19.69,0.339,0.258,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,20.69,0.407,0.31,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-24,https://www.pro-football-reference.com/players/A/AdamDa01.htm
Dave Ragone,QB,3.0,1979-10-03,20.91,2000.0,20.91,0.156,0.109,0.964,0.675,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,20.91,0.0,0.0,0.964,0.675,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,21.91,0.076,0.053,0.99,0.693,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,22.91,0.042,0.029,0.969,0.678,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-10-03,https://www.pro-football-reference.com/players/R/RagoDa00.htm
Dave Stachelski,TE,5.0,1977-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-03-01,https://www.pro-football-reference.com/players/S/StacDa00.htm
David Anderson,WR,7.0,1983-07-28,20.1,2002.0,19.1,0.068,0.052,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,20.1,0.405,0.308,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,21.1,0.23,0.175,0.039,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,22.1,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-07-28,https://www.pro-football-reference.com/players/A/AndeDa01.htm
David Ausberry,WR,7.0,1987-09-25,,2007.0,19.93,0.071,0.043,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,20.94,0.026,0.016,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,21.94,0.021,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,22.93,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-09-25,https://www.pro-football-reference.com/players/A/AusbDa00.htm
David Bell,WR,3.0,2000-12-14,18.71,2019.0,18.71,0.019,0.019,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,18.71,0.26,0.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,19.72,0.435,0.435,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,20.71,0.225,0.225,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-12-14,https://www.pro-football-reference.com/players/B/BellDa02.htm
David Carr,QB,1.0,1979-07-21,,2000.0,21.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,22.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-07-21,https://www.pro-football-reference.com/players/C/CarrDa00.htm
David Clowney,WR,5.0,1985-07-07,20.15,2003.0,18.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,19.15,0.096,0.091,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,20.15,0.208,0.198,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,21.15,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-07-07,https://www.pro-football-reference.com/players/C/ClowDa00.htm
David Cobb,RB,5.0,1993-06-03,20.25,2011.0,18.25,0.016,0.016,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,19.25,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,19.25,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,20.25,0.604,0.604,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-06-03,https://www.pro-football-reference.com/players/C/CobbDa00.htm
David Fales,QB,6.0,1990-10-04,22.91,2012.0,21.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,22.91,0.03,0.023,0.976,0.742,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-10-04,https://www.pro-football-reference.com/players/F/FaleDa00.htm
David Garrard,QB,4.0,1978-02-14,22.55,2000.0,22.55,0.191,0.134,0.924,0.647,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,23.55,0.241,0.169,0.91,0.637,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-02-14,https://www.pro-football-reference.com/players/G/GarrDa00.htm
David Gettis,WR,6.0,1987-08-27,22.02,2006.0,19.01,0.033,0.032,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,20.01,0.062,0.059,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,21.02,0.09,0.086,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,22.02,0.231,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-08-27,https://www.pro-football-reference.com/players/G/GettDa00.htm
David Givens,WR,7.0,1980-08-16,,2000.0,20.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,20.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-08-16,https://www.pro-football-reference.com/players/G/GiveDa00.htm
David Greene,QB,3.0,1921-02-22,80.52,2001.0,80.52,0.001,0.001,0.916,0.916,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,80.52,0.033,0.033,0.916,0.916,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,81.52,0.028,0.028,0.818,0.818,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,82.52,0.01,0.01,0.946,0.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921-02-22,https://en.wikipedia.org/wiki/David_Greene_(director)
David Johnson,TE,3.0,1987-08-26,,2005.0,18.02,0.004,0.003,0.062,0.044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,19.02,0.12,0.091,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,19.02,0.033,0.023,0.062,0.043,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,20.02,0.135,0.103,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-08-26,https://www.pro-football-reference.com/players/J/JohnDa05.htm
David Johnson,RB,3.0,1987-08-26,,2005.0,18.02,0.004,0.003,0.062,0.044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,19.02,0.12,0.091,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,19.02,0.033,0.023,0.062,0.043,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,20.02,0.135,0.103,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-08-26,https://www.pro-football-reference.com/players/J/JohnDa05.htm
David Kircus,WR,6.0,1980-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-02-19,https://www.pro-football-reference.com/players/K/KircDa00.htm
David Kirtman,RB,5.0,1983-02-12,,2003.0,20.55,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,20.55,0.004,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,21.55,0.037,0.022,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,22.55,0.019,0.011,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-02-12,https://www.pro-football-reference.com/players/K/KirtDa00.htm
David Martin,TE,6.0,1979-03-13,,2000.0,21.47,0.133,0.133,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-03-13,https://www.pro-football-reference.com/players/M/MartDa00.htm
David Montgomery,RB,3.0,1997-06-07,20.24,2016.0,19.24,0.138,0.131,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,19.24,0.021,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,20.24,0.042,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,20.24,0.365,0.347,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-06-07,https://www.pro-football-reference.com/players/M/MontDa01.htm
David Moore,WR,7.0,1995-01-15,,2017.0,22.63,0.005,0.005,0.02,0.017,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,24.63,0.026,0.018,0.293,0.205,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-01-15,https://www.pro-football-reference.com/players/M/MoorDa03.htm
David Morgan,TE,6.0,1993-05-19,22.29,2013.0,20.29,0.012,0.008,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,21.29,0.132,0.092,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,22.29,0.269,0.188,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-05-19,https://www.pro-football-reference.com/players/M/MorgDa01.htm
David Njoku,TE,1.0,1996-07-10,20.15,2015.0,19.14,0.078,0.074,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,20.15,0.246,0.234,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-07-10,https://www.pro-football-reference.com/players/N/NjokDa00.htm
David Paulson,TE,7.0,1989-02-22,,2009.0,20.52,0.039,0.024,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,21.52,0.13,0.078,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,22.52,0.147,0.14,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-02-22,https://www.pro-football-reference.com/players/P/PaulDa01.htm
David Reed,WR,5.0,1987-03-22,22.45,2008.0,21.45,0.171,0.13,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,21.45,0.02,0.015,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,22.45,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,22.45,0.331,0.251,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-03-22,https://www.pro-football-reference.com/players/R/ReedDa00.htm
David Terrell,WR,1.0,1975-07-08,25.15,2000.0,25.15,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,25.15,0.471,0.471,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975-07-08,https://www.pro-football-reference.com/players/T/TerrDa21.htm
David Thomas,TE,3.0,1983-07-05,21.16,2002.0,19.16,0.055,0.052,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,20.16,0.109,0.104,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,21.16,0.317,0.301,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,22.16,0.196,0.186,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-07-05,https://www.pro-football-reference.com/players/T/ThomDa02.htm
David Tyree,WR,6.0,1980-01-03,,2000.0,20.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,21.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,22.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,22.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-01-03,https://www.pro-football-reference.com/players/T/TyreDa00.htm
David Williams,RB,7.0,1994-06-17,,2002.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,20.21,0.071,0.071,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,20.21,0.013,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,21.21,0.06,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-06-17,https://www.pro-football-reference.com/players/W/WillDa011.htm
David Wilson,RB,1.0,1991-06-15,18.21,2009.0,18.21,0.213,0.202,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,19.21,0.213,0.202,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,19.21,0.124,0.118,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,20.21,0.044,0.042,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-15,https://www.pro-football-reference.com/players/W/WilsDa01.htm
Davis Allen,TE,5.0,2001-02-03,,2019.0,18.57,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,19.58,0.094,0.089,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,20.57,0.167,0.159,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,21.57,0.172,0.164,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-03,https://www.pro-football-reference.com/players/A/AlleDa02.htm
Davis Mills,QB,3.0,1998-10-21,20.86,2018.0,19.86,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,20.86,0.007,0.007,0.617,0.586,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,20.86,0.029,0.028,0.617,0.586,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,21.86,0.225,0.214,0.937,0.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10-21,https://www.pro-football-reference.com/players/M/MillDa02.htm
Davis Webb,QB,3.0,1995-01-22,18.61,2013.0,18.61,-0.001,-0.001,0.552,0.524,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,19.61,0.014,0.014,0.601,0.571,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,19.61,-0.001,-0.001,0.601,0.571,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,20.61,0.026,0.025,0.055,0.053,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-01-22,https://www.pro-football-reference.com/players/W/WebbDa00.htm
Davon Drew,TE,5.0,1985-12-09,22.73,2006.0,20.73,0.146,0.102,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,21.73,0.085,0.059,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,22.73,0.216,0.151,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-12-09,https://en.wikipedia.org/wiki/Davon_Drew
Dawson Knox,TE,3.0,1996-11-14,,2017.0,20.8,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,21.8,0.034,0.034,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-11-14,https://www.pro-football-reference.com/players/K/KnoxDa00.htm
Dax Milne,WR,7.0,1999-06-23,,2018.0,19.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,19.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,20.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,20.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-06-23,https://www.pro-football-reference.com/players/M/MilnDa00.htm
Dazz Newsome,WR,6.0,1999-05-15,,2017.0,18.3,0.042,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,18.3,0.01,0.009,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,19.3,0.164,0.156,0.008,0.007,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,19.3,0.053,0.051,0.008,0.007,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-15,https://www.pro-football-reference.com/players/N/NewsDa00.htm
De'Angelo Henderson,RB,6.0,1992-11-24,,2022.0,29.77,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,31.77,0.013,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-24,https://www.pro-football-reference.com/players/H/HendDe01.htm
De'Anthony Thomas,RB,4.0,1993-01-05,18.65,2011.0,18.65,0.212,0.201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,18.65,0.185,0.176,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,19.66,0.148,0.141,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,19.66,0.279,0.265,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-01-05,https://www.pro-football-reference.com/players/T/ThomDe05.htm
De'Von Achane,RB,3.0,2001-10-13,19.89,2020.0,18.89,0.178,0.178,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,18.89,0.046,0.046,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,19.89,0.078,0.078,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,19.89,0.419,0.419,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-13,https://www.pro-football-reference.com/players/A/AchaDe00.htm
