player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A'Darius Purifoy*,Appalachian State,2017,SUN BELT,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,
A.J. Brown,Ole Miss,2017,SEC,1252.0,11.0,0.0,0.0,0.0,0.0,35.53,35.53,0.0,0.0,0.0,0.0,
A.J. Coney*,Akron,2017,MAC,551.0,3.0,0.0,0.0,0.0,0.0,15.59,10.91,0.0,0.0,0.0,0.0,
A.J. Davis,Pitt,2017,ACC,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,3.5,3.32,0.0,0.0,
A.J. Davis Jr.,Pitt,2017,ACC,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,3.5,3.32,0.0,0.0,
A.J. Epenesa*,Iowa,2017,BIG TEN,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,
A.J. Erdely*,UAB,2017,CUSA,3.0,0.0,326.0,13.0,2331.0,16.0,0.06,0.04,30.92,21.64,99.66,69.76,
A.J. Ouellette*,Ohio,2017,MAC,97.0,1.0,1006.0,7.0,0.0,0.0,4.48,3.14,23.81,16.67,0.0,0.0,24.0
A.J. Richardson*,Boise State,2017,MWC,494.0,2.0,0.0,0.0,0.0,0.0,10.56,8.03,0.0,0.0,0.0,0.0,
A.J. Taylor*,Wisconsin,2017,BIG TEN,475.0,5.0,26.0,0.0,0.0,0.0,18.83,18.83,0.42,0.42,0.0,0.0,15.3
A.J. Turner*,South Carolina,2017,SEC,117.0,0.0,531.0,3.0,0.0,0.0,2.09,2.09,25.98,25.98,0.0,0.0,
AJ Bush*,Virginia Tech,2017,ACC,0.0,0.0,129.0,0.0,99.0,1.0,0.0,0.0,2.86,2.72,3.97,3.77,
AJ Dillon*,Boston College,2017,ACC,0.0,0.0,1589.0,14.0,0.0,0.0,0.0,0.0,56.9,54.05,0.0,0.0,83.0
Aaren Vaughns*,Utah State,2017,MWC,155.0,0.0,99.0,1.0,29.0,1.0,2.64,2.01,4.31,3.28,3.43,2.61,128.9
Aaron Brewer,Texas State,2017,SUN BELT,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17,0.0,0.0,2600.0
Aaron Cephus,Rice,2017,CUSA,622.0,5.0,0.0,0.0,0.0,0.0,59.56,41.69,0.0,0.0,0.0,0.0,
Aaron Duckworth,Idaho,2017,SUN BELT,193.0,0.0,1025.0,4.0,0.0,0.0,3.58,2.72,54.28,41.25,0.0,0.0,45.9
Aaron Fuller*,Washington,2017,PAC 12,291.0,1.0,0.0,0.0,0.0,0.0,7.67,7.29,0.0,0.0,0.0,0.0,
