player_name,Year1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Year2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Year3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Year4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4
A'Darius Purifoy,2017.0,0.04,0.03,0.0,0.0,0.0,0.0,2018.0,0.5,0.38,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
A'Jon Vivens,2020.0,0.06,0.05,0.0,0.0,29.5,22.42,2021.0,1.21,0.92,0.0,0.0,8.22,6.25,2022.0,0.55,0.42,0.0,0.0,4.87,3.7,,,,,,,
A'Marion Peterson,2023.0,0.0,0.0,0.0,0.0,0.4,0.38,2024.0,0.17,0.17,0.0,0.0,4.22,4.22,,,,,,,,,,,,,,
A'Montae Spivey,2019.0,0.0,0.0,0.0,0.0,0.68,0.68,2020.0,0.0,0.0,0.0,0.0,0.36,0.36,,,,,,,,,,,,,,
A'varius Sparrow,2020.0,0.0,0.0,0.0,0.0,0.37,0.35,2021.0,0.0,0.0,0.0,0.0,2.76,2.62,2022.0,0.67,0.47,0.0,0.0,0.64,0.45,,,,,,,
A.D. Miller,2016.0,4.08,3.88,0.0,0.0,0.0,0.0,2018.0,3.16,3.0,0.0,0.0,0.0,0.0,2019.0,1.42,1.35,0.0,0.0,0.0,0.0,,,,,,,
A.J. Abbott,2020.0,0.47,0.47,0.0,0.0,0.0,0.0,2021.0,0.17,0.17,0.0,0.0,0.0,0.0,2022.0,6.53,4.57,0.0,0.0,0.0,0.0,,,,,,,
A.J. Alexander,2016.0,0.49,0.49,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Bennett,2003.0,0.0,0.0,6.79,4.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Blue,2009.0,0.0,0.0,0.53,0.5,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,0.0,0.0,0.32,0.3,0.0,0.0,,,,,,,
A.J. Branisel,2016.0,13.52,9.46,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Brown,2016.0,9.15,9.15,0.0,0.0,0.0,0.0,2017.0,35.53,35.53,0.0,0.0,0.0,0.0,2018.0,30.16,30.16,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.04,0.03
A.J. Bryant,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Carter,2018.0,0.0,0.0,0.0,0.0,0.25,0.24,2019.0,0.39,0.37,0.0,0.0,1.56,1.48,,,,,,,,,,,,,,
A.J. Cole III,2015.0,0.0,0.0,0.16,0.15,0.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.02,0.02,,,,,,,,,,,,,,
A.J. Coney,2016.0,4.82,3.37,0.0,0.0,0.0,0.0,2017.0,15.59,10.91,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
A.J. Davis,2017.0,0.0,0.0,0.0,0.0,3.5,3.32,2018.0,0.43,0.41,0.0,0.0,2.1,2.0,2019.0,3.95,3.75,0.0,0.0,35.28,33.52,2020.0,0.79,0.75,0.0,0.0,12.57,11.94
A.J. Davis Jr.,2017.0,0.0,0.0,0.0,0.0,3.5,3.32,2018.0,0.43,0.41,0.0,0.0,2.1,2.0,2019.0,3.95,3.75,0.0,0.0,35.28,33.52,2020.0,0.79,0.75,0.0,0.0,12.57,11.94
A.J. Derby,2011.0,0.0,0.0,0.49,0.49,0.0,0.0,2013.0,0.0,0.0,8.33,8.33,0.0,0.0,,,,,,,,,,,,,,
A.J. Doyle,2012.0,0.0,0.0,25.93,18.15,0.0,0.0,2013.0,0.0,0.0,67.27,47.09,0.0,0.0,,,,,,,,,,,,,,
A.J. Epenesa,2017.0,0.3,0.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Erdely,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,0.06,0.04,99.66,69.76,30.92,21.64,2018.0,0.0,0.0,46.33,32.43,12.37,8.66,,,,,,,
A.J. Feeley,2000.0,0.0,0.0,1.53,1.45,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Gates,2021.0,0.0,0.0,0.0,0.0,0.51,0.36,2022.0,0.0,0.0,0.0,0.0,0.21,0.15,,,,,,,,,,,,,,
A.J. Graham,2010.0,0.0,0.0,1.82,1.27,0.0,0.0,2011.0,0.0,0.0,28.78,20.15,0.0,0.0,,,,,,,,,,,,,,
A.J. Green,2019.0,0.0,0.0,0.0,0.0,0.03,0.03,,,,,,,,,,,,,,,,,,,,,
A.J. Guyton,2009.0,0.0,0.0,3.04,2.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Harris,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Henning,2020.0,1.96,1.96,0.0,0.0,0.95,0.95,2021.0,1.23,1.23,0.0,0.0,5.26,5.26,2022.0,0.97,0.97,0.0,0.0,0.13,0.13,2023.0,17.96,17.96,0.0,0.0,7.72,7.72
A.J. Highsmith,2009.0,0.0,0.0,2.78,2.64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Hughes,2014.0,0.0,0.0,0.18,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Krawczyk,2016.0,-0.06,-0.05,0.0,0.0,-0.3,-0.23,,,,,,,,,,,,,,,,,,,,,
A.J. McCarron,2010.0,0.0,0.0,11.98,11.98,0.0,0.0,2011.0,0.0,0.0,97.09,97.09,0.0,0.0,2012.0,0.0,0.0,96.44,96.44,0.0,0.0,2013.0,0.0,0.0,94.08,94.08,0.0,0.0
A.J. Nastasi,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Ouellette,2016.0,0.0,0.0,0.0,0.0,0.96,0.67,2017.0,4.48,3.14,0.0,0.0,23.81,16.67,2018.0,7.92,5.54,0.0,0.0,34.42,24.09,,,,,,,
A.J. Richardson,2016.0,2.33,1.77,0.0,0.0,0.0,0.0,2017.0,10.56,8.03,0.0,0.0,0.0,0.0,2018.0,23.77,18.07,0.0,0.0,0.0,0.0,,,,,,,
A.J. Schurr,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
A.J. Suggs,2000.0,0.0,0.0,28.86,28.86,0.0,0.0,2002.0,0.0,0.0,80.85,76.81,0.0,0.0,2003.0,0.0,0.0,11.76,11.17,0.0,0.0,,,,,,,
A.J. Taylor,2016.0,1.06,1.06,0.0,0.0,0.33,0.33,2017.0,18.83,18.83,0.0,0.0,0.42,0.42,2018.0,20.6,20.6,0.0,0.0,0.0,0.0,2019.0,10.32,10.32,0.0,0.0,0.52,0.52
A.J. Toney,2022.0,0.67,0.47,0.0,0.0,0.0,0.0,2023.0,0.11,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
A.J. Turner,2016.0,6.75,6.75,0.0,0.0,21.72,21.72,2017.0,2.09,2.09,0.0,0.0,25.98,25.98,2018.0,4.18,4.18,0.0,0.0,14.04,14.04,2019.0,0.0,0.0,0.0,0.0,0.39,0.39
A.J. Westendorp,2011.0,0.0,0.0,0.06,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
A.J. Whitmore,2007.0,0.0,0.0,0.16,0.11,0.0,0.0,2008.0,0.0,0.0,0.34,0.24,0.0,0.0,2009.0,0.0,0.0,3.37,2.36,0.0,0.0,,,,,,,
A.T. Perry,2019.0,2.44,2.32,0.0,0.0,0.0,0.0,2020.0,7.74,7.35,0.0,0.0,0.0,0.0,2021.0,34.26,32.55,0.0,0.0,0.0,0.0,2022.0,26.3,24.98,0.0,0.0,0.0,0.0
AJ Barner,2021.0,9.4,9.4,0.0,0.0,0.0,0.0,2022.0,13.19,13.19,0.0,0.0,0.0,0.0,2023.0,5.97,5.97,0.0,0.0,0.0,0.0,,,,,,,
AJ Bianco,2023.0,0.0,0.0,47.94,36.43,9.68,7.36,2024.0,0.0,0.0,5.76,4.38,0.16,0.12,,,,,,,,,,,,,,
AJ Bush,2017.0,0.0,0.0,3.97,3.77,2.86,2.72,2018.0,0.0,0.0,65.54,65.54,28.48,28.48,,,,,,,,,,,,,,
AJ Dillon,2017.0,0.0,0.0,0.0,0.0,56.9,54.05,2018.0,2.79,2.65,0.0,0.0,46.14,43.83,2019.0,6.76,6.42,0.0,0.0,51.43,48.86,,,,,,,
AJ Duffy,2022.0,0.0,0.0,2.16,2.05,0.09,0.09,2023.0,0.0,0.0,0.0,0.0,0.12,0.11,,,,,,,,,,,,,,
AJ Green,2021.0,3.78,3.78,0.0,0.0,5.73,5.73,2022.0,1.23,1.23,0.0,0.0,12.28,12.28,2023.0,2.83,2.83,0.0,0.0,20.46,20.46,,,,,,,
AJ Hairston,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
AJ Howard Jr.,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
AJ Jones,2023.0,0.34,0.32,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
AJ Lewis,2019.0,5.97,4.54,0.0,0.0,0.0,0.0,2020.0,4.83,3.67,0.0,0.0,0.0,0.0,2021.0,1.05,0.8,0.0,0.0,0.0,0.0,,,,,,,
AJ Mayer,2019.0,0.0,0.0,0.0,0.0,-0.3,-0.21,2020.0,0.0,0.0,47.94,33.56,0.13,0.09,2021.0,0.0,0.0,22.45,15.71,4.86,3.4,2022.0,0.0,0.0,10.19,7.74,14.24,10.82
AJ Newberry,2023.0,0.0,0.0,0.0,0.0,4.2,4.2,2024.0,7.65,7.65,0.0,0.0,13.42,13.42,,,,,,,,,,,,,,
AJ Padgett,2022.0,0.0,0.0,21.34,14.94,0.38,0.27,2023.0,0.0,0.0,24.78,21.06,5.25,4.46,,,,,,,,,,,,,,
AJ Phillips,2020.0,0.0,0.0,0.0,0.0,1.83,1.39,2021.0,0.1,0.08,0.0,0.0,9.5,7.22,,,,,,,,,,,,,,
AJ Swann,2022.0,0.0,0.0,51.06,51.06,-1.98,-1.98,2023.0,0.0,0.0,53.23,53.23,5.7,5.7,2024.0,0.0,0.0,0.12,0.12,0.0,0.0,,,,,,,
AJ Vongphachanh,2022.0,0.24,0.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
AJ Williams,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,0.0,0.0,0.0,0.0,0.11,0.09,,,,,,,,,,,,,,
Aaren Vaughns,2017.0,2.64,2.01,3.43,2.61,4.31,3.28,2018.0,15.41,11.71,0.0,0.0,1.88,1.43,,,,,,,,,,,,,,
Aaron Alexander,2002.0,0.0,0.0,2.89,2.89,0.0,0.0,2003.0,0.0,0.0,0.31,0.31,0.0,0.0,2004.0,0.0,0.0,3.76,3.76,0.0,0.0,,,,,,,
Aaron Allen,2018.0,0.0,0.0,3.85,2.7,-0.18,-0.13,2019.0,0.0,0.0,13.53,9.47,0.07,0.05,2020.0,0.0,0.0,23.42,16.39,-0.5,-0.35,2021.0,0.0,0.0,14.38,10.07,-0.21,-0.15
Aaron Anderson,2023.0,0.67,0.67,0.0,0.0,0.0,0.0,2024.0,19.41,19.41,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Aaron Bailey,2013.0,0.0,0.0,2.23,2.23,0.0,0.0,2014.0,0.0,0.0,3.82,3.82,0.0,0.0,,,,,,,,,,,,,,
Aaron Banks,2015.0,0.0,0.0,0.07,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Bates,2009.0,0.0,0.0,0.26,0.26,0.0,0.0,2010.0,0.0,0.0,2.99,2.99,0.0,0.0,,,,,,,,,,,,,,
Aaron Bedgood,2019.0,3.98,3.02,0.0,0.0,1.28,0.97,2021.0,4.03,3.06,0.0,0.0,0.07,0.05,2022.0,0.0,0.0,0.0,0.0,3.36,2.55,2023.0,6.94,4.86,0.0,0.0,10.57,7.4
Aaron Bradley,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Brewer,2017.0,0.0,0.0,0.0,0.0,0.22,0.17,,,,,,,,,,,,,,,,,,,,,
Aaron Cephus,2017.0,59.56,41.69,0.0,0.0,0.0,0.0,2018.0,31.66,22.16,0.0,0.0,0.0,0.0,2020.0,0.7,0.53,0.0,0.0,0.0,0.0,2021.0,3.81,2.9,0.0,0.0,0.0,0.0
Aaron Corp,2008.0,0.0,0.0,0.21,0.2,0.0,0.0,2009.0,0.0,0.0,5.81,5.52,0.0,0.0,,,,,,,,,,,,,,
Aaron Duckworth,2016.0,3.56,2.71,0.0,0.0,27.91,21.21,2017.0,3.58,2.72,0.0,0.0,54.28,41.25,,,,,,,,,,,,,,
Aaron Dumas,2021.0,0.0,0.0,0.0,0.0,42.63,32.4,,,,,,,,,,,,,,,,,,,,,
Aaron Fuller,2016.0,4.67,4.44,0.0,0.0,0.07,0.07,2017.0,7.67,7.29,0.0,0.0,0.0,0.0,2018.0,23.62,22.44,2.96,2.81,0.0,0.0,2019.0,23.59,22.41,0.0,0.0,0.0,0.0
Aaron Greene,2022.0,0.11,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Hackett,2018.0,2.9,2.76,0.0,0.0,0.0,0.0,2019.0,16.59,15.76,0.0,0.0,0.08,0.08,2020.0,8.32,7.9,0.0,0.0,0.0,0.0,2021.0,0.3,0.21,0.0,0.0,0.0,0.0
Aaron Hansford,2017.0,0.6,0.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Hepp,2016.0,6.55,4.58,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Jackson,2020.0,0.69,0.48,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.87,0.61,2022.0,2.4,1.68,0.0,0.0,0.0,0.0,,,,,,,
Aaron Jarman,2019.0,4.15,3.53,0.0,0.0,0.0,0.0,2020.0,9.84,8.36,0.0,0.0,0.0,0.0,2022.0,0.08,0.07,0.0,0.0,0.0,0.0,,,,,,,
Aaron Jones,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,12.43,8.7,2.45,1.72,82.32,57.62,,,,,,,,,,,,,,
Aaron Karas,2001.0,0.0,0.0,30.37,28.85,0.0,0.0,2002.0,0.0,0.0,62.25,59.14,0.0,0.0,2003.0,0.0,0.0,81.45,77.38,0.0,0.0,,,,,,,
Aaron Key,2021.0,0.03,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Knowles,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Leak,2001.0,0.0,0.0,0.42,0.4,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,51.94,39.47,0.0,0.0,,,,,,,
Aaron Mathews,2016.0,0.88,0.84,0.0,0.0,0.0,0.0,2017.0,3.62,3.44,0.0,0.0,0.0,0.0,2018.0,3.02,2.87,0.0,0.0,0.0,0.0,2019.0,6.17,5.86,2.99,2.84,-0.13,-0.12
Aaron McAllister,2017.0,0.18,0.13,0.0,0.0,19.17,13.42,2018.0,1.13,0.79,0.0,0.0,15.67,10.97,2019.0,5.42,3.79,0.0,0.0,16.79,11.75,2020.0,8.37,5.86,0.0,0.0,27.31,19.12
Aaron McLaughlin,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron McLean,2016.0,0.82,0.7,0.0,0.0,0.0,0.0,2017.0,12.86,10.93,0.0,0.0,0.0,0.0,2018.0,14.22,12.09,0.0,0.0,0.0,0.0,,,,,,,
Aaron Molina,2017.0,6.92,5.26,0.0,0.0,0.0,0.0,2018.0,1.51,1.15,0.0,0.0,0.0,0.0,2019.0,16.77,12.75,0.0,0.0,0.0,0.0,,,,,,,
Aaron Moore,2019.0,39.19,27.43,0.0,0.0,0.0,0.0,2021.0,0.16,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Aaron Munoz,2010.0,0.0,0.0,1.03,0.78,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Murray,2010.0,0.0,0.0,96.38,96.38,0.0,0.0,2011.0,0.0,0.0,93.29,93.29,0.0,0.0,2012.0,0.0,0.0,97.42,97.42,0.0,0.0,2013.0,0.0,0.0,79.57,79.57,0.0,0.0
Aaron Opelt,2006.0,0.0,0.0,44.44,31.11,0.0,0.0,2007.0,0.0,0.0,62.16,43.51,0.0,0.0,2008.0,0.0,0.0,94.42,66.09,0.0,0.0,2009.0,0.0,0.0,67.97,47.58,0.0,0.0
Aaron Pankratz,2009.0,0.0,0.0,0.63,0.44,0.0,0.0,2010.0,0.0,0.0,26.02,18.21,0.0,0.0,,,,,,,,,,,,,,
Aaron Peck,2016.0,23.86,18.13,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Perez,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.46,0.44,0.0,0.0,,,,,,,,,,,,,,
Aaron Philo,2024.0,0.0,0.0,12.09,11.49,3.29,3.13,,,,,,,,,,,,,,,,,,,,,
Aaron Polanco,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Aaron Rodgers,2003.0,0.0,0.0,73.11,69.45,0.0,0.0,2004.0,0.0,0.0,89.81,85.32,0.0,0.0,,,,,,,,,,,,,,
Aaron Short,2018.0,0.7,0.66,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Aaron Steinfeldt,2022.0,4.12,4.12,0.0,0.0,0.0,0.0,2023.0,0.22,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Aaron Turner,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,6.54,6.21,0.0,0.0,1.86,1.77,2024.0,1.5,1.42,0.0,0.0,0.0,0.0
Aaron Winchester,2016.0,0.0,0.0,7.53,5.72,14.7,11.17,2017.0,0.0,0.0,4.9,3.72,2.79,2.12,2018.0,0.0,0.0,17.01,12.93,7.71,5.86,,,,,,,
Aaron Young,2016.0,7.71,7.32,0.0,0.0,0.0,0.0,2017.0,7.07,6.72,0.0,0.0,0.0,0.0,2018.0,3.79,3.6,0.0,0.0,0.0,0.0,2019.0,16.86,16.02,0.0,0.0,4.75,4.75
Aaron Zwahlen,2016.0,0.0,0.0,0.5,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Abdul Adams,2016.0,0.3,0.28,0.0,0.0,4.6,4.37,2017.0,1.85,1.76,0.0,0.0,10.4,9.88,2018.0,0.0,0.0,0.0,0.0,2.99,2.84,2019.0,2.44,2.32,0.0,0.0,18.47,17.55
Abdul Bundu-Fitz,2018.0,0.06,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Abdul Janneh,2023.0,5.83,5.54,0.0,0.0,0.0,0.0,2024.0,1.76,1.67,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Abdul-Fatai Ibrahim,2023.0,10.36,7.25,0.0,0.0,0.17,0.12,2024.0,2.08,1.46,0.0,0.0,0.42,0.29,,,,,,,,,,,,,,
Abdur-Rahmaan Yaseen,2021.0,1.01,1.01,0.0,0.0,0.0,0.0,2022.0,0.44,0.44,0.33,0.33,0.0,0.0,2023.0,6.49,6.49,0.0,0.0,0.0,0.0,2024.0,4.29,3.65,0.0,0.0,0.0,0.0
Abraham Alce,2021.0,0.0,0.0,0.0,0.0,8.22,6.25,,,,,,,,,,,,,,,,,,,,,
Abram Smith,2018.0,0.04,0.04,0.0,0.0,0.25,0.24,2019.0,0.0,0.0,0.0,0.0,2.18,2.07,2021.0,1.32,1.25,0.0,0.0,46.95,44.6,,,,,,,
Abu Sama,2023.0,0.8,0.76,0.0,0.0,38.44,36.52,2024.0,0.81,0.77,0.0,0.0,16.77,15.93,,,,,,,,,,,,,,
Aca'Cedric Ware,2016.0,0.4,0.38,0.0,0.0,13.15,12.49,2017.0,0.74,0.7,0.0,0.0,6.46,6.14,2018.0,0.59,0.56,0.0,0.0,43.22,41.06,,,,,,,
Ace Davis,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Ace Sanders,2010.0,0.0,0.0,2.22,2.22,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,1.98,1.98,0.0,0.0,,,,,,,
Adam Austin,2005.0,0.0,0.0,0.63,0.6,0.0,0.0,2006.0,0.0,0.0,23.88,22.69,0.0,0.0,,,,,,,,,,,,,,
Adam Barmann,2003.0,0.0,0.0,16.48,15.66,0.0,0.0,2004.0,0.0,0.0,61.0,57.95,0.0,0.0,2005.0,0.0,0.0,2.51,2.38,0.0,0.0,2006.0,0.0,0.0,27.1,25.74,0.0,0.0
Adam Barry,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.57,0.48,,,,,,,,,,,,,,
Adam Beale,2021.0,0.06,0.04,0.0,0.0,0.0,0.0,2022.0,0.48,0.34,0.0,0.0,0.0,0.0,2023.0,0.68,0.48,0.0,0.0,0.0,0.0,,,,,,,
Adam Bednarik,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Adam Billard,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Breneman,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Adam Choice,2016.0,0.38,0.36,0.0,0.0,3.09,2.94,2017.0,0.73,0.69,0.0,0.0,13.47,12.8,2018.0,0.04,0.04,0.0,0.0,14.47,13.75,,,,,,,
Adam Cofield,2021.0,1.45,1.01,0.0,0.0,28.28,19.8,,,,,,,,,,,,,,,,,,,,,
Adam Cousins,2020.0,0.21,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Dimichele,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,72.02,50.41,0.0,0.0,2008.0,0.0,0.0,80.15,56.1,0.0,0.0,,,,,,,
Adam Dingwell,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,39.58,30.08,0.0,0.0,2013.0,0.0,0.0,4.73,3.59,0.0,0.0,,,,,,,
Adam Dulka,2018.0,10.52,7.36,0.0,0.0,0.05,0.03,2019.0,6.17,4.32,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Adam Ernst,2004.0,0.0,0.0,3.17,3.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Farah,2017.0,0.3,0.23,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Fitch,2003.0,0.0,0.0,10.7,8.13,0.0,0.0,2004.0,0.0,0.0,13.8,10.49,0.0,0.0,2005.0,0.0,0.0,37.91,28.81,0.0,0.0,,,,,,,
Adam Follett,2009.0,0.0,0.0,0.22,0.22,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Frederick,2000.0,0.0,0.0,0.2,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Froman,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Adam Graessle,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Hall,2001.0,0.0,0.0,35.57,27.03,0.0,0.0,2002.0,0.0,0.0,73.22,55.65,0.0,0.0,2003.0,0.0,0.0,50.3,38.23,0.0,0.0,,,,,,,
Adam Harter,2018.0,0.28,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Hoover,2000.0,0.0,0.0,25.5,17.85,0.0,0.0,2001.0,0.0,0.0,9.34,6.54,0.0,0.0,,,,,,,,,,,,,,
Adam Hopkins,2024.0,0.15,0.13,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Jacklin,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Jones,2019.0,0.11,0.08,0.0,0.0,0.0,0.0,2021.0,4.43,3.37,0.0,0.0,0.0,0.0,2022.0,3.07,2.33,0.0,0.0,0.0,0.0,2023.0,6.26,4.76,0.0,0.0,0.0,0.0
Adam Kennedy,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,0.0,0.0,84.26,64.04,0.0,0.0,,,,,,,
Adam Kennybrew,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Korsak,2020.0,0.0,0.0,0.0,0.0,0.66,0.66,2021.0,0.0,0.0,0.0,0.0,-0.22,-0.22,,,,,,,,,,,,,,
Adam Krumholz,2018.0,0.12,0.12,0.0,0.0,0.0,0.0,2019.0,0.36,0.36,0.0,0.0,0.0,0.0,2020.0,1.85,1.85,0.0,0.0,-0.35,-0.35,,,,,,,
Adam Kulon,2016.0,0.07,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Luehrman,2018.0,2.15,1.5,0.0,0.0,0.0,0.0,2019.0,0.73,0.51,0.0,0.0,0.0,0.0,2020.0,5.02,3.51,0.0,0.0,0.0,0.0,2021.0,0.61,0.43,0.0,0.0,0.0,0.0
Adam Mallette,2002.0,0.0,0.0,9.4,7.14,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Martin,2021.0,0.0,0.0,0.0,0.0,0.17,0.16,,,,,,,,,,,,,,,,,,,,,
Adam Mehelic,2020.0,1.33,0.93,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Mohammed,2024.0,0.6,0.6,0.0,0.0,5.76,5.76,,,,,,,,,,,,,,,,,,,,,
Adam Moore,2023.0,1.26,1.07,0.0,0.0,0.0,0.0,2024.0,0.16,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Adam Nunez,2016.0,0.0,0.0,0.0,0.0,0.36,0.34,2017.0,0.0,0.0,0.0,0.0,0.02,0.02,,,,,,,,,,,,,,
Adam Parks,2024.0,1.69,1.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Adam Porter,2002.0,0.0,0.0,0.57,0.4,0.0,0.0,2003.0,0.0,0.0,1.0,0.7,0.0,0.0,,,,,,,,,,,,,,
Adam Prentice,2017.0,2.32,1.76,0.0,0.0,0.04,0.03,2018.0,0.36,0.27,0.0,0.0,2.44,1.85,2019.0,0.6,0.46,0.0,0.0,0.03,0.02,2020.0,0.35,0.35,0.0,0.0,0.0,0.0
Adam Rammouni,2024.0,0.09,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
