player_name,Year1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Year2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Year3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Year4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4
Cooper Jones,2023.0,0.0,0.0,0.0,0.0,3.72,2.83,,,,,,,,,,,,,,,,,,,,,
Cooper Legas,2021.0,0.4,0.3,4.45,3.38,-0.34,-0.26,2022.0,0.0,0.0,60.1,45.68,14.47,11.0,2023.0,0.0,0.0,54.6,41.5,2.54,1.93,2024.0,0.0,0.0,46.07,39.16,10.09,8.58
Cooper Lutz,2020.0,1.47,1.4,0.0,0.0,22.15,21.04,2021.0,0.3,0.28,0.0,0.0,2.95,2.8,2022.0,0.6,0.6,0.0,0.0,4.47,4.47,,,,,,,
Cooper Mathers,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,4.96,4.71,0.0,0.0,0.0,0.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cooper Rush,2013.0,0.0,0.0,96.98,67.89,0.0,0.0,2014.0,0.0,0.0,100.0,70.0,0.0,0.0,2015.0,0.0,0.0,99.21,69.45,0.0,0.0,2016.0,0.01,0.01,99.32,69.52,2.08,1.46
Cooper Rusk,2023.0,5.14,3.6,0.0,0.0,0.0,0.0,2024.0,0.12,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Cooper Sheehan,2024.0,4.28,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cooper Shults,2022.0,0.22,0.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cooter Arnold,2008.0,0.0,0.0,3.66,3.48,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Coran Taylor,2019.0,0.0,0.0,0.0,0.0,0.29,0.29,2020.0,0.0,0.0,30.49,30.49,2.36,2.36,,,,,,,,,,,,,,
Corbin Berkstresser,2012.0,0.0,0.0,36.92,36.92,0.0,0.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Corbin Jountti,2017.0,0.0,0.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,
Corbin Kaufusi,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Corbin Louks,2007.0,0.0,0.0,6.34,4.82,0.0,0.0,2008.0,0.0,0.0,1.64,1.25,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Corbin White,2016.0,0.14,0.1,0.0,0.0,0.24,0.17,,,,,,,,,,,,,,,,,,,,,
Cord Sandberg,2018.0,0.0,0.0,0.38,0.38,0.8,0.8,2019.0,0.0,0.0,6.56,6.56,0.68,0.68,2020.0,0.0,0.0,0.17,0.17,0.0,0.0,,,,,,,
Cordale Grundy,2018.0,0.0,0.0,53.56,37.49,15.11,10.58,2019.0,0.0,0.0,0.09,0.06,-0.08,-0.06,,,,,,,,,,,,,,
Cordarrelle Patterson,2012.0,0.0,0.0,0.37,0.37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cordarrian Richardson,2017.0,0.03,0.03,0.0,0.0,5.67,4.82,2019.0,2.55,2.55,0.0,0.0,13.92,13.92,,,,,,,,,,,,,,
Corey Acker,2016.0,0.0,0.0,0.0,0.0,-0.05,-0.05,2017.0,0.0,0.0,0.0,0.0,2.46,2.46,,,,,,,,,,,,,,
Corey Barnes,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Corey Bramlet,2002.0,0.0,0.0,3.0,2.28,0.0,0.0,2003.0,0.0,0.0,1.01,0.77,0.0,0.0,2004.0,0.0,0.0,73.33,55.73,0.0,0.0,2005.0,0.0,0.0,92.72,70.47,0.0,0.0
Corey Clement,2016.0,2.63,2.63,0.0,0.0,48.38,48.38,,,,,,,,,,,,,,,,,,,,,
Corey Crooms,2019.0,4.75,3.32,0.0,0.0,0.0,0.0,2020.0,1.06,0.74,0.0,0.0,0.0,0.0,2021.0,24.69,17.28,0.0,0.0,0.11,0.08,2022.0,45.47,31.83,0.0,0.0,-0.15,-0.1
Corey Cuascut-Palmer,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0.06,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Corey Dauphine,2016.0,0.0,0.0,0.0,0.0,3.28,3.12,2018.0,0.0,0.0,0.0,0.0,25.87,21.99,2019.0,0.11,0.09,0.0,0.0,19.64,16.69,,,,,,,
Corey Davis,2014.0,0.0,0.0,0.26,0.18,0.0,0.0,2015.0,0.0,0.0,0.29,0.2,0.0,0.0,2016.0,50.02,35.01,0.0,0.0,0.0,0.0,,,,,,,
Corey Dyches,2021.0,10.03,10.03,0.0,0.0,0.0,0.0,2022.0,14.44,14.44,0.0,0.0,0.0,0.0,2023.0,10.47,10.47,0.0,0.0,0.0,0.0,2024.0,5.82,5.53,0.0,0.0,0.0,0.0
Corey Evans,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Corey Fatony,2016.0,0.0,0.0,0.16,0.16,0.0,0.0,2017.0,0.0,0.0,0.0,0.0,0.06,0.06,,,,,,,,,,,,,,
Corey Gammage,2019.0,6.71,4.7,0.0,0.0,0.0,0.0,2020.0,20.13,14.09,0.0,0.0,0.0,0.0,2021.0,17.02,11.91,0.0,0.0,0.0,0.0,2022.0,34.25,26.03,0.0,0.0,0.0,0.0
Corey Holmes,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,0.11,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Corey Jenkins,2001.0,0.0,0.0,5.07,5.07,0.0,0.0,2002.0,0.0,0.0,71.63,71.63,0.0,0.0,,,,,,,,,,,,,,
Corey Jones,2016.0,15.17,10.62,0.0,0.0,0.12,0.08,,,,,,,,,,,,,,,,,,,,,
Corey Kiner,2021.0,0.15,0.15,0.0,0.0,21.86,21.86,2022.0,0.03,0.03,0.0,0.0,23.89,20.31,2023.0,0.98,0.93,0.0,0.0,37.95,36.05,2024.0,1.96,1.86,0.0,0.0,36.62,34.79
Corey Lacanaria,2014.0,0.0,0.0,0.14,0.1,0.0,0.0,2016.0,13.34,9.34,0.18,0.13,0.0,0.0,2017.0,2.45,1.72,0.0,0.0,0.0,0.0,2018.0,17.46,12.22,1.1,0.77,0.0,0.0
Corey Leonard,2006.0,0.0,0.0,88.07,66.93,0.0,0.0,2007.0,0.0,0.0,95.69,72.72,0.0,0.0,2008.0,0.0,0.0,100.02,76.02,0.0,0.0,2009.0,0.0,0.0,65.48,49.76,0.0,0.0
Corey Lersch,2018.0,8.16,5.71,0.0,0.0,0.0,0.0,2019.0,4.13,2.89,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Corey Partridge,2005.0,0.0,0.0,2.38,1.67,0.0,0.0,2006.0,0.0,0.0,0.76,0.53,0.0,0.0,2007.0,0.0,0.0,2.06,1.44,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Reed,2017.0,1.86,1.77,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Corey Robinson,2010.0,0.0,0.0,90.7,68.93,0.0,0.0,2011.0,0.0,0.0,98.78,75.07,0.0,0.0,2012.0,0.0,0.0,66.5,50.54,0.0,0.0,2013.0,0.0,0.0,77.34,58.78,0.0,0.0
Corey Rucker,2020.0,12.06,9.17,0.0,0.0,0.0,0.0,2021.0,27.63,21.0,0.0,0.0,13.5,10.26,2022.0,2.94,2.94,0.0,0.0,0.0,0.0,2023.0,17.88,13.59,0.0,0.0,0.16,0.12
Corey Slater,2006.0,0.0,0.0,7.93,5.55,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Corey Smith,2016.0,0.61,0.61,0.0,0.0,0.0,0.0,2024.0,7.47,6.35,0.0,0.0,2.35,2.35,,,,,,,,,,,,,,
Corey Stewart,2023.0,0.0,0.0,0.0,0.0,-0.1,-0.07,,,,,,,,,,,,,,,,,,,,,
Corey Sutton,2016.0,2.65,2.52,0.0,0.0,0.0,0.0,2018.0,34.12,25.93,0.0,0.0,0.0,0.0,2019.0,22.31,16.96,0.0,0.0,0.0,0.0,2021.0,25.03,19.02,0.0,0.0,0.0,0.0
Corey Taylor II,2016.0,0.0,0.0,0.0,0.0,1.57,1.33,2017.0,-0.02,-0.02,0.0,0.0,8.57,7.28,2018.0,1.06,0.9,0.0,0.0,41.38,35.17,2019.0,0.16,0.14,0.0,0.0,30.55,25.97
Corey Thompson Jr.,2023.0,3.76,2.86,0.0,0.0,0.0,0.0,2024.0,1.24,0.94,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Corey Willis,2016.0,34.71,24.3,0.0,0.0,0.13,0.09,2017.0,26.73,18.71,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Corey Wren,2022.0,0.04,0.04,0.0,0.0,0.59,0.56,2023.0,0.07,0.07,0.0,0.0,0.73,0.69,2024.0,0.12,0.08,0.0,0.0,0.83,0.58,,,,,,,
Cornelious Brown,2019.0,0.0,0.0,2.52,1.92,0.24,0.18,2020.0,0.0,0.0,96.68,73.48,23.67,17.99,2021.0,0.0,0.0,9.14,6.95,4.83,3.67,,,,,,,
Cornelius Douglas,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cornelius Johnson,2019.0,2.94,2.94,0.0,0.0,0.0,0.0,2020.0,25.12,25.12,0.0,0.0,0.0,0.0,2021.0,16.82,16.82,0.0,0.0,0.5,0.5,2022.0,20.61,20.61,0.0,0.0,0.0,0.0
Cornelius McCoy,2018.0,13.31,10.12,0.0,0.0,0.0,0.0,2019.0,26.05,19.8,0.0,0.0,0.06,0.05,2020.0,20.82,15.82,0.0,0.0,0.0,0.0,2021.0,2.62,1.99,0.0,0.0,0.47,0.36
Cornelius Williams,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,0.0,0.0,0.19,0.14,0.0,0.0,,,,,,,,,,,,,,
Cornell Hendrick,2018.0,0.31,0.22,0.0,0.0,0.0,0.0,2019.0,0.8,0.56,0.0,0.0,0.17,0.12,,,,,,,,,,,,,,
Cornell Hendrick Jr.,2018.0,0.25,0.18,0.0,0.0,0.0,0.0,2019.0,0.8,0.56,0.0,0.0,0.17,0.12,,,,,,,,,,,,,,
Cornell Powell,2016.0,0.87,0.83,0.0,0.0,0.0,0.0,2017.0,3.81,3.62,0.0,0.0,0.0,0.0,2018.0,0.75,0.71,0.0,0.0,0.0,0.0,2019.0,3.91,3.71,0.0,0.0,0.0,0.0
Corren Norman,2021.0,0.0,0.0,0.0,0.0,0.24,0.24,,,,,,,,,,,,,,,,,,,,,
Corri Milliner,2023.0,0.85,0.72,0.0,0.0,0.0,0.0,2024.0,12.88,10.95,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Cort Moffitt,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cortez Braham,2022.0,2.69,2.56,0.0,0.0,0.0,0.0,2023.0,0.32,0.3,0.0,0.0,0.0,0.0,2024.0,23.62,17.95,0.0,0.0,0.02,0.02,,,,,,,
Cortez Gent,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,2.5,1.9,0.0,0.0,,,,,,,
Cortez Lewis,2016.0,15.19,14.43,0.0,0.0,0.0,0.0,2017.0,1.83,1.74,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Cortrelle Simpson,2016.0,0.0,0.0,0.0,0.0,0.79,0.67,,,,,,,,,,,,,,,,,,,,,
Cory Butler,2016.0,6.6,6.27,0.0,0.0,4.93,4.68,,,,,,,,,,,,,,,,,,,,,
Cory Holt,2005.0,0.0,0.0,4.4,4.18,0.0,0.0,2007.0,0.0,0.0,0.6,0.57,0.0,0.0,2008.0,0.0,0.0,9.11,8.65,0.0,0.0,,,,,,,
Cory Paus,2000.0,0.0,0.0,69.34,65.87,0.0,0.0,2001.0,0.0,0.0,67.03,63.68,0.0,0.0,2002.0,0.0,0.0,53.9,51.2,0.0,0.0,,,,,,,
Cory Phillips,2000.0,0.0,0.0,51.68,51.68,0.0,0.0,2001.0,0.0,0.0,7.62,7.62,0.0,0.0,2002.0,0.0,0.0,3.12,3.12,0.0,0.0,,,,,,,
Cory Randolph,2002.0,0.0,0.0,7.67,7.29,0.0,0.0,2003.0,0.0,0.0,98.76,93.82,0.0,0.0,2004.0,0.0,0.0,55.43,52.66,0.0,0.0,2005.0,0.0,0.0,58.85,55.91,0.0,0.0
Cory Ross,2005.0,0.0,0.0,2.83,2.69,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cory Young,2016.0,0.0,0.0,0.0,0.0,1.06,0.81,,,,,,,,,,,,,,,,,,,,,
Cotton Turner,2009.0,0.0,0.0,6.26,4.38,0.0,0.0,2010.0,0.0,0.0,5.23,3.66,0.0,0.0,2011.0,0.0,0.0,10.73,7.51,0.0,0.0,,,,,,,
Courtland Sutton,2015.0,0.0,0.0,1.43,1.22,0.0,0.0,2016.0,42.39,36.03,0.0,0.0,0.0,0.0,2017.0,31.33,26.63,0.0,0.0,1.96,1.67,,,,,,,
Courtney Denson,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Courtney Jackson,2019.0,0.05,0.05,0.0,0.0,0.0,0.0,2020.0,1.81,1.72,0.0,0.0,0.0,0.0,2021.0,25.59,24.31,0.0,0.0,0.45,0.43,2022.0,5.96,5.66,0.0,0.0,-0.05,-0.05
Courtney Lark,2016.0,0.34,0.29,0.0,0.0,0.0,0.0,2017.0,10.0,8.5,0.0,0.0,0.0,0.0,2018.0,12.57,10.68,0.0,0.0,0.0,0.0,2019.0,8.13,6.91,0.0,0.0,0.0,0.0
Courtney McKinney,2019.0,0.0,0.0,0.0,0.0,0.42,0.4,,,,,,,,,,,,,,,,,,,,,
Courtney Reese,2019.0,0.28,0.21,0.0,0.0,4.23,3.21,2020.0,1.79,1.36,0.0,0.0,3.05,2.32,2021.0,0.49,0.37,0.0,0.0,3.84,2.92,2022.0,1.45,1.1,0.0,0.0,11.25,8.55
Courtney Taylor,2005.0,0.0,0.0,3.17,3.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Coy Eakin,2023.0,11.31,10.74,0.0,0.0,-0.02,-0.02,2024.0,19.74,18.75,1.87,1.78,0.0,0.0,,,,,,,,,,,,,,
Coye Fairman,2019.0,0.13,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Craig Bragg,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Craig Burt Jr.,2020.0,12.52,8.76,0.0,0.0,-0.27,-0.19,2021.0,2.61,1.83,0.0,0.0,0.0,0.0,2022.0,0.71,0.5,0.0,0.0,0.0,0.0,2023.0,6.97,4.88,0.0,0.0,0.0,0.0
Craig Candeto,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Elmore,2019.0,0.0,0.0,0.0,0.0,3.83,2.68,,,,,,,,,,,,,,,,,,,,,
Craig Harmon,2000.0,0.0,0.0,0.34,0.24,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Craig Harrison,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,0.0,0.0,9.97,7.58,0.0,0.0,2014.0,0.0,0.0,11.98,9.1,0.0,0.0,,,,,,,
Craig Krenzel,2000.0,0.0,0.0,0.89,0.89,0.0,0.0,2001.0,0.0,0.0,12.17,12.17,0.0,0.0,2002.0,0.0,0.0,86.36,86.36,0.0,0.0,2003.0,0.0,0.0,75.57,75.57,0.0,0.0
Craig Nall,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Craig Nelson,2018.0,0.0,0.0,0.0,0.0,0.13,0.13,,,,,,,,,,,,,,,,,,,,,
Craig Ochs,2000.0,0.0,0.0,60.6,57.57,0.0,0.0,2001.0,0.0,0.0,48.02,45.62,0.0,0.0,2002.0,0.0,0.0,14.49,13.77,0.0,0.0,,,,,,,
Craig Scott,2016.0,0.2,0.17,0.0,0.0,0.0,0.0,2017.0,6.34,5.39,0.0,0.0,-0.05,-0.04,,,,,,,,,,,,,,
Craig Williams,2018.0,0.0,0.0,0.0,0.0,2.8,2.66,2020.0,0.0,0.0,0.0,0.0,24.62,23.39,2021.0,0.0,0.0,0.0,0.0,0.24,0.23,2022.0,3.96,3.76,0.0,0.0,17.63,16.75
Crawford Jones,2011.0,0.0,0.0,0.14,0.1,0.0,0.0,2012.0,0.0,0.0,32.7,22.89,0.0,0.0,,,,,,,,,,,,,,
Creed Whittemore,2023.0,9.0,9.0,0.0,0.0,5.87,5.87,2024.0,1.13,1.13,0.0,0.0,3.87,3.87,,,,,,,,,,,,,,
Cris Love,2001.0,0.0,0.0,8.23,7.82,0.0,0.0,2002.0,0.0,0.0,4.06,3.86,0.0,0.0,2003.0,0.0,0.0,24.99,23.74,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Crishaun Lappin,2018.0,-0.01,-0.01,0.0,0.0,0.0,0.0,2019.0,0.49,0.37,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Cristian Dixon,2021.0,0.11,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cristian Driver,2023.0,0.14,0.14,0.0,0.0,0.0,0.0,2024.0,3.35,3.35,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,
Cristian Solano,2017.0,0.0,0.0,0.86,0.65,0.0,0.0,2018.0,0.0,0.0,2.76,2.1,4.69,3.56,2019.0,0.0,0.0,10.96,8.33,4.58,3.48,,,,,,,
Crockett Gillmore,2011.0,0.0,0.0,4.78,3.63,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cross Patton,2022.0,0.27,0.21,0.0,0.0,1.3,0.99,2023.0,0.0,0.0,0.0,0.0,1.13,0.86,,,,,,,,,,,,,,
Cross Wilkinson,2018.0,0.0,0.0,0.0,0.0,-0.12,-0.08,,,,,,,,,,,,,,,,,,,,,
Crusoe Gongbay,2013.0,0.0,0.0,-0.26,-0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cudjoe Young,2018.0,2.28,1.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cullen Gillaspia,2018.0,0.79,0.79,0.0,0.0,2.37,2.37,,,,,,,,,,,,,,,,,,,,,
Cullen Harper,2005.0,0.0,0.0,0.27,0.26,0.0,0.0,2006.0,0.0,0.0,8.64,8.21,0.0,0.0,2007.0,0.0,0.0,92.52,87.89,0.0,0.0,2008.0,0.0,0.0,89.25,84.79,0.0,0.0
Curt Dukes,2004.0,0.0,0.0,7.88,7.49,0.0,0.0,2005.0,0.0,0.0,0.3,0.28,0.0,0.0,,,,,,,,,,,,,,
Curt Phillips,2009.0,0.0,0.0,1.17,1.17,0.0,0.0,2012.0,0.0,0.0,28.96,28.96,0.0,0.0,2013.0,0.0,0.0,0.72,0.72,0.0,0.0,,,,,,,
Curtis Anderson,2016.0,3.96,3.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Curtis Ansel,2002.0,0.0,0.0,0.5,0.48,0.0,0.0,2003.0,0.0,0.0,0.39,0.37,0.0,0.0,,,,,,,,,,,,,,
Curtis Brinkley,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Curtis Brown,2003.0,0.0,0.0,1.8,1.37,0.0,0.0,2004.0,0.0,0.0,3.43,2.61,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Curtis Douglas,2023.0,0.0,0.0,0.0,0.0,1.53,1.07,2024.0,0.05,0.03,0.0,0.0,7.85,5.49,,,,,,,,,,,,,,
Curtis Drake,2009.0,0.0,0.0,2.23,2.23,0.0,0.0,2011.0,0.0,0.0,0.35,0.35,0.0,0.0,,,,,,,,,,,,,,
Curtis Falany,2003.0,0.0,0.0,14.76,10.33,0.0,0.0,2004.0,0.0,0.0,0.05,0.03,0.0,0.0,,,,,,,,,,,,,,
Curtis Fitch,2017.0,0.0,0.0,0.0,0.0,1.96,1.49,,,,,,,,,,,,,,,,,,,,,
Curtis Francis,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Curtis Hodges,2017.0,3.0,2.85,0.0,0.0,0.0,0.0,2018.0,0.5,0.48,0.0,0.0,0.0,0.0,2019.0,0.9,0.86,0.0,0.0,0.0,0.0,2020.0,16.31,15.49,0.0,0.0,0.0,0.0
Curtis Jacobs,2021.0,0.26,0.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Curtis Painter,2005.0,0.0,0.0,32.53,32.53,0.0,0.0,2006.0,0.0,0.0,94.65,94.65,0.0,0.0,2007.0,0.0,0.0,96.49,96.49,0.0,0.0,2008.0,0.0,0.0,80.69,80.69,0.0,0.0
Curtis Pulley,2005.0,0.0,0.0,5.6,5.6,0.0,0.0,2006.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
Curtis Samuel,2016.0,29.01,29.01,0.0,0.0,24.21,24.21,,,,,,,,,,,,,,,,,,,,,
Curtis Steele,2008.0,0.0,0.0,-0.02,-0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Curtis Zervic,2000.0,0.0,0.0,40.93,28.65,0.0,0.0,2001.0,0.0,0.0,13.36,9.35,0.0,0.0,,,,,,,,,,,,,,
Cutter Boley,2024.0,0.0,0.0,14.29,14.29,-1.23,-1.23,,,,,,,,,,,,,,,,,,,,,
Cy Phillips,2005.0,0.0,0.0,0.15,0.15,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cycoby Burch,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cyler Miles,2013.0,0.0,0.0,14.17,13.46,0.0,0.0,2014.0,0.0,0.0,87.53,83.15,0.0,0.0,,,,,,,,,,,,,,
Cyrus Allen,2022.0,15.8,11.06,0.0,0.0,0.27,0.19,2023.0,24.92,17.44,0.0,0.0,-0.27,-0.19,2024.0,7.55,7.55,0.0,0.0,0.0,0.0,,,,,,,
Cyrus Bonsu,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Cyrus Gray,2010.0,0.0,0.0,1.98,1.88,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Cyrus Habibi-Likio,2018.0,0.0,0.0,0.0,0.0,13.27,12.61,2019.0,0.44,0.42,0.0,0.0,26.02,24.72,2020.0,1.92,1.82,0.0,0.0,16.93,16.08,2021.0,3.41,2.59,0.0,0.0,19.21,14.6
Cywettnie Brown,2016.0,6.63,4.64,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
D Angelo Ellis,2018.0,1.8,1.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
D'Andre Ferby,2016.0,0.0,0.0,0.0,0.0,0.02,0.01,2017.0,0.96,0.67,0.0,0.0,33.58,23.51,2018.0,0.28,0.2,0.0,0.0,28.32,19.82,,,,,,,
D'Andre Hicks,2018.0,0.0,0.0,0.0,0.0,4.57,3.47,,,,,,,,,,,,,,,,,,,,,
D'Andre Rogers,2023.0,2.89,2.75,0.0,0.0,0.0,0.0,2024.0,5.19,4.93,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
D'Andre Swift,2017.0,4.97,4.97,0.0,0.0,11.54,11.54,2018.0,9.1,9.1,0.0,0.0,32.33,32.33,2019.0,5.38,5.38,0.0,0.0,40.07,40.07,,,,,,,
D'Anfernee McGriff,2017.0,3.49,2.44,0.0,0.0,-0.01,-0.01,,,,,,,,,,,,,,,,,,,,,
D'Angelo Brewer,2016.0,1.79,1.52,0.0,0.0,31.64,26.89,2017.0,2.12,1.8,0.0,0.0,38.06,32.35,,,,,,,,,,,,,,
D'Angelo Bryant,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
D'Eriq King,2016.0,5.04,4.28,2.34,1.99,1.46,1.24,2017.0,10.46,8.89,41.96,35.67,25.47,21.65,2018.0,0.16,0.14,78.82,67.0,36.11,30.69,2019.0,0.0,0.0,29.38,24.97,21.87,18.59
D'Ernest Johnson,2015.0,0.0,0.0,5.09,4.33,0.0,0.0,2016.0,14.6,12.41,0.0,0.0,15.82,13.45,2017.0,6.56,5.58,0.0,0.0,24.23,20.6,,,,,,,
D'Marco Jackson,2018.0,0.0,0.0,0.0,0.0,0.08,0.06,,,,,,,,,,,,,,,,,,,,,
D'Marcus Adams,2021.0,1.58,1.11,0.0,0.0,0.0,0.0,2022.0,8.25,7.84,0.0,0.0,0.0,0.0,2023.0,0.13,0.12,0.0,0.0,0.0,0.0,,,,,,,
D'Marius Gillespie,2016.0,0.54,0.41,0.0,0.0,0.0,0.0,2017.0,8.31,6.32,0.0,0.0,0.0,0.0,2018.0,6.73,5.11,0.0,0.0,0.0,0.0,,,,,,,
D'Morea Wicks,2017.0,0.0,0.0,0.0,0.0,0.19,0.14,,,,,,,,,,,,,,,,,,,,,
D'Ondre Glenn,2016.0,0.75,0.57,0.0,0.0,0.0,0.0,2017.0,11.36,8.63,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
D'Onta Foreman,2016.0,1.24,1.18,0.0,0.0,62.96,59.81,,,,,,,,,,,,,,,,,,,,,
D'Shaie Landor,2013.0,0.0,0.0,0.16,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
D'Shawn Jamison,2018.0,0.07,0.07,0.0,0.0,0.19,0.18,,,,,,,,,,,,,,,,,,,,,
D'Shawntae Jones,2024.0,0.0,0.0,0.0,0.0,0.05,0.03,,,,,,,,,,,,,,,,,,,,,
D'Vario Montgomery,2016.0,0.17,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
D'Vaughn Pennamon,2016.0,0.26,0.26,0.0,0.0,4.56,4.56,2017.0,1.07,1.07,0.0,0.0,12.01,12.01,2019.0,0.0,0.0,0.0,0.0,0.08,0.08,,,,,,,
D'Vonte Price,2017.0,0.74,0.52,0.0,0.0,3.17,2.22,2018.0,1.82,1.27,0.0,0.0,21.45,15.01,2019.0,0.89,0.62,0.0,0.0,5.76,4.03,2020.0,11.13,7.79,0.0,0.0,61.22,42.85
D'Vontrey Richardson,2008.0,0.0,0.0,14.62,13.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
D'Wan Mathis,2020.0,0.0,0.0,4.41,4.41,0.49,0.49,2021.0,0.0,0.0,58.69,49.89,7.3,6.2,2022.0,0.68,0.58,1.94,1.65,0.4,0.34,2023.0,0.18,0.15,0.0,0.0,0.0,0.0
D'WanyA Winfield,2023.0,0.0,0.0,0.0,0.0,0.42,0.32,2024.0,0.0,0.0,0.09,0.07,0.41,0.31,,,,,,,,,,,,,,
D'Wayne Eskridge,2016.0,3.23,2.26,0.0,0.0,0.94,0.66,2017.0,20.69,14.48,0.0,0.0,0.24,0.17,2018.0,20.01,14.01,0.0,0.0,0.0,0.0,2019.0,1.17,0.82,0.0,0.0,0.0,0.0
