player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Cole III*,North Carolina State,2015,ACC,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15,
A.J. Schurr,Army,2015,INDEPENDENT,0.0,0.0,0.0,0.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3
Aaron Banks,Purdue,2015,BIG TEN,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,
Adam Schulz*,Houston,2015,AMERICAN,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,1.86,1.58,0.0
Ahmad Bradshaw,Army,2015,INDEPENDENT,0.0,0.0,0.0,0.0,429.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8
Ajalen Holley,Louisiana-Monroe,2015,SUN BELT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alec Morris*,Alabama,2015,SEC,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,
Alex McGough,Florida International,2015,CUSA,0.0,0.0,0.0,0.0,2722.0,21.0,0.0,0.0,0.0,0.0,97.69,68.38,
Alex Tardieu,Army,2015,INDEPENDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alvin Bailey*,Florida,2015,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alvin Kamara*,Tennessee,2015,SEC,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,109.2
Alvonta Jenkins,Miami (OH),2015,MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Allen,New Mexico State,2015,SUN BELT,0.0,0.0,0.0,0.0,1529.0,16.0,0.0,0.0,0.0,0.0,56.02,42.58,
Andrew McNulty,North Texas,2015,CUSA,0.0,0.0,0.0,0.0,820.0,3.0,0.0,0.0,0.0,0.0,33.67,23.57,
Andrew Scanlan*,Northwestern,2015,BIG TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
