player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
Aaron Knowles*,Oregon,2006,PAC 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aaron Opelt,Toledo,2006,MAC,0.0,0.0,0.0,0.0,875.0,6.0,0.0,0.0,0.0,0.0,44.44,31.11,
Adam Austin,Arizona,2006,PAC 12,0.0,0.0,0.0,0.0,517.0,2.0,0.0,0.0,0.0,0.0,23.88,22.69,
Adam Barmann,Kansas,2006,BIG 12,0.0,0.0,0.0,0.0,911.0,3.0,0.0,0.0,0.0,0.0,27.1,25.74,
Adam Dimichele,Temple,2006,INDEPENDENT,0.0,0.0,0.0,0.0,1518.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Tafralis*,San Jose State,2006,OTHER,0.0,0.0,0.0,0.0,2284.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex Brink,Washington State,2006,PAC 12,0.0,0.0,0.0,0.0,2899.0,19.0,0.0,0.0,0.0,0.0,87.81,83.42,
Alex Gibson,New Mexico State,2006,OTHER,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Amarri Jackson*,South Florida,2006,OTHER,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andre Caldwell*,Florida,2006,SEC,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,
Andre Woodson*,Kentucky,2006,SEC,0.0,0.0,0.0,0.0,3515.0,31.0,0.0,0.0,0.0,0.0,98.86,98.86,
Andrew Brewer,Northwestern,2006,BIG TEN,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,8.48,8.48,
Andrew Robinson,Syracuse,2006,OTHER,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Schmitt,Eastern Michigan,2006,MAC,0.0,0.0,0.0,0.0,1182.0,2.0,0.0,0.0,0.0,0.0,43.17,30.22,
Anthony Alridge*,Houston,2006,CUSA,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,
Anthony Johnson,Arizona,2006,PAC 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Kimble,Stanford,2006,PAC 12,0.0,0.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,6.42,6.1,
Anthony Morelli*,Penn State,2006,BIG TEN,0.0,0.0,0.0,0.0,2424.0,11.0,0.0,0.0,0.0,0.0,92.47,92.47,
Anthony Scelfo,Tulane,2006,CUSA,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.52,0.36,
Anthony Turner,Bowling Green,2006,MAC,0.0,0.0,0.0,0.0,1596.0,11.0,0.0,0.0,0.0,0.0,85.16,59.61,
Aundrae Allison*,East Carolina,2006,CUSA,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,4.41,3.09,
Austen Everson*,Ohio,2006,MAC,0.0,0.0,0.0,0.0,1356.0,7.0,0.0,0.0,0.0,0.0,76.43,53.5,
Austin Flynn,Iowa State,2006,BIG 12,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.37,0.35,
Ben Mauk*,Wake Forest,2006,ACC,0.0,0.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0,0.0,6.93,6.58,
Ben Olson*,UCLA,2006,PAC 12,0.0,0.0,0.0,0.0,822.0,5.0,0.0,0.0,0.0,0.0,31.41,29.84,
Bernard Jackson,Colorado,2006,BIG 12,0.0,0.0,0.0,0.0,1298.0,7.0,0.0,0.0,0.0,0.0,95.64,90.86,
Bernard Morris,Marshall,2006,CUSA,0.0,0.0,0.0,0.0,1346.0,8.0,0.0,0.0,0.0,0.0,54.95,38.46,
Bill Poland*,Cincinnati,2006,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bill Stull,Pitt,2006,OTHER,0.0,0.0,0.0,0.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Billy Farris,Colorado State,2006,MWC,0.0,0.0,0.0,0.0,148.0,1.0,0.0,0.0,0.0,0.0,6.67,5.07,
Blake Field*,Auburn,2006,SEC,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,
Blake Joseph*,Houston,2006,CUSA,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.72,0.5,
Blake McAdams,Mississippi State,2006,SEC,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,
Blake Mitchell*,South Carolina,2006,SEC,0.0,0.0,0.0,0.0,1789.0,10.0,0.0,0.0,0.0,0.0,48.28,48.28,
Blake Powers,Indiana,2006,BIG TEN,0.0,0.0,0.0,0.0,386.0,1.0,0.0,0.0,0.0,0.0,10.37,10.37,
Blake Szymanski,Baylor,2006,BIG 12,0.0,0.0,0.0,0.0,689.0,4.0,0.0,0.0,0.0,0.0,18.77,17.83,
Bobby Good*,East Carolina,2006,CUSA,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.38,0.27,
Bobby Reid*,Oklahoma State,2006,BIG 12,0.0,0.0,0.0,0.0,2266.0,24.0,0.0,0.0,0.0,0.0,87.64,83.26,
Bobby Rome,North Carolina,2006,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brad Bower*,Ohio,2006,MAC,0.0,0.0,0.0,0.0,426.0,1.0,0.0,0.0,0.0,0.0,17.35,12.14,
Brad Ekwerekwu*,Missouri,2006,BIG 12,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,
Brady Leaf*,Oregon,2006,PAC 12,0.0,0.0,0.0,0.0,917.0,6.0,0.0,0.0,0.0,0.0,31.3,29.74,
Brady Quinn*,Notre Dame,2006,INDEPENDENT,0.0,0.0,0.0,0.0,3426.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon Coleman*,Missouri,2006,BIG 12,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,
Brandon Cox*,Auburn,2006,SEC,0.0,0.0,0.0,0.0,2198.0,14.0,0.0,0.0,0.0,0.0,98.95,98.95,
Brandon Fields,Michigan State,2006,BIG TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon Roberson,Northwestern,2006,BIG TEN,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,6.69,6.69,
Brandon Summers,Toledo,2006,MAC,0.0,0.0,0.0,0.0,135.0,1.0,0.0,0.0,0.0,0.0,7.14,5.0,
