player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Bryant*,Georgia,2007,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A.J. Whitmore*,Tulsa,2007,CUSA,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,
Aaron Opelt,Toledo,2007,MAC,0.0,0.0,0.0,0.0,1756.0,12.0,0.0,0.0,0.0,0.0,62.16,43.51,
Adam Bednarik*,West Virginia,2007,OTHER,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Dimichele,Temple,2007,MAC,0.0,0.0,0.0,0.0,1595.0,12.0,0.0,0.0,0.0,0.0,72.02,50.41,
Adam Tafralis,San Jose State,2007,OTHER,0.0,0.0,0.0,0.0,3022.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Weber,Minnesota,2007,BIG TEN,0.0,0.0,0.0,0.0,2895.0,24.0,0.0,0.0,0.0,0.0,97.08,97.08,
Adrian Arrington*,Michigan,2007,BIG TEN,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.19,2.19,
Alex Brink,Washington State,2007,PAC 12,0.0,0.0,0.0,0.0,3818.0,26.0,0.0,0.0,0.0,0.0,99.78,94.79,
Allan Evridge*,Wisconsin,2007,BIG TEN,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,
Alston Umuolo,San Diego State,2007,MWC,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.53,0.4,
Andre Woodson*,Kentucky,2007,SEC,0.0,0.0,0.0,0.0,3709.0,40.0,0.0,0.0,0.0,0.0,99.55,99.55,
Andrew Depaola*,Rutgers,2007,OTHER,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Galloway,SMU,2007,CUSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Hatch*,LSU,2007,SEC,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,
Andrew Means*,Indiana,2007,BIG TEN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,
Andrew Rinehart,Army,2007,INDEPENDENT,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Robinson,Syracuse,2007,OTHER,0.0,0.0,0.0,0.0,2192.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Dalton*,Texas Christian,2007,MWC,0.0,0.0,0.0,0.0,2459.0,10.0,0.0,0.0,0.0,0.0,81.14,61.67,
Andy Dittbenner,Northern Illinois,2007,MAC,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.15,
Andy Schmitt,Eastern Michigan,2007,MAC,0.0,0.0,0.0,0.0,1613.0,14.0,0.0,0.0,0.0,0.0,78.31,54.82,
Anthony Alridge*,Houston,2007,CUSA,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,2.47,1.73,
Anthony Glaud*,Bowling Green,2007,MAC,0.0,0.0,0.0,0.0,266.0,2.0,0.0,0.0,0.0,0.0,7.12,4.98,
Anthony Magazu,Kent State,2007,MAC,0.0,0.0,0.0,0.0,190.0,2.0,0.0,0.0,0.0,0.0,12.45,8.71,
Anthony Morelli*,Penn State,2007,BIG TEN,0.0,0.0,0.0,0.0,2651.0,19.0,0.0,0.0,0.0,0.0,99.42,99.42,
Anthony Scelfo,Tulane,2007,CUSA,0.0,0.0,0.0,0.0,1396.0,6.0,0.0,0.0,0.0,0.0,59.84,41.89,
Anthony Severino*,South Florida,2007,OTHER,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
