player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Doyle,Massachusetts,2012,MAC,0.0,0.0,0.0,0.0,415.0,3.0,0.0,0.0,0.0,0.0,25.93,18.15,
A.J. McCarron*,Alabama,2012,SEC,0.0,0.0,0.0,0.0,2933.0,30.0,0.0,0.0,0.0,0.0,96.44,96.44,
A.J. Schurr,Army,2012,INDEPENDENT,0.0,0.0,0.0,0.0,130.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aaron Murray*,Georgia,2012,SEC,0.0,0.0,0.0,0.0,3893.0,36.0,0.0,0.0,0.0,0.0,97.42,97.42,
Ace Sanders*,South Carolina,2012,SEC,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.98,1.98,
Adam Dingwell*,San Diego State,2012,MWC,0.0,0.0,0.0,0.0,939.0,8.0,0.0,0.0,0.0,0.0,39.58,30.08,
Adam Kennedy*,Utah State,2012,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Schulz,Utah,2012,PAC 12,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.14,1.08,
Alex Butterworth,Penn State,2012,BIG TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex Carder,Western Michigan,2012,MAC,0.0,0.0,0.0,0.0,1652.0,13.0,0.0,0.0,0.0,0.0,46.97,32.88,
Alex Dennison,Buffalo,2012,MAC,0.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,4.66,3.26,
Alex Gillett,Eastern Michigan,2012,MAC,0.0,0.0,0.0,0.0,553.0,5.0,0.0,0.0,0.0,0.0,26.59,18.61,
Alex King*,Texas,2012,BIG 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex Zordich,Buffalo,2012,MAC,0.0,0.0,0.0,0.0,1254.0,9.0,0.0,0.0,0.0,0.0,52.69,36.88,
Allan Bridgford,California,2012,PAC 12,0.0,0.0,0.0,0.0,277.0,1.0,0.0,0.0,0.0,0.0,9.39,8.92,
Alton Howard,Tennessee,2012,SEC,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,
Andre Davis,South Florida,2012,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Clifford*,South Carolina,2012,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Hendrix*,Notre Dame,2012,INDEPENDENT,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Manley,New Mexico State,2012,OTHER,0.0,0.0,0.0,0.0,2764.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Maxwell*,Michigan State,2012,BIG TEN,0.0,0.0,0.0,0.0,2606.0,13.0,0.0,0.0,0.0,0.0,94.17,94.17,
Andrew McDonald,New Mexico State,2012,OTHER,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Angel Santiago,Army,2012,INDEPENDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Angelo Pease*,Kansas State,2012,BIG 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Alford,Southern Mississippi,2012,CUSA,0.0,0.0,0.0,0.0,664.0,2.0,0.0,0.0,0.0,0.0,27.55,19.28,
