player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Erdely,Middle Tennessee State,2014,CUSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A.J. Hughes*,Virginia Tech,2014,ACC,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,
A.J. Schurr,Army,2014,INDEPENDENT,0.0,0.0,0.0,0.0,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9
Aaron Bailey*,Illinois,2014,BIG TEN,0.0,0.0,0.0,0.0,118.0,1.0,0.0,0.0,0.0,0.0,3.82,3.82,15.4
Aaron Jones*,UTEP,2014,CUSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Schulz*,Utah,2014,PAC 12,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.6,0.57,
Aj Long,Syracuse,2014,ACC,0.0,0.0,0.0,0.0,935.0,4.0,0.0,0.0,0.0,0.0,54.5,51.78,
Ajene Harris*,USC,2014,PAC 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex McGough,Florida International,2014,CUSA,0.0,0.0,0.0,0.0,1680.0,14.0,0.0,0.0,0.0,0.0,88.33,61.83,
Alex Tardieu,Army,2014,INDEPENDENT,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Allen,New Mexico State,2014,SUN BELT,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,2.1,1.6,
Andrew Hendrix,Miami (OH),2014,MAC,0.0,0.0,0.0,0.0,3280.0,23.0,0.0,0.0,0.0,0.0,99.2,69.44,
Andrew McNulty,North Texas,2014,CUSA,0.0,0.0,0.0,0.0,1295.0,6.0,0.0,0.0,0.0,0.0,54.31,38.02,
Andrew Scanlan,Northwestern,2014,BIG TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Angel Santiago,Army,2014,INDEPENDENT,0.0,0.0,0.0,0.0,488.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2
Anthony Boone*,Duke,2014,ACC,0.0,0.0,0.0,0.0,2700.0,19.0,0.0,0.0,0.0,0.0,89.28,84.82,20.2
Anthony Jennings*,LSU,2014,SEC,0.0,0.0,0.0,0.0,1611.0,11.0,0.0,0.0,0.0,0.0,70.38,70.38,
Anthony Maddie*,Northern Illinois,2014,MAC,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,4.22,2.95,
Antonio Vaughan,Old Dominion,2014,CUSA,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.48,0.34,
Anu Solomon*,Arizona,2014,PAC 12,0.0,0.0,0.0,0.0,3793.0,28.0,0.0,0.0,0.0,0.0,96.35,91.53,4.7
