player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Blue*,North Carolina,2011,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A.J. Derby*,Iowa,2011,BIG TEN,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,
A.J. Graham*,Marshall,2011,CUSA,0.0,0.0,0.0,0.0,714.0,7.0,0.0,0.0,0.0,0.0,28.78,20.15,
A.J. McCarron*,Alabama,2011,SEC,0.0,0.0,0.0,0.0,2634.0,16.0,0.0,0.0,0.0,0.0,97.09,97.09,
A.J. Westendorp,Central Michigan,2011,MAC,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,
Aaron Murray*,Georgia,2011,SEC,0.0,0.0,0.0,0.0,3149.0,35.0,0.0,0.0,0.0,0.0,93.29,93.29,
Ace Sanders*,South Carolina,2011,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Dingwell*,San Diego State,2011,MWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Kennedy*,Utah State,2011,OTHER,0.0,0.0,0.0,0.0,972.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alec Lemon,Syracuse,2011,OTHER,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex Carder*,Western Michigan,2011,MAC,0.0,0.0,0.0,0.0,3873.0,31.0,0.0,0.0,0.0,0.0,82.91,58.04,
Alex Gillett,Eastern Michigan,2011,MAC,0.0,0.0,0.0,0.0,1504.0,14.0,0.0,0.0,0.0,0.0,99.47,69.63,
Alex King,Duke,2011,ACC,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.32,0.3,
Alex Wulfeck*,Wake Forest,2011,ACC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,
Alex Zordich,Buffalo,2011,MAC,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.81,0.57,
Alexander Teich,Navy,2011,INDEPENDENT,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Allan Bridgford*,California,2011,PAC 12,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,2.87,2.73,
Alonzo Harris*,Louisiana,2011,SUN BELT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andre Ellington*,Clemson,2011,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andre Smith*,Arkansas State,2011,SUN BELT,0.0,0.0,0.0,0.0,204.0,1.0,0.0,0.0,0.0,0.0,5.05,3.84,
Andrew Banks,Middle Tennessee State,2011,SUN BELT,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.44,0.33,
