player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Suggs*,Georgia Tech,2002,ACC,0.0,0.0,0.0,0.0,2242.0,12.0,0.0,0.0,0.0,0.0,80.85,76.81,
Aaron Alexander,Michigan State,2002,BIG TEN,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,2.89,2.89,
Aaron Karas,Baylor,2002,BIG 12,0.0,0.0,0.0,0.0,1792.0,6.0,0.0,0.0,0.0,0.0,62.25,59.14,
Aaron Polanco,Navy,2002,INDEPENDENT,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Hall,San Diego State,2002,MWC,0.0,0.0,0.0,0.0,3253.0,17.0,0.0,0.0,0.0,0.0,73.22,55.65,
Adam Mallette,Idaho,2002,SUN BELT,0.0,0.0,0.0,0.0,351.0,2.0,0.0,0.0,0.0,0.0,9.4,7.14,
Adam Porter,Ohio,2002,MAC,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.57,0.4,
Adam Rothenfluh*,Oregon State,2002,PAC 12,0.0,0.0,0.0,0.0,101.0,1.0,0.0,0.0,0.0,0.0,3.4,3.23,
Adam Smith,Duke,2002,ACC,0.0,0.0,0.0,0.0,2031.0,12.0,0.0,0.0,0.0,0.0,75.66,71.88,
Adrian McPherson*,Florida State,2002,ACC,0.0,0.0,0.0,0.0,1017.0,12.0,0.0,0.0,0.0,0.0,39.43,37.46,
Ahmad Harris,Louisiana Tech,2002,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ajenavi Eziemefe*,Georgia Tech,2002,ACC,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,
Alex Smith,Utah,2002,MWC,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,
Alexander Webb,Northwestern,2002,BIG TEN,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,
Andre Green,Middle Tennessee State,2002,SUN BELT,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17,
Andrew Smith*,North Texas,2002,SUN BELT,0.0,0.0,0.0,0.0,1206.0,7.0,0.0,0.0,0.0,0.0,89.19,67.78,
