player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
Aaron Alexander,Michigan State,2004,BIG TEN,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,3.76,3.76,
Aaron Leak*,Troy,2004,SUN BELT,0.0,0.0,0.0,0.0,756.0,6.0,0.0,0.0,0.0,0.0,51.94,39.47,
Aaron Polanco*,Navy,2004,INDEPENDENT,0.0,0.0,0.0,0.0,1131.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aaron Rodgers*,California,2004,PAC 12,0.0,0.0,0.0,0.0,2566.0,24.0,0.0,0.0,0.0,0.0,89.81,85.32,
Ace Davis,Idaho,2004,SUN BELT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam Barmann,Kansas,2004,BIG 12,0.0,0.0,0.0,0.0,1427.0,12.0,0.0,0.0,0.0,0.0,61.0,57.95,
Adam Ernst*,Minnesota,2004,BIG TEN,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,3.17,3.17,
Adam Fitch,Air Force,2004,MWC,0.0,0.0,0.0,0.0,314.0,1.0,0.0,0.0,0.0,0.0,13.8,10.49,
Adam Tafralis,San Jose State,2004,OTHER,0.0,0.0,0.0,0.0,432.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Al Pena*,Oklahoma State,2004,BIG 12,0.0,0.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,0.0,6.3,5.98,
Alex Brink,Washington State,2004,PAC 12,0.0,0.0,0.0,0.0,1305.0,7.0,0.0,0.0,0.0,0.0,42.15,40.04,
Alex Smith*,Utah,2004,MWC,0.0,0.0,0.0,0.0,2952.0,32.0,0.0,0.0,0.0,0.0,95.13,72.3,
Allen Webb,Kansas State,2004,BIG 12,0.0,0.0,0.0,0.0,521.0,3.0,0.0,0.0,0.0,0.0,25.81,24.52,
Andre Caldwell*,Florida,2004,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andre Hall,South Florida,2004,CUSA,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,6.69,4.68,
Andre Woodson,Kentucky,2004,SEC,0.0,0.0,0.0,0.0,492.0,2.0,0.0,0.0,0.0,0.0,24.44,24.44,
Andrew Walter*,Arizona State,2004,PAC 12,0.0,0.0,0.0,0.0,3150.0,30.0,0.0,0.0,0.0,0.0,84.22,80.01,
Andrew Wellock,Eastern Michigan,2004,MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Gray,Air Force,2004,MWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Heiser,Nevada,2004,OTHER,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Harris*,Southern Mississippi,2004,CUSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Morelli,Penn State,2004,BIG TEN,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.13,1.13,
Anthony Thornton,Kentucky,2004,SEC,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,
Antwan Smith,Kent State,2004,MAC,0.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,0.0,0.0,6.27,4.39,
