player,team,year,conference,receiving_yards,receiving_tds,rushing_yards,rushing_tds,passing_yards,passing_tds,DOM,DOM+,RDOM,RDOM+,PDOM,PDOM+,elusive_rating
A.J. Whitmore*,Tulsa,2008,CUSA,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.34,0.24,
Aaron Corp*,USC,2008,PAC 12,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,
Aaron Opelt,Toledo,2008,MAC,0.0,0.0,0.0,0.0,2176.0,12.0,0.0,0.0,0.0,0.0,94.42,66.09,
Aaron Perez,UCLA,2008,PAC 12,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.46,0.44,
Adam Dimichele,Temple,2008,MAC,0.0,0.0,0.0,0.0,1911.0,18.0,0.0,0.0,0.0,0.0,80.15,56.1,
Adam Weber*,Minnesota,2008,BIG TEN,0.0,0.0,0.0,0.0,2761.0,15.0,0.0,0.0,0.0,0.0,98.47,98.47,
Albert Williams,Tulane,2008,CUSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex Cate*,Oklahoma State,2008,BIG 12,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.89,0.85,
Alex Loukas,Stanford,2008,PAC 12,0.0,0.0,0.0,0.0,131.0,1.0,0.0,0.0,0.0,0.0,8.13,7.72,
Alex Pettee,Toledo,2008,MAC,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.24,0.17,
Alexander Robinson,Iowa State,2008,BIG 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Allan Evridge*,Wisconsin,2008,BIG TEN,0.0,0.0,0.0,0.0,949.0,5.0,0.0,0.0,0.0,0.0,42.13,42.13,
Andre Brown*,North Carolina State,2008,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Beam,Bowling Green,2008,MAC,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,2.49,1.74,
Andrew Hatch*,LSU,2008,SEC,0.0,0.0,0.0,0.0,282.0,2.0,0.0,0.0,0.0,0.0,10.15,10.15,
Andrew Janocko*,Pitt,2008,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Robinson,Syracuse,2008,OTHER,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Dalton*,Texas Christian,2008,MWC,0.0,0.0,0.0,0.0,2242.0,11.0,0.0,0.0,0.0,0.0,82.17,62.45,
Andy Schmitt,Eastern Michigan,2008,MAC,0.0,0.0,0.0,0.0,2644.0,15.0,0.0,0.0,0.0,0.0,85.02,59.51,
Anthony Davis*,Rutgers,2008,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony Magazu,Kent State,2008,MAC,0.0,0.0,0.0,0.0,205.0,1.0,0.0,0.0,0.0,0.0,8.61,6.03,
Anthony Turner,Bowling Green,2008,MAC,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.16,1.51,
Antonio Brown*,Central Michigan,2008,MAC,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.81,1.27,
Antwon Bailey,Syracuse,2008,OTHER,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arian Foster,Tennessee,2008,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arkelon Hall*,Memphis,2008,CUSA,0.0,0.0,0.0,0.0,2275.0,12.0,0.0,0.0,0.0,0.0,69.35,48.54,
Asher Clark*,Air Force,2008,MWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austen Arnaud,Iowa State,2008,BIG 12,0.0,0.0,0.0,0.0,2792.0,15.0,0.0,0.0,0.0,0.0,90.95,86.4,
Austin Collie*,BYU,2008,MWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austin Davis*,Southern Mississippi,2008,CUSA,0.0,0.0,0.0,0.0,3128.0,23.0,0.0,0.0,0.0,0.0,99.9,69.93,
Austin Pettis*,Boise State,2008,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
B.J. Coleman,Tennessee,2008,SEC,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,
B.J. Daniels*,South Florida,2008,OTHER,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ben Chappell,Indiana,2008,BIG TEN,0.0,0.0,0.0,0.0,1001.0,4.0,0.0,0.0,0.0,0.0,41.19,41.19,
Bill Claus,Toledo,2008,MAC,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19,
Bill Stull*,Pitt,2008,OTHER,0.0,0.0,0.0,0.0,2356.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
Billy Farris*,Colorado State,2008,MWC,0.0,0.0,0.0,0.0,2934.0,19.0,0.0,0.0,0.0,0.0,95.46,72.55,
Billy Flutie*,Boston College,2008,ACC,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,3.12,2.96,
Billy Tapp*,Ole Miss,2008,SEC,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,
Blaine Gabbert*,Missouri,2008,BIG 12,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.46,0.44,
Blake Joseph*,Houston,2008,CUSA,0.0,0.0,0.0,0.0,201.0,1.0,0.0,0.0,0.0,0.0,3.04,2.13,
Blake Szymanski,Baylor,2008,BIG 12,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.65,0.62,
Bo Bowling*,Oklahoma State,2008,BIG 12,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.33,0.31,
Bo Levi Mitchell,SMU,2008,CUSA,0.0,0.0,0.0,0.0,2865.0,24.0,0.0,0.0,0.0,0.0,85.12,59.58,
Bobby Rome*,North Carolina,2008,ACC,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.85,0.81,
Boo Jackson,Ohio,2008,MAC,0.0,0.0,0.0,0.0,2355.0,19.0,0.0,0.0,0.0,0.0,87.37,61.16,
Brad Gruner,New Mexico,2008,MWC,0.0,0.0,0.0,0.0,1037.0,3.0,0.0,0.0,0.0,0.0,70.4,53.5,
Brad McGuire,Louisiana,2008,SUN BELT,0.0,0.0,0.0,0.0,233.0,2.0,0.0,0.0,0.0,0.0,10.79,8.2,
Brad Starks*,West Virginia,2008,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brady Dalfrey*,LSU,2008,SEC,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,
Brandon Bolden*,Ole Miss,2008,SEC,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,
Brandon Gibson,Washington State,2008,PAC 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon Jones,Ohio,2008,MAC,0.0,0.0,0.0,0.0,193.0,1.0,0.0,0.0,0.0,0.0,5.83,4.08,
Brandon Pendergrass*,Wake Forest,2008,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon Robinson*,Boston College,2008,ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon Rutley,San Jose State,2008,OTHER,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
