Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Roddy White,UAB,CUSA,12.0,71.0,1452.0,20.5,14.0,121.0,0.0,0.0,,0.0,0.0,71.0,1452.0,20.5,14.0,
2.0,Dante Ridgeway,Ball State,MAC,11.0,105.0,1399.0,13.3,8.0,127.2,1.0,-13.0,-13.0,0.0,-1.2,106.0,1386.0,13.1,8.0,
3.0,Mike Hass,Oregon State,Pac-10,12.0,86.0,1379.0,16.0,7.0,114.9,0.0,0.0,,0.0,0.0,86.0,1379.0,16.0,7.0,
4.0,Braylon Edwards,Michigan,Big Ten,12.0,97.0,1330.0,13.7,15.0,110.8,6.0,61.0,10.2,0.0,5.1,103.0,1391.0,13.5,15.0,"H-10,AA"
5.0,Greg Lee,Pitt,Big East,12.0,68.0,1297.0,19.1,10.0,108.1,0.0,0.0,,0.0,0.0,68.0,1297.0,19.1,10.0,
6.0,Chad Owens,Hawaii,WAC,13.0,102.0,1290.0,12.6,17.0,99.2,1.0,0.0,0.0,0.0,0.0,103.0,1290.0,12.5,17.0,
7.0,Eric Deslauriers,Eastern Michigan,MAC,11.0,84.0,1252.0,14.9,13.0,113.8,1.0,13.0,13.0,0.0,1.2,85.0,1265.0,14.9,13.0,
8.0,Derek Hagan,Arizona State,Pac-10,12.0,83.0,1248.0,15.0,10.0,104.0,0.0,0.0,,0.0,0.0,83.0,1248.0,15.0,10.0,
9.0,Lance Moore,Toledo,MAC,13.0,90.0,1189.0,13.2,14.0,91.5,3.0,19.0,6.3,0.0,1.5,93.0,1208.0,13.0,14.0,
10.0,Jarrett Hicks,Texas Tech,Big 12,12.0,76.0,1177.0,15.5,13.0,98.1,2.0,20.0,10.0,0.0,1.7,78.0,1197.0,15.3,13.0,
11.0,Nichiren Flowers,Nevada,WAC,12.0,91.0,1126.0,12.4,6.0,93.8,0.0,0.0,,0.0,0.0,91.0,1126.0,12.4,6.0,
12.0,Taylor Stubblefield,Purdue,Big Ten,12.0,89.0,1095.0,12.3,16.0,91.3,0.0,0.0,,0.0,0.0,89.0,1095.0,12.3,16.0,AA
13.0,Greg Jennings,Western Michigan,MAC,11.0,74.0,1092.0,14.8,11.0,99.3,3.0,12.0,4.0,0.0,1.1,77.0,1104.0,14.3,11.0,
14.0,Paris Warren,Utah,MWC,12.0,80.0,1076.0,13.5,12.0,89.7,28.0,157.0,5.6,2.0,13.1,108.0,1233.0,11.4,14.0,
15.0,Jovon Bouknight,Wyoming,MWC,12.0,63.0,1075.0,17.1,7.0,89.6,11.0,78.0,7.1,0.0,6.5,74.0,1153.0,15.6,7.0,
16.0,Charles Sharon,Bowling Green,MAC,12.0,66.0,1070.0,16.2,15.0,89.2,0.0,0.0,,0.0,0.0,66.0,1070.0,16.2,15.0,
17.0,Tres Moses,Rutgers,Big East,11.0,81.0,1056.0,13.0,5.0,96.0,4.0,3.0,0.8,0.0,0.3,85.0,1059.0,12.5,5.0,
18.0,Kerry Wright,Middle Tennessee State,Sun Belt,11.0,76.0,1048.0,13.8,11.0,95.3,4.0,13.0,3.3,0.0,1.2,80.0,1061.0,13.3,11.0,
