81.0,BenJarvus Green-Ellis,Indiana,Big Ten,11.0,231.0,794.0,3.4,5.0,72.2,14.0,80.0,5.7,0.0,7.3,245.0,874.0,3.6,5.0,
82.0,Damien Nash,Missouri,Big 12,10.0,164.0,792.0,4.8,7.0,79.2,25.0,176.0,7.0,1.0,17.6,189.0,968.0,5.1,8.0,
83.0,Curtis Brown,BYU,MWC,11.0,158.0,789.0,5.0,6.0,71.7,27.0,175.0,6.5,0.0,15.9,185.0,964.0,5.2,6.0,
84.0,Anthony Evans,Houston,CUSA,8.0,153.0,788.0,5.2,4.0,98.5,2.0,40.0,20.0,0.0,5.0,155.0,828.0,5.3,4.0,
85.0,Darius Walker,Notre Dame,Ind,11.0,185.0,786.0,4.2,7.0,71.5,10.0,74.0,7.4,0.0,6.7,195.0,860.0,4.4,7.0,
86.0,Dwight Wright,Oregon State,Pac-10,12.0,209.0,784.0,3.8,6.0,65.3,20.0,245.0,12.3,2.0,20.4,229.0,1029.0,4.5,8.0,
87.0,Tony Hunt,Penn State,Big Ten,11.0,169.0,777.0,4.6,7.0,70.6,39.0,334.0,8.6,0.0,30.4,208.0,1111.0,5.3,7.0,
88.0,T.A. McLendon,North Carolina State,ACC,10.0,167.0,770.0,4.6,6.0,77.0,11.0,136.0,12.4,1.0,13.6,178.0,906.0,5.1,7.0,
89.0,Manuel White,UCLA,Pac-10,12.0,164.0,764.0,4.7,8.0,63.7,20.0,115.0,5.8,1.0,9.6,184.0,879.0,4.8,9.0,
90.0,Robert Merrill,Texas Christian,CUSA,11.0,179.0,753.0,4.2,6.0,68.5,20.0,118.0,5.9,0.0,10.7,199.0,871.0,4.4,6.0,
91.0,Courtney Lewis,Texas A&M,Big 12,11.0,175.0,742.0,4.2,9.0,67.5,12.0,163.0,13.6,2.0,14.8,187.0,905.0,4.8,11.0,
92.0,Michael Bush,Louisville,CUSA,12.0,132.0,734.0,5.6,7.0,61.2,11.0,155.0,14.1,0.0,12.9,143.0,889.0,6.2,7.0,
93.0,Brian Leonard,Rutgers,Big East,10.0,199.0,732.0,3.7,7.0,73.2,61.0,518.0,8.5,2.0,51.8,260.0,1250.0,4.8,9.0,
94.0,Deandra Cobb,Michigan State,Big Ten,12.0,96.0,728.0,7.6,4.0,60.7,7.0,10.0,1.4,0.0,0.8,103.0,738.0,7.2,4.0,
95.0,Michael Brewster,Hawaii,WAC,13.0,113.0,722.0,6.4,6.0,55.5,34.0,273.0,8.0,1.0,21.0,147.0,995.0,6.8,7.0,
