Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Sonny Cumbie,Texas Tech,Big 12,12.0,421.0,642.0,65.6,4742.0,32.0,5.0,18.0,2.8,7.4,7.12,11.3,395.2,138.5,
2.0,Timmy Chang,Hawaii,WAC,13.0,358.0,602.0,59.5,4258.0,38.0,6.3,13.0,2.2,7.1,7.36,11.9,327.5,135.4,
3.0,Omar Jacobs,Bowling Green,MAC,12.0,309.0,462.0,66.9,4002.0,41.0,8.9,4.0,0.9,8.7,10.05,13.0,333.5,167.2,
4.0,Derek Anderson,Oregon State,Pac-10,12.0,279.0,515.0,54.2,3615.0,29.0,5.6,17.0,3.3,7.0,6.66,13.0,301.3,125.1,
5.0,Bruce Gradkowski,Toledo,MAC,13.0,280.0,399.0,70.2,3518.0,27.0,6.8,8.0,2.0,8.8,9.27,12.6,270.6,162.6,
6.0,Josh Betts,Miami (OH),MAC,13.0,267.0,442.0,60.4,3495.0,23.0,5.2,14.0,3.2,7.9,7.52,13.1,268.8,137.7,
7.0,Dan Orlovsky,Connecticut,Big East,12.0,288.0,457.0,63.0,3354.0,23.0,5.0,15.0,3.3,7.3,6.87,11.6,279.5,134.7,
8.0,Matt Leinart,USC,Pac-10,13.0,269.0,412.0,65.3,3322.0,33.0,8.0,6.0,1.5,8.1,9.01,12.3,255.5,156.5,"H-1,AA,Camp"
9.0,Jason White,Oklahoma,Big 12,13.0,255.0,390.0,65.4,3205.0,35.0,9.0,9.0,2.3,8.2,8.97,12.6,246.5,159.4,"H-3,Maxwell"
10.0,Chris Leak,Florida,SEC,12.0,238.0,399.0,59.6,3197.0,29.0,7.3,12.0,3.0,8.0,8.11,13.4,266.4,144.9,
11.0,Ryan Hart,Rutgers,Big East,11.0,295.0,453.0,65.1,3154.0,17.0,3.8,19.0,4.2,7.0,5.83,10.7,286.7,127.6,
