feature,mean_abs_shap,kind
DOM+,0.25945628354117095,base
Y/RR,0.25719759185940444,base
YAC/R,0.1802811380496646,base
EPA/P,0.12124800317720161,base
Breakout Age,0.1,base
Draft Capital,0.1,base
SpeedxBMI,0.09683323056360611,interaction
aDOT,0.06641241353785066,base
Wide%xSlot%,0.03504836916220795,interaction
aYPTPA,0.0300232864161433,base
Drop Rate,0.018801775820519655,base
