feature,mean_abs_shap,kind
DOM+,0.3288314639314128,base
Y/RR,0.20062435455218955,base
YAC/R,0.1668470651364558,base
SpeedxBMI,0.15448733705309683,interaction
EPA/P,0.14783647867531846,base
Breakout Age,0.1,base
Draft Capital,0.1,base
UCTPRR,0.06866151658796955,base
Wide%xSlot%,0.05855306516396562,interaction
CTPRR,0.020986970324839194,base
CC%,0.0199344231745468,base
