position,seed,n_subsets,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
WR,456,30,17,GB,0.8470559272797284,0.8886019940921828,0.6676267965423125,0.821258849060199,11,DOM+|Breakout Age|aDOT|Draft Capital|Drop Rate|YAC/R|Y/RR|EPA/P|aYPTPA,SpeedxBMI|Wide%xSlot%,11.709336694001367
WR,456,30,10,GB,0.8508101995270934,0.8856199202673065,0.6843045185321114,0.8321786148716062,14,DOM+|CTPRR|aYPTPA|Drop Rate|Breakout Age|YAC/R|aDOT|Draft Capital|Y/RR|EPA/P|UCTPRR|CC%,SpeedxBMI|Wide%xSlot%,11.790357126168507
WR,456,30,5,GB,0.8510984922284719,0.8845745499858061,0.6884696853420886,0.8359727901621073,14,DOM+|Breakout Age|EPA/P|aYPTPA|CC%|YAC/R|aDOT|Y/RR|Draft Capital|Drop Rate|UCTPRR|CTPRR,SpeedxBMI|Wide%xSlot%,11.783100905604451
WR,456,30,13,GB,0.8517188994910821,0.8844898153995027,0.6860455197370136,0.8362795804455213,13,DOM+|Drop Rate|CTPRR|aYPTPA|Breakout Age|aDOT|YAC/R|Draft Capital|UCTPRR|EPA/P|Y/RR,SpeedxBMI|Wide%xSlot%,11.794384604953043
WR,456,30,9,GB,0.8447694653076852,0.8818615902197638,0.6941525397147732,0.8457400830720616,13,DOM+|Drop Rate|aYPTPA|aDOT|CTPRR|EPA/P|Y/RR|UCTPRR|Draft Capital|CC%|Breakout Age,SpeedxBMI|Wide%xSlot%,11.875263444828295
WR,456,30,21,GB,0.8525985639107514,0.8818549843223868,0.6878022264147475,0.8457637281935306,13,DOM+|UCTPRR|Breakout Age|Drop Rate|Y/RR|Draft Capital|CC%|CTPRR|EPA/P|aDOT|YAC/R,SpeedxBMI|Wide%xSlot%,11.848107629519488
WR,456,30,7,GB,0.8445067165296501,0.8809120750255606,0.6966899287306749,0.8491320194284859,12,DOM+|Y/RR|Draft Capital|UCTPRR|Breakout Age|aDOT|aYPTPA|Drop Rate|CTPRR|EPA/P,SpeedxBMI|Wide%xSlot%,11.859370512530969
WR,456,30,12,GB,0.8455225831643863,0.8791429278402486,0.7070882099931961,0.8554160374712606,13,DOM+|CC%|UCTPRR|YAC/R|EPA/P|Drop Rate|aDOT|CTPRR|Draft Capital|aYPTPA|Breakout Age,SpeedxBMI|Wide%xSlot%,12.248954915726161
WR,456,30,24,GB,0.8481898008430594,0.8781097384150226,0.6990876666330892,0.8590646694279007,11,DOM+|YAC/R|Breakout Age|aDOT|Draft Capital|Y/RR|CC%|Drop Rate|CTPRR,SpeedxBMI|Wide%xSlot%,11.79605224602531
WR,456,30,22,GB,0.8512765961407224,0.8761173821968985,0.7100759729669149,0.8660571285192552,10,DOM+|UCTPRR|CC%|YAC/R|Y/RR|Breakout Age|EPA/P|Draft Capital,SpeedxBMI|Wide%xSlot%,11.870015577538403
WR,456,30,14,GB,0.840241855527648,0.872909081324351,0.7198010535159896,0.8771999802561982,9,DOM+|CC%|aYPTPA|UCTPRR|Y/RR|Draft Capital|Breakout Age,SpeedxBMI|Wide%xSlot%,11.713143547328261
WR,456,30,4,GB,0.8484699118133442,0.8720026764614329,0.7162746249489664,0.8803224917641664,11,DOM+|Y/RR|Breakout Age|CTPRR|YAC/R|CC%|Draft Capital|aYPTPA|UCTPRR,SpeedxBMI|Wide%xSlot%,11.693199206434347
WR,456,30,20,GB,0.8417117687179498,0.8695007974711904,0.7245305825985454,0.8888843963946367,10,DOM+|CC%|UCTPRR|Y/RR|Breakout Age|aDOT|Draft Capital|Drop Rate,SpeedxBMI|Wide%xSlot%,11.739391508924873
WR,456,30,15,GB,0.8151388103619158,0.8626315970670927,0.7795218889981808,0.9119788745653015,9,DOM+|aDOT|CTPRR|UCTPRR|CC%|Draft Capital|Breakout Age,SpeedxBMI|Wide%xSlot%,11.991795171934903
WR,456,30,25,BR,0.771333687184398,0.8356158056860232,0.8247465417208372,0.9976343231612059,12,DOM+|Y/RR|EPA/P|Draft Capital|Drop Rate|aDOT|YAC/R|aYPTPA|UCTPRR|CC%,SpeedxBMI|Wide%xSlot%,12.069378019330696
