feature,mean_abs_shap,kind
DOM+,0.34135168878917727,base
YAC/R,0.18416051651781076,base
EPA/P,0.18345946802223023,base
Y/RR,0.18115623286685645,base
SpeedxBMI,0.1175205107926762,interaction
Draft Capital,0.1,base
Breakout Age,0.1,base
aYPTPA,0.09475667850838425,base
aDOT,0.075401034650368,base
Wide%xSlot%,0.04264902729527349,interaction
UCTPRR,0.04049135281654312,base
Drop Rate,0.03020254339558509,base
CTPRR,0.0175385068890757,base
CC%,0.005252448612222288,base
