feature,tree_feature_importance,kind
DOM+,0.10836409298959734,base
Breakout Age,0.1,base
Draft Capital,0.1,base
Y/RR,0.046937081835752154,base
YAC/R,0.03215315412282705,base
EPA/P,0.02078669985498956,base
SpeedxBMI,0.019672437640005303,interaction
aDOT,0.013207031186527345,base
Wide%xSlot%,0.008466885534150375,interaction
UCTPRR,0.005536453269825676,base
CTPRR,0.0030152125004547403,base
CC%,0.0005419702961240118,base
Drop Rate,0.00042014865402362,base
