position,seed,n_subsets,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
WR,789,10,5,GB,0.845325409322583,0.8867960663102403,0.5737566809654906,0.7053791375269517,13,DOM+|CTPRR|Breakout Age|Y/RR|UCTPRR|CC%|Draft Capital|YAC/R|Drop Rate|aDOT|EPA/P,SpeedxBMI|Wide%xSlot%,11.995386421324769
WR,789,10,1,GB,0.8074891769883938,0.8297838462495941,0.7179519256604756,0.8649524596383917,9,DOM+|Drop Rate|CC%|CTPRR|Draft Capital|Breakout Age|aYPTPA,SpeedxBMI|Wide%xSlot%,12.229388843439168
WR,789,10,4,BR,0.7734528092685131,0.8062746970959135,0.7461530251438363,0.922752065255498,8,DOM+|YAC/R|Draft Capital|aDOT|EPA/P|Drop Rate,SpeedxBMI|Wide%xSlot%,11.668579278347941
WR,789,10,3,Ridge,0.7805315329996119,0.799454546904224,0.7595999771545608,0.9388544335432764,8,DOM+|EPA/P|YAC/R|Draft Capital|aYPTPA|CC%,SpeedxBMI|Wide%xSlot%,11.678119617779103
WR,789,10,2,BR,0.7664688682503025,0.782064663772432,0.7781067554100991,0.9787137234321706,5,DOM+|EPA/P|Draft Capital,SpeedxBMI|Wide%xSlot%,11.828327696704672
WR,789,10,9,BR,0.7614862540315392,0.7819469680120454,0.7776401502757876,0.9789779644450077,5,DOM+|aYPTPA|Draft Capital,SpeedxBMI|Wide%xSlot%,11.94600243440351
WR,789,10,7,RF,0.37930733167739794,0.39561824821756686,1.3093545348010898,1.6298495733855556,6,DOM+|aYPTPA|CTPRR|Y/RR,SpeedxBMI|Wide%xSlot%,10.828746005377795
WR,789,10,6,RF,0.31945692516003527,0.3284120452383763,1.3809226511710917,1.7180796772852724,4,DOM+|aYPTPA,SpeedxBMI|Wide%xSlot%,10.60098998658522
WR,789,10,8,RF,0.32855653514377725,0.32146086688841125,1.3962084854130576,1.7269481615334492,4,DOM+|EPA/P,SpeedxBMI|Wide%xSlot%,10.26818558595879
WR,789,10,0,RF,0.30794472322904254,0.32113741875982815,1.3832160989855984,1.727359715984346,3,DOM+,SpeedxBMI|Wide%xSlot%,10.172601914318077
