feature,tree_feature_importance,kind
DOM+,0.10135759044147853,base
Breakout Age,0.1,base
Draft Capital,0.1,base
Y/RR,0.053234033728116414,base
YAC/R,0.03019629915594232,base
SpeedxBMI,0.013995346179333462,interaction
EPA/P,0.011610114941102569,base
aDOT,0.009676102500358325,base
Wide%xSlot%,0.009157171324191523,interaction
aYPTPA,0.004958521303807281,base
Drop Rate,0.0014107756038016514,base
