feature,tree_feature_importance,kind
DOM+,0.10361535762311078,base
Breakout Age,0.1,base
Draft Capital,0.1,base
Y/RR,0.037656047942004056,base
YAC/R,0.027956555004598503,base
EPA/P,0.016884078185769716,base
SpeedxBMI,0.012373585916690725,interaction
aDOT,0.008759190412954938,base
Wide%xSlot%,0.0053417095647557925,interaction
aYPTPA,0.00529672319525408,base
CTPRR,0.0017521205573289382,base
CC%,0.0003953366113655365,base
Drop Rate,0.00022402695796865937,base
