Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Larry Johnson,Penn State,Big Ten,13.0,271.0,2087.0,7.7,20.0,160.5,41.0,349.0,8.5,3.0,26.8,312.0,2436.0,7.8,23.0,"H-3,Maxwell,AA,Camp"
2.0,Michael Turner,Northern Illinois,MAC,12.0,338.0,1915.0,5.7,19.0,159.6,10.0,100.0,10.0,0.0,8.3,348.0,2015.0,5.8,19.0,
3.0,Quentin Griffin,Oklahoma,Big 12,14.0,287.0,1884.0,6.6,15.0,134.6,35.0,264.0,7.5,3.0,18.9,322.0,2148.0,6.7,18.0,H-10
4.0,Chris Brown,Colorado,Big 12,12.0,303.0,1841.0,6.1,19.0,153.4,5.0,40.0,8.0,0.0,3.3,308.0,1881.0,6.1,19.0,H-8
5.0,Willis McGahee,Miami (FL),Big East,13.0,282.0,1753.0,6.2,28.0,134.8,27.0,355.0,13.1,0.0,27.3,309.0,2108.0,6.8,28.0,"H-4,AA"
6.0,Avon Cobourne,West Virginia,Big East,13.0,335.0,1710.0,5.1,17.0,131.5,15.0,146.0,9.7,0.0,11.2,350.0,1856.0,5.3,17.0,
7.0,Steven Jackson,Oregon State,Pac-10,13.0,319.0,1690.0,5.3,15.0,130.0,17.0,165.0,9.7,2.0,12.7,336.0,1855.0,5.5,17.0,
8.0,Marcus Merriweather,Ball State,MAC,12.0,332.0,1618.0,4.9,12.0,134.8,22.0,207.0,9.4,2.0,17.3,354.0,1825.0,5.2,14.0,
9.0,Brock Forsey,Boise State,WAC,13.0,295.0,1611.0,5.5,26.0,123.9,36.0,282.0,7.8,6.0,21.7,331.0,1893.0,5.7,32.0,
10.0,Cecil Sapp,Colorado State,MWC,14.0,347.0,1601.0,4.6,17.0,114.4,12.0,63.0,5.3,0.0,4.5,359.0,1664.0,4.6,17.0,
11.0,Rodney Davis,Fresno State,WAC,14.0,313.0,1586.0,5.1,9.0,113.3,19.0,162.0,8.5,0.0,11.6,332.0,1748.0,5.3,9.0,
12.0,Anthony Davis,Wisconsin,Big Ten,13.0,300.0,1555.0,5.2,13.0,119.6,6.0,48.0,8.0,0.0,3.7,306.0,1603.0,5.2,13.0,
13.0,Joffrey Reynolds,Houston,CUSA,12.0,316.0,1545.0,4.9,11.0,128.8,19.0,135.0,7.1,2.0,11.3,335.0,1680.0,5.0,13.0,
14.0,Darren Sproles,Kansas State,Big 12,13.0,237.0,1465.0,6.2,17.0,112.7,9.0,99.0,11.0,0.0,7.6,246.0,1564.0,6.4,17.0,
15.0,Derrick Knight,Boston College,Big East,13.0,259.0,1432.0,5.5,12.0,110.2,37.0,372.0,10.1,2.0,28.6,296.0,1804.0,6.1,14.0,
16.0,Artose Pinner,Kentucky,SEC,12.0,283.0,1414.0,5.0,13.0,117.8,37.0,264.0,7.1,2.0,22.0,320.0,1678.0,5.2,15.0,
17.0,Jammal Lord,Nebraska,Big 12,14.0,251.0,1412.0,5.6,8.0,100.9,0.0,0.0,,0.0,0.0,251.0,1412.0,5.6,8.0,
18.0,Danny Smith,Arkansas State,Sun Belt,13.0,254.0,1390.0,5.5,14.0,106.9,11.0,121.0,11.0,0.0,9.3,265.0,1511.0,5.7,14.0,
19.0,Demarco McCleskey,Cincinnati,CUSA,14.0,315.0,1361.0,4.3,15.0,97.2,32.0,368.0,11.5,2.0,26.3,347.0,1729.0,5.0,17.0,
20.0,Robbie Mixon,Central Michigan,MAC,12.0,255.0,1361.0,5.3,9.0,113.4,26.0,253.0,9.7,1.0,21.1,281.0,1614.0,5.7,10.0,
21.0,Antoineo Harris,Illinois,Big Ten,12.0,278.0,1330.0,4.8,8.0,110.8,16.0,129.0,8.1,0.0,10.8,294.0,1459.0,5.0,8.0,
22.0,Lee Suggs,Virginia Tech,Big East,14.0,257.0,1325.0,5.2,22.0,94.6,11.0,126.0,11.5,2.0,9.0,268.0,1451.0,5.4,24.0,
23.0,Musa Smith,Georgia,SEC,13.0,260.0,1324.0,5.1,8.0,101.8,15.0,107.0,7.1,0.0,8.2,275.0,1431.0,5.2,8.0,
24.0,Terry Jackson II,Minnesota,Big Ten,13.0,239.0,1317.0,5.5,6.0,101.3,7.0,30.0,4.3,1.0,2.3,246.0,1347.0,5.5,7.0,
25.0,Kevin Galbreath,North Texas,Sun Belt,13.0,272.0,1298.0,4.8,9.0,99.8,1.0,21.0,21.0,0.0,1.6,273.0,1319.0,4.8,9.0,
26.0,Cedric Benson,Texas,Big 12,13.0,305.0,1293.0,4.2,12.0,99.5,21.0,119.0,5.7,0.0,9.2,326.0,1412.0,4.3,12.0,
27.0,Keylon Kincade,SMU,WAC,12.0,327.0,1279.0,3.9,7.0,106.6,20.0,143.0,7.2,0.0,11.9,347.0,1422.0,4.1,7.0,
28.0,Tanardo Sharps,Temple,Big East,12.0,311.0,1276.0,4.1,8.0,106.3,27.0,205.0,7.6,1.0,17.1,338.0,1481.0,4.4,9.0,
29.0,Fred Russell,Iowa,Big Ten,11.0,220.0,1264.0,5.7,9.0,114.9,1.0,11.0,11.0,0.0,1.0,221.0,1275.0,5.8,9.0,
30.0,Terry Caulley,Connecticut,Ind,10.0,220.0,1247.0,5.7,15.0,124.7,25.0,205.0,8.2,1.0,20.5,245.0,1452.0,5.9,16.0,
31.0,Maurice Clarett,Ohio State,Big Ten,11.0,222.0,1237.0,5.6,16.0,112.5,12.0,104.0,8.7,2.0,9.5,234.0,1341.0,5.7,18.0,
32.0,Jason Wright,Northwestern,Big Ten,12.0,219.0,1234.0,5.6,12.0,102.8,27.0,266.0,9.9,0.0,22.2,246.0,1500.0,6.1,12.0,
33.0,Chance Harridge,Air Force,MWC,13.0,252.0,1229.0,4.9,22.0,94.5,1.0,15.0,15.0,0.0,1.2,253.0,1244.0,4.9,22.0,
34.0,Ime Akpan,Eastern Michigan,MAC,11.0,267.0,1221.0,4.6,15.0,111.0,26.0,115.0,4.4,0.0,10.5,293.0,1336.0,4.6,15.0,
35.0,Joe Smith,Louisiana Tech,WAC,12.0,208.0,1216.0,5.8,16.0,101.3,47.0,352.0,7.5,0.0,29.3,255.0,1568.0,6.1,16.0,
36.0,Derrick Nix,Southern Mississippi,CUSA,11.0,219.0,1194.0,5.5,11.0,108.5,13.0,138.0,10.6,0.0,12.5,232.0,1332.0,5.7,11.0,
37.0,Chris Downs,Maryland,ACC,14.0,208.0,1154.0,5.5,13.0,82.4,18.0,165.0,9.2,2.0,11.8,226.0,1319.0,5.8,15.0,
38.0,Onterrio Smith,Oregon,Pac-10,10.0,244.0,1141.0,4.7,12.0,114.1,13.0,78.0,6.0,0.0,7.8,257.0,1219.0,4.7,12.0,
