Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Kliff Kingsbury,Texas Tech,Big 12,14.0,479.0,712.0,67.3,5017.0,45.0,6.3,13.0,1.8,7.0,7.49,10.5,358.4,143.7,H-9
2.0,Timmy Chang,Hawaii,WAC,14.0,349.0,624.0,55.9,4474.0,25.0,4.0,22.0,3.5,7.2,6.38,12.8,319.6,122.3,
3.0,Cody Pickett,Washington,Pac-10,13.0,365.0,612.0,59.6,4458.0,28.0,4.6,14.0,2.3,7.3,7.17,12.2,342.9,131.4,
4.0,Byron Leftwich,Marshall,MAC,12.0,331.0,491.0,67.4,4268.0,30.0,6.1,10.0,2.0,8.7,9.0,12.9,355.7,156.5,H-6
5.0,Carson Palmer,USC,Pac-10,13.0,309.0,489.0,63.2,3942.0,33.0,6.7,10.0,2.0,8.1,8.49,12.8,303.2,149.1,"H-1,AA"
6.0,Andrew Walter,Arizona State,Pac-10,14.0,274.0,483.0,56.7,3877.0,28.0,5.8,15.0,3.1,8.0,7.79,14.1,276.9,137.1,
7.0,Ryan Schneider,UCF,MAC,12.0,265.0,430.0,61.6,3770.0,31.0,7.2,16.0,3.7,8.8,8.53,14.2,314.2,151.6,
8.0,Gino Guidugli,Cincinnati,CUSA,14.0,258.0,472.0,54.7,3543.0,22.0,4.7,21.0,4.4,7.5,6.44,13.7,253.1,124.2,
9.0,Luke McCown,Louisiana Tech,WAC,12.0,296.0,505.0,58.6,3539.0,19.0,3.8,19.0,3.8,7.0,6.07,12.0,294.9,122.4,
10.0,Brian Jones,Toledo,MAC,14.0,297.0,423.0,70.2,3446.0,23.0,5.4,9.0,2.1,8.1,8.28,11.6,246.1,152.3,
11.0,Zack Threadgill,Nevada,WAC,12.0,275.0,451.0,61.0,3418.0,26.0,5.8,17.0,3.8,7.6,7.04,12.4,284.8,136.1,
12.0,Jason Gesser,Washington State,Pac-10,13.0,236.0,402.0,58.7,3408.0,28.0,7.0,13.0,3.2,8.5,8.42,14.4,262.2,146.4,H-7
13.0,Rex Grossman,Florida,SEC,13.0,287.0,503.0,57.1,3402.0,22.0,4.4,17.0,3.4,6.8,6.12,11.9,261.7,121.5,
14.0,Eli Manning,Ole Miss,SEC,13.0,279.0,481.0,58.0,3401.0,21.0,4.4,15.0,3.1,7.1,6.54,12.2,261.6,125.6,
15.0,Ken Dorsey,Miami (FL),Big East,13.0,222.0,393.0,56.5,3369.0,28.0,7.1,12.0,3.1,8.6,8.62,15.2,259.2,145.9,H-5
