player_name,pos,birth_date,team,conf,draft_year,draft_round,breakout_year,breakout_age,DOM,PDOM,RDOM,Year,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,avoided_tackles,big_time_throws,breakaway_attempts,breakaway_percent,breakaway_yards,btt_rate,caught_percent,completion_percent,completions,contested_catch_rate,contested_receptions,contested_targets,def_gen_pressures,designed_yards,drop_rate,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,fumbles,gap_attempts,hit_as_threw,interceptions,pass_tds,pass_yds,passing_snaps,pressure_to_sack_rate,qb_rating,rec_tds,rec_yards,rec_yds,receptions,route_rate,routes,run_plays,rush_tds,rush_yds,sack_percent,sacks,scramble_yards,scrambles,slot_rate,slot_snaps,targets,team_pr_tds,team_pr_yds,team_ru_tds,team_ru_yds,total_touches,turnover_worthy_plays,twp_rate,wide_rate,wide_snaps,yards_after_catch,yards_after_catch_per_reception,yards_after_contact,yards_per_reception,yco_attempt,ypa,yprr,zone_attempts
Will Levis,QB,1999-06-27,Kentucky,SEC,2023,2,2021.0,22.18206707734429,0.00127855438117965,0.9391110781206689,0.15738099159763463,2021.5,75.19999999999999,299.5,319.0,9.05,2.6,10.0,11.0,3.0,12.6,65.0,3.1999999999999997,,65.45,209.0,,,,122.5,168.5,7.15,374.0,16.0,0.0,3.5,87.5,,10.0,4.5,6.5,3.5,11.5,21.5,2616.5,390.5,23.55,98.44999999999999,0.0,7.5,7.5,0.5,,0.5,379.5,5.5,134.5,7.949999999999999,29.0,149.0,25.0,,,0.5,22.5,2821.5,18.0,2054.0,47.0,12.0,3.1,,,,,200.0,,2.555,8.2,15.0,9.5
Sam LaPorta,TE,2001-01-12,Iowa,Big Ten,2023,2,2021.0,20.635181382614647,0.2452894580954445,0.0,0.00121654501216545,2021.5,,,,7.7,,14.5,,,,,,64.9,,,40.95,7.0,17.0,,,9.0,,5.5,,,,13.2,,0.5,,,2.5,0.0,0.0,,,,2.0,,663.5,55.5,89.30000000000001,320.0,,0.0,3.0,,,,,32.650000000000006,118.5,85.5,9.5,2279.0,15.0,1483.0,,,,12.65,42.5,333.5,5.949999999999999,,11.899999999999999,,,2.065,
Michael Mayer,TE,2001-07-06,Notre Dame,Ind,2023,2,,,0.1456417456417456,0.0,0.0,2020.0,,,,7.6,,11.0,,,,,,71.2,,,50.0,3.0,6.0,,,10.6,,5.0,,,,,,1.0,,,1.0,0.0,0.0,,,,2.0,,450.0,42.0,92.6,323.0,,0.0,0.0,,,,,51.9,181.0,59.0,15.0,2849.0,33.0,2533.0,,,,9.5,33.0,217.0,5.2,,10.7,,,1.39,
Jonathan Mingo,WR,2001-04-20,Ole Miss,SEC,2023,2,2022.0,21.366187542778917,0.2517499343774608,0.0,0.0141023544800523,2022.0,,,,14.5,,8.0,,,,,,58.6,,,41.2,7.0,17.0,,,7.3,,4.0,,,,,,1.0,,,5.0,0.0,0.0,,,,5.0,,861.0,51.0,91.4,402.0,,1.0,-7.0,,,,,35.0,154.0,87.0,22.0,3117.0,33.0,3336.0,,,,55.9,246.0,373.0,7.3,,16.9,,,2.14,
Luke Musgrave,TE,2000-09-02,Oregon State,Pac-12,2023,2,,,0.0802164986935423,0.0,-0.0001794687724335,2021.0,,,,13.0,,2.0,,,,,,59.5,,,25.0,1.0,4.0,,,12.0,,3.0,,,,,,0.0,,,3.0,0.0,0.0,,,,1.0,,304.0,22.0,81.5,247.0,,0.0,-1.0,,,,,37.3,113.0,37.0,19.0,2820.0,33.0,2786.0,,,,4.3,13.0,100.0,4.5,,13.8,,,1.23,
Jayden Reed,WR,2000-04-28,Michigan State,Big Ten,2023,2,2018.0,18.34360027378508,0.2801122778487487,0.01303970410628015,0.01660129251991505,2021.5,,,,12.5,,8.5,,,,,,61.95,,,58.3,12.5,22.0,,,8.75,,5.5,,,,34.8,,0.0,,,2.0,0.5,12.5,,,,7.5,,831.0,57.0,92.75,365.5,,0.5,22.5,,,,,19.05,74.5,92.5,25.0,3085.0,19.5,1825.5,,,,80.55,318.0,290.5,5.05,,14.5,,,2.25,
Zach Charbonnet,RB,2001-01-08,UCLA,Pac-12,2023,2,2019.0,18.64476386036961,0.04132019596147585,0.0,0.41985598727455115,2021.5,,,199.0,,,59.5,,21.0,41.0,518.5,,,,,,,,,1255.5,,,1.5,9.0,59.5,760.0,50.15,37.5,0.5,106.5,,,0.0,0.0,,,,0.0,250.5,259.0,30.0,,238.5,246.5,13.5,1248.0,,,0.0,0.0,,,34.5,26.0,3088.5,33.5,2862.5,229.0,,,,,,,760.0,,3.825,6.35,1.045,90.5
Rashee Rice,WR,2000-04-22,SMU,American,2023,2,2020.0,20.361396303901437,0.3034504628505114,0.0,0.0,2022.0,,,,11.2,,19.0,,,,,,61.5,,,48.5,16.0,33.0,,,8.6,,9.0,,,,115.1,,3.0,,,4.0,0.0,0.0,,,,10.0,,1355.0,96.0,93.8,440.0,,0.0,0.0,,,,,17.3,81.0,156.0,36.0,4117.0,26.0,2030.0,,,,82.5,387.0,593.0,6.2,,14.0,,,3.05,
Luke Schoonmaker,TE,1998-09-28,Michigan,Big Ten,2023,2,,,0.1304012345679012,0.0,0.0,2022.0,,,,7.8,,1.0,,,,,,77.8,,,28.6,2.0,7.0,,,5.4,,2.0,,,,78.5,,0.0,,,0.0,0.0,0.0,,,,3.0,,418.0,35.0,89.4,194.0,,0.0,0.0,,,,,25.8,56.0,45.0,24.0,3078.0,41.0,3345.0,,,,5.5,12.0,191.0,5.5,,11.9,,,2.15,
Brenton Strange,TE,2000-12-27,Penn State,Big Ten,2023,2,,,0.1413393973132227,0.0,0.0,2022.0,,,,5.2,,6.0,,,,,,84.2,,,62.5,5.0,8.0,,,3.0,,1.0,,,,,,0.0,,,1.0,0.0,0.0,,,,5.0,,362.0,32.0,83.9,250.0,,0.0,0.0,,,,,43.6,130.0,38.0,29.0,3283.0,28.0,2354.0,,,,9.1,27.0,232.0,7.3,,11.3,,,1.45,
Marvin Mims,WR,2002-03-19,Oklahoma,Big 12,2023,2,2020.0,18.455852156057496,0.2747062772742531,0.0,0.0005259467040673,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.0,,1083.0,,,,,0.0,3.0,,,,,,,,27.0,3310.0,28.0,2852.0,,,,,,,,,,,,,
Hendon Hooker,QB,1998-01-13,Tennessee,SEC,2023,3,2019.0,21.631759069130737,0.0,0.8176725823558775,0.16865713057392706,2021.5,76.15,308.0,317.5,10.8,2.67,30.0,17.5,5.5,16.15,113.0,5.1,,68.65,218.0,,,,109.0,305.0,7.050000000000001,398.0,16.5,0.0,13.0,157.0,34.7,23.0,11.0,23.0,2.5,2.5,29.0,3040.0,428.0,30.9,126.5,0.0,0.0,0.0,0.0,,0.5,343.5,5.0,523.0,8.55,34.0,371.0,45.5,,,0.0,35.5,3790.5,35.0,2715.0,57.0,7.0,1.6,,,,,469.0,,4.535,9.6,0.0,16.0
Tank Dell,WR,1999-10-29,San Diego State,MWC,2023,3,,,0.0,0.0,0.0035116153430578,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,13.0,,,,,,,,10.0,2061.0,16.0,1851.0,,,,,,,,,,,,,
Kendre Miller,RB,2002-06-11,Texas Christian,Big 12,2023,3,2021.0,19.225188227241617,0.0147733061640346,0.0,0.4710198297642244,2022.0,,,224.0,,,67.0,,21.0,44.8,627.0,,,,,,,,,1399.0,,,2.0,8.0,67.0,816.0,,38.0,2.0,101.0,,,0.0,0.0,,,,0.0,116.0,116.0,16.0,,189.0,270.0,17.0,1399.0,,,0.0,0.0,,,22.0,33.0,3926.0,37.0,2899.0,240.0,,,,,,,816.0,,3.64,6.2,0.61,119.0
Jalin Hyatt,WR,2001-09-25,Tennessee,SEC,2023,3,2022.0,20.933607118412045,0.3468140450205486,0.0,0.0,2022.0,,,,14.1,,8.0,,,,,,75.3,,,60.0,3.0,5.0,,,6.9,,5.0,,,,113.8,,0.0,,,0.0,0.0,0.0,,,,15.0,,1267.0,67.0,91.1,387.0,,0.0,0.0,,,,,87.3,371.0,89.0,38.0,4239.0,40.0,2593.0,,,,12.2,52.0,489.0,7.3,,18.9,,,3.27,
Cedric Tillman,WR,2000-04-19,Tennessee,SEC,2023,3,2021.0,21.36892539356605,0.3435476851096241,0.0,0.0,2021.0,,,,16.3,,8.0,,,,,,74.4,,,72.2,13.0,18.0,,,4.5,,3.0,,,,,,0.0,,,0.0,0.0,0.0,,,,12.0,,1081.0,64.0,94.6,440.0,,0.0,0.0,,,,,8.8,41.0,86.0,33.0,3342.0,30.0,2837.0,,,,91.0,423.0,321.0,5.0,,16.9,,,2.46,
Tucker Kraft,TE,2000-11-03,Wisconsin,Big Ten,2023,3,,,0.0530871670702179,0.0,0.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,82.0,,,,,0.0,0.0,,,,,,,,14.0,2360.0,19.0,1844.0,,,,,,,,,,,,,
Josh Downs,WR,2001-08-12,North Carolina,ACC,2023,3,2021.0,20.05475701574264,0.3091087206101704,0.0,0.0,2021.5,,,,8.65,,10.0,,,,,,75.55,,,51.5,8.5,15.5,,,6.05,,6.5,,,,41.2,,0.5,,,2.0,0.0,0.0,,,,9.5,,1182.0,97.5,95.55,475.0,,0.0,0.0,,,,,89.05000000000001,443.0,130.0,32.0,3827.0,27.0,2457.0,,,,8.15,40.0,564.5,5.75,,12.05,,,2.49,
Tyjae Spears,RB,2001-06-15,Tulane,American,2023,3,2021.0,20.213552361396303,0.0719806763285024,0.0,0.5551355177578531,2022.0,,,231.0,,,58.0,,21.0,50.0,793.0,,,,,,,,,1586.0,,,2.0,16.0,58.0,1052.0,,35.0,2.0,117.0,,,0.0,0.0,,,,2.0,251.0,256.0,22.0,,202.0,304.0,19.0,1581.0,,,0.0,0.0,,,28.0,30.0,3312.0,34.0,2867.0,253.0,,,,,,,1052.0,,4.55,6.9,1.24,112.0
De'Von Achane,RB,2001-10-13,Texas A&M,SEC,2023,3,2021.0,19.88501026694045,0.1205532345866565,0.0,0.6578327444051826,2022.0,,,196.0,,,51.0,,18.0,42.8,471.0,,,,,,,,,1100.0,,,3.0,7.0,51.0,705.0,161.3,35.0,1.0,79.0,,,0.0,0.0,,,,3.0,196.0,196.0,36.0,,297.0,235.0,8.0,1102.0,,,0.0,0.0,,,44.0,18.0,2633.0,12.0,1698.0,232.0,,,,,,,705.0,,3.6,5.6,0.66,117.0
Tank Bigsby,RB,2001-08-30,Auburn,SEC,2023,3,2020.0,19.006160164271048,0.0364570124663043,0.0,0.442321370070753,2021.5,,,201.0,,,52.5,,15.0,41.35,424.5,,,,,,,,,1040.0,,,3.5,5.0,52.5,721.0,77.7,30.0,2.5,82.5,,,0.0,0.0,,,,0.0,180.0,182.0,25.0,,201.5,251.0,10.0,1036.0,,,0.0,0.0,,,35.0,13.0,2596.5,23.5,2290.5,226.0,,,,,,,721.0,,3.645,5.2,0.895,114.5
Darnell Washington,TE,2001-08-17,Georgia,SEC,2023,3,,,0.0834072308072511,0.0,0.0,2022.0,,,,10.8,,5.0,,,,,,65.1,,,40.0,2.0,5.0,,,6.7,,2.0,,,,127.9,,0.0,,,1.0,0.0,0.0,,,,2.0,,454.0,28.0,86.2,257.0,,0.0,0.0,,,,,28.9,86.0,43.0,31.0,4438.0,44.0,3080.0,,,,5.0,15.0,201.0,7.2,,16.2,,,1.77,
Michael Wilson,WR,2000-02-23,Stanford,Pac-12,2023,3,2019.0,19.520876112251884,0.22371244626258854,0.0,0.0091226708074534,2020.5,,,,9.65,,3.0,,,,,,68.75,,,60.7,10.0,15.5,,,9.0,,3.5,,,,133.1,,0.0,,,0.0,0.0,0.0,,,,4.5,,545.0,41.5,94.75,301.5,,0.0,23.5,,,,,21.25,64.5,60.0,16.5,3100.0,11.0,1278.0,,,,78.65,252.5,202.0,5.4,,13.8,,,1.95,
Tre Tucker,WR,2001-03-08,Cincinnati,American,2023,3,,,0.1745209623973491,0.0,0.0023724792408066,2022.0,,,,8.1,,10.0,,,,,,66.3,,,36.4,4.0,11.0,,,10.2,,6.0,,,,,,1.0,,,0.0,0.0,0.0,,,,3.0,,671.0,53.0,96.5,303.0,,0.0,8.0,,,,,96.5,303.0,80.0,22.0,3155.0,19.0,1686.0,,,,3.2,10.0,333.0,6.3,,12.8,,,2.24,
Cameron Latu,TE,2000-02-24,Alabama,SEC,2023,3,,,0.1237433471318746,0.0,0.0,2021.0,,,,8.3,,4.0,,,,,,68.4,,,50.0,3.0,6.0,,,13.3,,4.0,,,,,,1.0,,,0.0,0.0,0.0,,,,8.0,,410.0,26.0,85.8,313.0,,0.0,0.0,,,,,19.2,70.0,38.0,48.0,5073.0,21.0,2252.0,,,,16.4,60.0,197.0,7.6,,15.7,,,1.31,
Roschon Johnson,RB,2001-01-31,Texas,Big 12,2023,4,2019.0,18.581793292265573,0.03987624036279985,0.0,0.23748578352679484,2020.5,,,108.5,,,36.0,,8.0,32.9,193.0,,,,,,,,,597.5,,,1.5,4.5,36.0,425.0,77.3,16.5,0.5,34.0,,,0.0,0.0,,,,1.0,143.0,143.0,18.5,,140.5,153.5,6.0,601.5,,,0.0,0.0,,,25.5,27.0,3449.5,27.5,2374.5,127.0,,,,,,,425.0,,3.96,5.55,1.04,73.0
Derius Davis,WR,2000-09-11,Texas Christian,Big 12,2023,4,,,0.1433836582843205,0.0,0.0186877115128236,2022.0,,,,7.0,,9.0,,,,,,63.6,,,25.0,2.0,8.0,,,6.7,,3.0,,,,26.7,,0.0,,,2.0,0.0,0.0,,,,5.0,,531.0,42.0,95.3,266.0,,1.0,30.0,,,,,89.2,249.0,66.0,33.0,3926.0,37.0,2899.0,,,,9.7,27.0,401.0,9.5,,12.6,,,2.0,
Jake Haener,QB,1999-03-16,Fresno State,MWC,2023,4,2020.0,21.464750171115675,0.0,0.9047216008264537,0.06984206201751755,2021.0,77.05,281.5,293.5,9.399999999999999,2.86,5.0,18.0,1.0,12.7,25.5,6.300000000000001,,68.0,201.5,,,,112.5,21.5,8.149999999999999,336.5,16.5,0.0,1.5,11.0,68.4,3.5,2.5,2.5,1.0,4.0,17.0,2458.5,352.0,21.8,107.1,0.0,0.0,0.0,0.0,,0.0,193.0,2.5,-52.5,7.3999999999999995,24.5,106.5,18.0,,,0.0,18.0,2963.0,20.0,1294.5,16.0,8.5,2.45,,,,,76.5,,2.16,8.45,,5.0
Stetson Bennett,QB,1997-10-28,Georgia,SEC,2023,4,2021.0,23.84394250513347,0.0,0.9005582287865792,0.1469155844155844,2022.0,76.3,430.0,454.0,9.4,2.53,3.0,28.0,4.0,46.3,118.0,5.9,,68.1,309.0,,,,90.0,178.0,5.8,479.0,19.0,0.0,2.0,30.0,4.0,9.0,7.0,8.0,4.0,7.0,27.0,4128.0,499.0,12.2,110.1,0.0,0.0,0.0,0.0,,0.0,480.0,10.0,205.0,2.3,11.0,77.0,12.0,,,0.0,31.0,4438.0,44.0,3080.0,47.0,12.0,2.4,,,,,41.0,,0.69,9.1,,11.0
Charlie Jones,WR,1998-10-29,Purdue,Big Ten,2023,4,2005.0,6.841889117043121,0.1161704776997962,0.0,0.0,2018.0,,,,18.6,,1.0,,,,,,51.4,,,50.0,3.0,6.0,,,5.3,,1.0,,,,2.7,,0.0,,,3.0,0.0,0.0,,,,3.0,,395.0,18.0,93.7,164.0,,0.0,0.0,,,,,85.1,149.0,35.0,28.0,3155.0,36.0,2654.0,,,,12.6,22.0,87.0,4.8,,21.9,,,2.41,
Tyler Scott,WR,2001-10-12,Cincinnati,American,2023,4,,,0.0041911148365465,0.0,0.0047080979284369,2020.0,,,,4.5,,0.0,,,,,,75.0,,,,0.0,0.0,,,25.0,,1.0,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,20.0,3.0,94.5,52.0,,0.0,20.0,,,,,1.8,1.0,4.0,20.0,2386.0,29.0,2124.0,,,,98.2,54.0,5.0,1.7,,6.7,,,0.38,
Aidan O'Connell,QB,1998-09-01,Purdue,Big Ten,2023,4,2021.0,23.000684462696785,0.0,0.8701689036047222,0.0055038544343357,2022.0,73.0,466.0,499.0,8.3,2.5,2.0,21.0,1.0,37.5,24.0,4.0,,63.7,318.0,,,,135.0,18.0,6.5,533.0,22.0,0.0,0.0,0.0,,2.0,4.0,4.0,6.0,13.0,22.0,3490.0,566.0,16.3,88.1,0.0,0.0,0.0,0.0,,1.0,327.0,1.0,-81.0,4.1,22.0,46.0,11.0,,,0.0,26.0,3903.0,17.0,1694.0,16.0,25.0,4.4,,,,,23.0,,0.85,7.0,0.0,2.0
Clayton Tune,QB,1999-03-23,Houston,American,2023,5,2019.0,20.4435318275154,0.0,0.9990200881920628,0.2945642465229041,2022.0,79.5,458.0,496.0,9.7,3.2,23.0,30.0,5.0,19.5,136.0,5.8,,67.1,333.0,,,,156.0,313.0,8.5,579.0,31.0,0.0,12.0,159.0,63.1,22.0,7.0,24.0,2.0,10.0,40.0,4074.0,609.0,16.7,110.7,0.0,0.0,0.0,0.0,,0.0,323.0,5.0,544.0,4.5,26.0,384.0,55.0,,,0.0,40.0,4082.0,17.0,1844.0,55.0,18.0,3.0,,,,,317.0,,2.88,8.2,,5.0
Dorian Thompson-Robinson,QB,1999-11-14,UCLA,Pac-12,2023,5,2019.0,19.797399041752225,0.0,0.9230684975156084,0.2712386511024643,2022.0,77.4,363.0,384.0,7.0,2.8,24.0,11.0,4.0,11.2,83.0,2.8,,69.3,266.0,,,,146.0,258.0,5.3,447.0,15.0,0.0,12.0,131.0,35.0,25.0,10.0,21.0,3.0,10.0,27.0,3169.0,462.0,11.0,106.7,0.0,0.0,0.0,0.0,,0.0,386.0,12.0,645.0,3.6,16.0,483.0,46.0,,,0.0,29.0,3463.0,36.0,3084.0,67.0,18.0,3.9,,,,,292.0,,2.58,8.2,,28.0
Israel Abanikanda,RB,2002-10-05,Pitt,ACC,2023,5,2021.0,18.90759753593429,0.0636687207819804,0.0,0.6340899537620849,2022.0,,,241.0,,,41.0,,19.0,44.2,631.0,,,,,,,,,1426.0,,,2.0,8.0,41.0,652.0,36.6,38.0,3.0,68.0,,,0.0,0.0,,,,1.0,146.0,146.0,12.0,,161.0,267.0,20.0,1431.0,,,0.0,0.0,,,17.0,13.0,2896.0,30.0,2379.0,253.0,,,,,,,652.0,,2.71,5.9,0.91,171.0
Josh Whyle,TE,1999-09-08,Cincinnati,American,2023,5,2020.0,20.982888432580424,0.18828875419891433,0.0,0.0,2020.5,,,,8.5,,2.5,,,,,,73.7,,,68.75,3.0,5.5,,,5.15,,1.5,,,,52.4,,0.5,,,0.5,0.0,0.0,,,,6.0,,342.5,27.0,84.8,164.5,,0.0,0.0,,,,,42.150000000000006,79.5,37.0,24.5,2881.5,31.5,2272.0,,,,6.8999999999999995,12.5,194.5,7.199999999999999,,12.649999999999999,,,2.26,
Sean Clifford,QB,1998-07-14,Penn State,Big Ten,2023,5,2019.0,21.13347022587269,0.0018275967103259,0.8824136407909445,0.14036357488717985,2020.5,74.9,308.0,336.0,9.649999999999999,2.75,10.5,13.0,2.5,23.85,83.5,3.6,,61.5,207.0,,,,128.5,182.5,10.55,386.0,24.0,0.0,6.5,72.0,15.75,13.0,4.5,22.0,4.0,7.0,23.5,2738.0,407.5,16.0,101.9,0.0,12.0,12.0,1.0,,1.5,349.5,5.0,289.0,5.35,20.5,191.5,27.5,,,1.0,27.0,3080.0,31.0,2425.0,52.5,10.5,2.6,,,,,142.5,,1.755,8.15,6.0,11.5
Justin Shorter,WR,2000-04-17,Florida,SEC,2023,5,,,0.1546964490263459,0.0,0.0,2022.0,,,,17.7,,0.0,,,,,,56.9,,,50.0,6.0,12.0,,,0.0,,0.0,,,,,,0.0,,,2.0,0.0,0.0,,,,2.0,,577.0,29.0,96.4,238.0,,0.0,0.0,,,,,16.6,41.0,51.0,18.0,2910.0,29.0,2603.0,,,,82.6,204.0,88.0,3.0,,19.9,,,2.42,
Dontayvion Wicks,WR,2001-06-16,Virginia,ACC,2023,5,2021.0,20.210814510609172,0.25649169958191553,0.0009552112078115,0.0,2021.5,,,,16.55,,5.5,,,,,,51.5,,,36.55,9.0,21.5,,,15.600000000000001,,7.0,,,,,,1.5,,,2.0,0.0,9.0,,,,5.5,,816.5,43.5,94.45,333.0,,0.0,0.0,,,,,13.3,48.5,82.5,19.0,3460.5,17.0,1355.5,,,,86.69999999999999,304.0,203.5,4.55,,17.700000000000003,,,2.35,
Will Mallory,TE,1999-06-22,Miami (FL),ACC,2023,5,,,0.1771269177126917,0.0,0.0,2022.0,,,,6.9,,6.0,,,,,,71.2,,,38.5,5.0,13.0,,,4.5,,2.0,,,,,,1.0,,,1.0,0.0,0.0,,,,3.0,,538.0,42.0,83.0,322.0,,0.0,0.0,,,,,36.6,142.0,59.0,18.0,2868.0,12.0,1535.0,,,,3.6,14.0,301.0,7.2,,12.9,,,1.68,
Chase Brown,RB,2000-03-21,Illinois,Big Ten,2023,5,2020.0,20.449007529089663,0.1435888122048674,0.0,0.6579258573705589,2022.0,,,329.0,,,80.0,,23.0,32.0,522.0,,,,,,,,,1632.0,,,1.0,6.0,80.0,935.0,68.7,48.0,5.0,114.0,,,0.0,0.0,,,,3.0,240.0,240.0,27.0,,231.0,365.0,10.0,1643.0,,,0.0,0.0,,,30.0,15.0,2753.0,18.0,2161.0,356.0,,,,,,,935.0,,2.84,5.0,1.04,205.0
Jaren Hall,QB,1998-03-24,BYU,Ind,2023,5,,,0.0,0.0,0.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,4.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Payne Durham,TE,2000-06-15,Purdue,Big Ten,2023,5,2022.0,22.21218343600274,0.2255858412660872,0.0,0.0011806375442739,2022.0,,,,7.2,,9.0,,,,,,72.7,,,57.1,8.0,14.0,,,3.4,,2.0,,,,,,0.0,,,2.0,0.0,0.0,,,,8.0,,560.0,56.0,85.2,454.0,,0.0,4.0,,,,,57.2,305.0,77.0,26.0,3903.0,17.0,1694.0,,,,2.8,15.0,263.0,4.7,,10.0,,,1.23,
Eric Gray,RB,1999-11-04,Oklahoma,Big 12,2023,5,2019.0,19.824777549623544,0.08403136457259575,0.0,0.4376839117242603,2021.0,,,184.0,,,40.0,,13.5,28.75,339.0,,,,,,,,,1066.0,,,0.5,7.5,40.0,564.0,44.3,31.5,2.0,79.5,,,0.0,0.0,,,,1.0,250.0,241.5,32.5,,187.0,214.0,7.5,1069.0,,,0.0,0.0,,,36.5,20.5,2678.5,20.0,2133.5,216.5,,,,,,,564.0,,3.0,5.7,1.425,99.0
Davis Allen,TE,2001-02-03,Clemson,ACC,2023,5,,,0.1722576595962701,0.0,0.0,2022.0,,,,9.1,,2.0,,,,,,76.5,,,91.7,11.0,12.0,,,2.5,,1.0,,,,90.6,,1.0,,,1.0,0.0,0.0,,,,5.0,,443.0,39.0,81.9,281.0,,0.0,0.0,,,,,45.5,156.0,51.0,24.0,3253.0,31.0,2491.0,,,,12.0,41.0,194.0,5.0,,11.4,,,1.58,
Evan Hull,RB,2000-10-26,Northwestern,Big Ten,2023,5,2021.0,20.84873374401095,0.1735574001442714,0.0,0.5564229821814322,2021.5,,,208.0,,,49.5,,14.5,35.95,349.5,,,,,,,,,961.5,,,2.0,11.5,49.5,653.5,,23.0,2.0,113.0,,,0.0,0.0,,,,2.0,400.0,405.0,43.5,,246.5,255.5,6.0,961.0,,,0.0,0.0,,,54.0,11.5,2326.0,11.5,1621.0,251.5,,,,,,,653.5,,3.17,4.65,1.5750000000000002,94.5
Puka Nacua,WR,2001-05-29,BYU,Ind,2023,5,2020.0,19.260780287474333,0.2083333333333333,0.0,0.0,2020.0,,,,5.5,,1.0,,,,,,75.0,,,100.0,2.0,2.0,,,25.0,,3.0,,,,,,1.0,,,0.0,0.0,0.0,,,,1.0,,151.0,9.0,98.3,58.0,,0.0,0.0,,,,,0.0,0.0,12.0,4.0,906.0,11.0,705.0,,,,100.0,59.0,89.0,9.9,,16.8,,,2.6,
Parker Washington,WR,2002-03-21,Penn State,Big Ten,2023,6,2020.0,18.45037645448323,0.24001761905438915,0.0,0.0021398002853067,2020.5,,,,10.2,,11.5,,,,,,68.25,,,49.25,5.5,11.5,,,5.35,,2.5,,,,77.3,,0.0,,,1.0,0.0,0.0,,,,5.0,,654.5,50.0,94.9,362.5,,0.0,6.0,,,,,94.35,358.5,72.0,21.0,2897.5,13.0,1485.5,,,,5.65,23.0,272.5,5.199999999999999,,13.2,,,1.775,
Kayshon Boutte,WR,2002-05-07,LSU,SEC,2023,6,2020.0,18.321697467488026,0.2196441130845547,0.0,0.0,2020.5,,,,11.600000000000001,,10.0,,,,,,66.6,,,30.5,3.5,12.5,,,9.65,,4.5,,,,42.1,,0.5,,,0.5,0.0,0.0,,,,7.0,,621.5,41.0,97.0,265.5,,0.0,0.0,,,,,27.0,64.5,63.0,28.0,3215.0,9.0,1352.5,,,,72.85,209.0,301.5,7.3,,14.95,,,2.325,
Tanner McKee,QB,2000-04-27,Stanford,Pac-12,2023,6,2021.0,21.347022587268995,0.0,0.9178297078696499,0.0951684185379837,2021.5,73.8,344.0,374.0,7.9,2.495,1.0,16.0,0.5,10.4,15.0,4.15,,63.300000000000004,235.5,,,,119.5,31.0,7.0,428.5,17.5,0.0,0.0,13.0,8.15,3.0,4.5,0.0,2.0,7.5,14.0,2637.0,456.0,27.25,88.85,0.0,0.0,0.0,0.0,,1.0,232.0,3.0,-45.0,7.5,32.5,97.0,20.5,,,0.0,15.5,2816.5,13.5,1167.5,16.0,11.0,2.55,,,,,71.5,,1.9499999999999997,7.1,0.0,5.5
Trey Palmer,WR,2001-04-02,Nebraska,Big Ten,2023,6,2022.0,21.415468856947296,0.4614983351831299,0.0,0.0253378378378378,2022.0,,,,13.5,,13.0,,,,,,64.5,,,30.4,7.0,23.0,,,12.3,,10.0,,,,,,1.0,,,5.0,0.0,0.0,,,,9.0,,1043.0,71.0,95.2,320.0,,0.0,75.0,,,,,67.3,226.0,110.0,17.0,2650.0,17.0,1480.0,,,,32.1,108.0,385.0,5.4,,14.7,,,3.26,
Chris Rodriguez,RB,2000-09-26,Miami (OH),MAC,2023,6,,,0.0026768642447418,0.0,0.0069390902081727,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,14.0,,,,,0.0,18.0,,,,,,,,10.0,2615.0,10.0,1297.0,,,,,,,,,,,,,
A.T. Perry,WR,1999-10-26,Wake Forest,ACC,2023,6,2021.0,21.8507871321013,0.30280024255070787,0.0,0.0,2021.5,,,,15.149999999999999,,8.0,,,,,,59.8,,,40.0,10.0,25.0,,,10.15,,8.5,,,,,,0.0,,,4.0,0.0,0.0,,,,13.0,,1194.5,76.0,94.75,458.0,,0.0,0.0,,,,,9.15,44.5,127.0,41.0,4179.0,24.0,1972.0,,,,90.75,438.5,243.0,3.25,,15.95,,,2.615,
Elijah Higgins,WR,2000-10-27,Stanford,Pac-12,2023,6,2021.0,20.84599589322382,0.20193142157807334,0.0,0.0093167701863354,2021.5,,,,8.649999999999999,,10.0,,,,,,67.9,,,39.1,6.5,16.0,,,7.300000000000001,,4.0,,,,,,1.0,,,2.0,0.0,0.0,,,,3.0,,602.0,51.5,93.55,337.0,,0.0,24.0,,,,,63.7,236.0,75.5,15.5,2816.5,13.5,1167.5,,,,34.55,117.0,301.5,5.7,,11.65,,,1.7850000000000001,
