player_name,pos,birth_date,team,conf,draft_year,draft_round,breakout_year,breakout_age,DOM,PDOM,RDOM,Year,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,avoided_tackles,big_time_throws,breakaway_attempts,breakaway_percent,breakaway_yards,btt_rate,caught_percent,completion_percent,completions,contested_catch_rate,contested_receptions,contested_targets,def_gen_pressures,designed_yards,drop_rate,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,fumbles,gap_attempts,hit_as_threw,interceptions,pass_tds,pass_yds,passing_snaps,pressure_to_sack_rate,qb_rating,rec_tds,rec_yards,rec_yds,receptions,route_rate,routes,run_plays,rush_tds,rush_yds,sack_percent,sacks,scramble_yards,scrambles,slot_rate,slot_snaps,targets,team_pr_tds,team_pr_yds,team_ru_tds,team_ru_yds,total_touches,turnover_worthy_plays,twp_rate,wide_rate,wide_snaps,yards_after_catch,yards_after_catch_per_reception,yards_after_contact,yards_per_reception,yco_attempt,ypa,yprr,zone_attempts
Andre Brown,RB,1986-12-15,North Carolina State,ACC,2009,4,2005.0,18.713210130047912,0.1076923076923077,0.0,0.4895377888819487,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,309.0,,,,,7.0,767.0,,,,,,,,20.0,2678.0,14.0,1601.0,,,,,,,,,,,,,
Gartrell Johnson,RB,1986-06-21,Arizona,Pac-12,2009,4,,,0.0496918840959748,0.0,0.0037298782881821,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,120.0,,,,,0.0,19.0,,,,,,,,29.0,3945.0,26.0,2547.0,,,,,,,,,,,,,
Johnny Knox,WR,1986-11-03,Ole Miss,SEC,2009,5,,,0.1112531466331025,0.0,0.0020904599011782,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,419.0,,,,,0.0,11.0,,,,,,,,28.0,3632.0,27.0,2631.0,,,,,,,,,,,,,
Kenny McKinley,WR,1987-01-31,South Carolina,SEC,2009,5,2006.0,19.58384668035592,0.29611283815820133,0.0010373443983402,0.003158097606242,2007.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,,,6.5,,805.0,,,,,0.0,8.5,,,,,,,,20.0,2995.0,11.5,1293.5,,,,,,,,,,,,,
Jarett Dillard,WR,1985-12-21,Rice,CUSA,2009,5,2005.0,19.696098562628336,0.47420691872005694,0.00597232016925245,0.00073399882560185,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,6.5,,,,20.5,,1278.5,,,,,0.0,2.5,,,,,,,,38.5,3518.5,18.0,1785.5,,,,,,,,,,,,,
Quinn Johnson,RB,1986-09-30,LSU,SEC,2009,5,,,0.0063049293083683,0.0,0.0620131201312013,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,33.0,,,,,3.0,28.0,,,,,,,,21.0,2617.0,27.0,2168.0,,,,,,,,,,,,,
Davon Drew,TE,1985-12-09,East Carolina,CUSA,2009,5,2008.0,22.729637234770703,0.2159879839786382,0.0,0.0,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,695.0,,,,,0.0,0.0,,,,,,,,15.0,2996.0,17.0,1769.0,,,,,,,,,,,,,
Rhett Bomar,QB,1985-06-02,Oklahoma,Big 12,2009,5,2005.0,20.249144421629023,0.0,0.9734866259971844,0.1172665623369848,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2018.0,,,,0.0,,0.0,,,,,4.0,184.0,,,,,,,,10.0,2131.0,27.0,2130.0,,,,,,,,,,,,,
James Casey,TE,1984-09-22,Rice,CUSA,2009,5,2008.0,23.942505133470227,0.2916225905030559,0.0214210155148095,0.2073646375038237,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,13.0,,1329.0,,,,,6.0,241.0,,,,,,,,48.0,4254.0,21.0,1868.0,,,,,,,,,,,,,
Cornelius Ingram,TE,1985-06-10,Florida,SEC,2009,5,,,0.1854001421730021,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,7.0,,508.0,,,,,0.0,0.0,,,,,,,,32.0,3341.0,39.0,2602.0,,,,,,,,,,,,,
Brooks Foster,WR,1986-06-09,North Carolina,ACC,2009,5,2006.0,20.229979466119097,0.2036178107606679,0.0,0.0055147058823529,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,486.0,,,,,0.0,15.0,,,,,,,,11.0,2156.0,12.0,1360.0,,,,,,,,,,,,,
John Nalbone,TE,1986-05-14,MIA,,2009,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Summers,RB,1985-09-06,Nevada-Las Vegas,MWC,2009,5,2007.0,21.984941820670773,0.1437708834344899,0.0,0.5338500567579318,2007.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,201.0,,,,,7.0,834.0,,,,,,,,17.5,2615.0,13.0,1574.0,,,,,,,,,,,,,
Nate Davis,QB,1996-09-23,Ball State,MAC,2009,5,2006.0,9.938398357289527,0.010143565591164598,0.9867899521526649,0.16905046365620086,2007.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,3629.0,,,,0.5,,6.5,,,,,5.0,273.5,,,,,,,,28.5,3658.0,25.0,2259.5,,,,,,,,,,,,,
Javon Ringer,RB,1987-02-02,Michigan State,Big Ten,2009,5,2005.0,18.57905544147844,0.0342589253516047,0.0,0.942080378250591,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,190.0,,,,,22.0,1637.0,,,,,,,,11.0,2773.0,24.0,1692.0,,,,,,,,,,,,,
Tom Brandstater,QB,1984-10-21,Fresno State,WAC,2009,6,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,49.0,,,,0.0,,0.0,,,,,0.0,-2.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Quinten Lawrence,WR,1984-09-21,KAN,,2009,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Teel,QB,1986-01-06,Rutgers,Big East,2009,6,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,683.0,,,,0.0,,0.0,,,,,0.0,-38.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Zach Miller,TE,1985-12-11,Arizona State,Pac-10,2009,6,,,0.1811565995904344,0.0,0.0,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,4.0,,484.0,,,,,0.0,0.0,,,,,,,,23.0,2569.0,17.0,2206.0,,,,,,,,,,,,,
Bear Pascoe,TE,1986-02-23,Fresno State,WAC,2009,6,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,34.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cedric Peerman,RB,1986-10-10,Virginia,ACC,2009,6,2007.0,20.892539356605067,0.0395816242821985,0.0,0.5839085418464194,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,193.0,,,,,7.0,774.0,,,,,,,,9.0,2438.0,14.0,1159.0,,,,,,,,,,,,,
Aaron Brown,RB,1985-10-10,Texas Christian,MWC,2009,6,2005.0,19.89322381930185,0.09078554554161915,0.0,0.24042642140468226,2006.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,308.0,,,,,5.5,645.5,,,,,,,,14.0,2830.5,24.5,2337.5,,,,,,,,,,,,,
Brandon Gibson,WR,1987-08-13,Alabama,SEC,2009,6,2006.0,19.052703627652292,0.3439585528626624,0.0,0.0076860841423948,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,673.0,,,,,0.0,19.0,,,,,,,,6.0,1898.0,13.0,1236.0,,,,,,,,,,,,,
James Davis,RB,1979-04-26,Wyoming,MWC,2009,6,2005.0,26.351813826146476,0.03157619511183635,0.0,0.5203406212565953,2007.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,87.0,,,,,10.5,907.5,,,,,,,,22.5,2989.5,20.0,1772.5,,,,,,,,,,,,,
Keith Null,QB,1985-09-24,STL,,2009,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Painter,QB,1985-06-24,Purdue,Big Ten,2009,6,2006.0,21.188227241615333,0.0015025041736227,0.885921950171983,0.03277294312114925,2007.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3123.0,,,,0.0,,9.0,,,,,1.5,-5.0,,,,,,,,23.0,3494.0,20.5,1586.0,,,,,,,,,,,,,
Brandon Myers,TE,1985-09-04,Iowa,Big Ten,2009,6,2008.0,22.99247091033539,0.2183530906011854,0.0,0.0,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,4.0,,441.0,,,,,0.0,0.0,,,,,,,,16.0,2362.0,30.0,2453.0,,,,,,,,,,,,,
Dominique Edison,WR,1986-07-16,Colorado State,MWC,2009,6,,,0.0742874469375379,0.0,0.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,78.0,,,,,0.0,0.0,,,,,,,,17.0,2522.0,12.0,1546.0,,,,,,,,,,,,,
John Phillips,TE,1987-06-11,Virginia,ACC,2009,6,,,0.1900692735393309,0.0,0.0,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,385.0,,,,,0.0,0.0,,,,,,,,9.0,2438.0,14.0,1159.0,,,,,,,,,,,,,
Bernard Scott,RB,1984-02-10,Tennessee,SEC,2009,6,,,0.0062634989200863,0.0,0.0445530726256983,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,29.0,,,,,1.0,70.0,,,,,,,,21.0,2315.0,20.0,1790.0,,,,,,,,,,,,,
Chris Ogbonnaya,RB,1986-05-20,Texas,Big 12,2009,7,,,0.1090319361277445,0.0,0.1462744115477234,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,540.0,,,,,4.0,373.0,,,,,,,,36.0,4008.0,33.0,2177.0,,,,,,,,,,,,,
Javarris Williams,RB,1986-04-08,Troy,Sun Belt,2009,7,,,0.0,0.0,0.0423772419876506,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,1.0,69.0,,,,,,,,29.0,3724.0,19.0,2148.0,,,,,,,,,,,,,
Fui Vakapuna,RB,1984-03-09,BYU,MWC,2009,7,2006.0,22.480492813141684,0.0557969135001945,0.0,0.2687443541102077,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,87.0,,,,,8.0,445.0,,,,,,,,33.0,4206.0,27.0,1845.0,,,,,,,,,,,,,
Eddie Williams,RB,1987-08-22,Idaho,WAC,2009,7,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,39.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Demetrius Byrd,WR,1986-06-30,LSU,SEC,2009,7,2007.0,21.17180013689254,0.20619357981699632,0.0,0.0,2007.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5.5,,567.0,,,,,0.0,0.0,,,,,,,,25.0,2885.5,31.0,2583.0,,,,,,,,,,,,,
Manuel Johnson,WR,1986-10-14,Oklahoma,Big 12,2009,7,,,0.1612265024594994,0.0,0.0007196833393306,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,9.0,,714.0,,,,,0.0,4.0,,,,,,,,51.0,4891.0,45.0,2779.0,,,,,,,,,,,,,
Julian Edelman,WR,1986-05-22,Kent State,MAC,2009,7,2006.0,20.279260780287473,0.0027013752455795,0.9112405276452428,0.4883012756160569,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1820.0,,,,0.0,,11.0,,,,,13.0,1370.0,,,,,,,,14.0,2036.0,27.0,2767.0,,,,,,,,,,,,,
Sammie Stroughter,WR,1986-01-03,Oregon State,Pac-10,2009,7,2006.0,20.65982203969884,0.30809095799644204,0.0,0.0075344932777618,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.0,,1166.5,,,,,0.0,30.0,,,,,,,,22.5,3315.0,20.5,1855.0,,,,,,,,,,,,,
Jake O'Connell,TE,1985-11-06,Miami (OH),MAC,2009,7,,,0.1016787772488098,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,152.0,,,,,0.0,0.0,,,,,,,,13.0,3070.0,14.0,1699.0,,,,,,,,,,,,,
LaRod Stephens-Howling,RB,1987-04-26,Pitt,Big East,2009,7,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,41.0,,,,,0.0,434.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
David Johnson,TE,1987-08-26,Tulsa,CUSA,2009,7,,,0.1354507358953393,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,204.0,,,,,0.0,0.0,,,,,,,,16.0,2446.0,16.0,2112.0,,,,,,,,,,,,,
Marko Mitchell,WR,1985-03-11,Nevada,WAC,2009,7,,,0.0,0.0,0.0,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,4.0,,493.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cameron Morrah,TE,1987-03-18,California,Pac-10,2009,7,2008.0,21.45927446954141,0.2260721524118362,0.0,0.0,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,8.0,,326.0,,,,,0.0,0.0,,,,,,,,25.0,2467.0,22.0,2421.0,,,,,,,,,,,,,
Rashad Jennings,RB,1985-03-26,Pitt,Big East,2009,7,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,35.0,,,,,1.0,411.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Derek Kinder,WR,1986-05-25,Pitt,Big East,2009,7,,,0.0,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,3.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Freddie Brown,WR,1986-06-24,Utah,MWC,2009,7,,,0.0416666666666666,0.0,-0.0011483693155718,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,219.0,,,,,0.0,-5.0,,,,,,,,18.0,2628.0,20.0,2177.0,,,,,,,,,,,,,
Tiquan Underwood,WR,1987-02-17,Rutgers,Big East,2009,7,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,47.0,,,,,0.0,63.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Dan Gronkowski,TE,1985-01-21,Maryland,ACC,2009,7,,,0.153405284704131,0.0,0.0,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,287.0,,,,,0.0,0.0,,,,,,,,15.0,2687.0,18.0,1872.0,,,,,,,,,,,,,
Sam Bradford,QB,1987-11-08,Oklahoma,Big 12,2010,1,2007.0,19.813826146475016,0.0,0.9727149907192484,0.0640118347926912,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4720.0,,,,0.0,,0.0,,,,,5.0,47.0,,,,,,,,51.0,4891.0,45.0,2779.0,,,,,,,,,,,,,
C.J. Spiller,RB,1987-08-05,Clemson,ACC,2010,1,2006.0,19.07460643394935,0.1805205098343685,0.0249013328157349,0.5040880503144654,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,,,,4.0,,503.0,,,,,12.0,1212.0,,,,,,,,23.0,2688.0,24.0,2385.0,,,,,,,,,,,,,
Ryan Mathews,RB,1987-10-10,Fresno State,WAC,2010,1,,,0.0,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,14.0,866.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Jermaine Gresham,TE,1988-06-16,Oklahoma,Big 12,2010,1,2007.0,19.208761122518823,0.2343720559170304,0.0,0.0008996041741633,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,14.0,,950.0,,,,,0.0,5.0,,,,,,,,51.0,4891.0,45.0,2779.0,,,,,,,,,,,,,
Demaryius Thomas,WR,1987-12-25,Georgia Tech,ACC,2010,1,2007.0,19.685147159479808,0.6888900276724403,0.0,0.0003626692456479,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,8.0,,1154.0,,,,,0.0,3.0,,,,,,,,11.0,1774.0,47.0,4136.0,,,,,,,,,,,,,
Dez Bryant,WR,1988-11-04,Oklahoma State,Big 12,2010,1,2007.0,18.822724161533195,0.3921097057325841,0.0,0.0,2008.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,11.5,,901.5,,,,,0.0,0.0,,,,,,,,22.5,2741.0,30.0,2816.0,,,,,,,,,,,,,
Tim Tebow,QB,1987-08-14,Florida,SEC,2010,1,2006.0,19.04996577686516,0.0,0.902370849995087,0.4233630301629834,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,3090.5,,,,0.0,,0.0,,,,,18.5,902.5,,,,,,,,30.0,3323.0,34.5,2853.5,,,,,,,,,,,,,
Jahvid Best,RB,1989-01-30,California,Pac-10,2010,1,2008.0,19.586584531143053,0.10887840157902379,0.0,0.5431099383953045,2008.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.5,,229.5,,,,,13.5,1223.5,,,,,,,,21.5,2681.0,24.5,2312.0,,,,,,,,,,,,,
Dexter McCluster,WR,1989-08-25,Ole Miss,SEC,2010,2,2008.0,19.019849418206707,0.1596023526403273,0.0274741081703107,0.4266862170087976,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,27.0,,,,3.0,,520.0,,,,,8.0,1169.0,,,,,,,,22.0,2844.0,22.0,2387.0,,,,,,,,,,,,,
Arrelious Benn,WR,1988-09-08,Illinois,Big Ten,2010,2,2007.0,18.978781656399725,0.20190014989036664,0.0,0.05558021609557265,2008.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.5,,772.5,,,,,1.5,62.0,,,,,,,,18.5,2774.5,19.5,2219.5,,,,,,,,,,,,,
Rob Gronkowski,TE,1989-05-14,Arizona,Pac-10,2010,2,2008.0,19.301848049281315,0.314260193358554,0.0,0.0,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,10.0,,672.0,,,,,0.0,0.0,,,,,,,,24.0,3172.0,33.0,2059.0,,,,,,,,,,,,,
Jimmy Clausen,QB,1987-09-21,Notre Dame,Ind,2010,2,,,0.0,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1254.0,,,,0.0,,0.0,,,,,2.0,-187.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Toby Gerhart,RB,1987-03-28,Stanford,Pac-10,2010,2,2006.0,19.430527036276523,0.0288390889052167,0.0390206780728455,0.6887240946105944,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,,,,0.0,,157.0,,,,,28.0,1871.0,,,,,,,,14.0,2722.0,39.0,2837.0,,,,,,,,,,,,,
Ben Tate,RB,1988-08-21,Auburn,SEC,2010,2,2007.0,19.028062970568104,0.0183759187959397,0.0,0.4554305757135946,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,105.0,,,,,10.0,1362.0,,,,,,,,25.0,2857.0,24.0,2756.0,,,,,,,,,,,,,
Montario Hardesty,RB,1987-02-01,Tennessee,SEC,2010,2,2006.0,19.581108829568787,0.0691827716810721,0.0,0.6712780482778165,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,302.0,,,,,13.0,1345.0,,,,,,,,28.0,2942.0,19.0,2043.0,,,,,,,,,,,,,
Golden Tate,WR,1988-08-02,Notre Dame,Ind,2010,2,,,0.0,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,131.0,,,,,0.0,4.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ed Dickson,TE,1987-07-25,Oregon,Pac-10,2010,3,2009.0,22.105407255304584,0.3050341296928328,0.0,0.0,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.0,,551.0,,,,,0.0,0.0,,,,,,,,16.0,2344.0,38.0,3012.0,,,,,,,,,,,,,
Damian Williams,WR,1988-05-26,Texas State,Sun Belt,2010,3,2008.0,20.268309377138944,0.3622404844290657,0.0,0.003690036900369,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.0,,1010.0,,,,,0.0,16.0,,,,,,,,16.0,2890.0,24.0,2168.0,,,,,,,,,,,,,
Brandon LaFell,WR,1986-11-04,LSU,SEC,2010,3,2008.0,21.82614647501711,0.4570572644051941,0.0,0.0040726817042606,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,11.0,,792.0,,,,,0.0,13.0,,,,,,,,19.0,2363.0,15.0,1596.0,,,,,,,,,,,,,
Emmanuel Sanders,WR,1987-03-17,SMU,CUSA,2010,3,2006.0,19.460643394934976,0.3417150225660864,0.0,0.0021023125437981,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,7.0,,1339.0,,,,,0.0,6.0,,,,,,,,22.0,3666.0,23.0,1427.0,,,,,,,,,,,,,
Jordan Shipley,WR,1985-12-23,Texas,Big 12,2010,3,2008.0,22.691307323750856,0.4179515567196824,0.0,0.0,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,13.0,,1485.0,,,,,0.0,0.0,,,,,,,,29.0,3831.0,28.0,2066.0,,,,,,,,,,,,,
Colt McCoy,QB,1986-09-05,Texas,Big 12,2010,3,2006.0,19.98904859685147,0.0,0.9612487951698783,0.14305682646344256,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,3412.0,,,,0.0,,0.0,,,,,3.5,420.0,,,,,,,,25.5,3575.5,31.5,2382.0,,,,,,,,,,,,,
Eric Decker,WR,1987-03-15,Minnesota,Big Ten,2010,3,2007.0,20.465434633812457,0.3646966036392636,0.0173169825343738,0.0286111111111111,2008.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.5,,,,6.0,,916.0,,,,,0.5,43.5,,,,,,,,15.0,2769.5,16.5,1321.5,,,,,,,,,,,,,
Andre Roberts,WR,1988-01-09,North Carolina State,ACC,2010,3,,,0.0466017046967948,0.0,0.0030701754385964,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,185.0,,,,,0.0,7.0,,,,,,,,28.0,3218.0,13.0,1140.0,,,,,,,,,,,,,
Armanti Edwards,WR,1988-03-08,BYU,Ind,2010,3,,,0.0,0.0,0.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,9.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Taylor Price,WR,1987-10-08,Ohio,MAC,2010,3,2007.0,19.89869952087611,0.2500078367449296,0.0269662393028431,0.032844387755102,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,,,,5.0,,784.0,,,,,0.0,103.0,,,,,,,,23.0,2774.0,9.0,1568.0,,,,,,,,,,,,,
Tony Moeaki,TE,1987-06-08,Iowa,Big Ten,2010,3,,,0.1722877508978542,0.0,0.0,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,4.0,,387.0,,,,,0.0,0.0,,,,,,,,19.0,2887.0,13.0,1485.0,,,,,,,,,,,,,
Jimmy Graham,TE,1986-11-24,Miami (FL),ACC,2010,3,,,0.1312775330396476,0.0,0.0,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5.0,,213.0,,,,,0.0,0.0,,,,,,,,25.0,3405.0,21.0,1794.0,,,,,,,,,,,,,
Mardy Gilyard,WR,1986-12-02,Cincinnati,Big East,2010,4,,,0.0,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,536.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Mike Williams,WR,1980-01-11,Nebraska,Big Ten,2010,4,2000.0,20.640657084188913,0.3707220145284338,0.0023821464393179,0.0024298056155507,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,,,,14.0,,1265.0,,,,,0.0,9.0,,,,,,,,33.0,3988.0,25.0,1852.0,,,,,,,,,,,,,
Marcus Easley,WR,1987-11-02,Connecticut,Big East,2010,4,,,0.0,0.0,0.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,10.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Jacoby Ford,WR,1987-07-27,Clemson,ACC,2010,4,2008.0,21.100616016427104,0.2753380564182194,0.0319697851966873,0.0672431865828092,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,55.0,,,,6.0,,779.0,,,,,2.0,122.0,,,,,,,,23.0,2688.0,24.0,2385.0,,,,,,,,,,,,,
Joe McKnight,RB,1988-04-16,USC,Pac-10,2010,4,2009.0,21.377138945927445,0.0252595155709342,0.0,0.4005227552275522,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,146.0,,,,,8.0,1014.0,,,,,,,,16.0,2890.0,24.0,2168.0,,,,,,,,,,,,,
