position,seed,n_subsets,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
TE,456,55,53,GB,0.6892154597200737,0.7202567377783393,1.3235253109650553,1.6005809236107877,10,40 Time|Draft Age|Height|Y/RR|CC%|Conference Rank|DOM+|Weight|Drop Rate|aDOT,,15.150472805011782
TE,456,55,30,GB,0.724293407530506,0.7022233718352562,1.3564214271833592,1.6513651796290385,13,aYPTPA|YAC/R|EPA/P|Draft Age|Breakout Age|Weight|Y/RR|Conference Rank|CC%|aDOT|40 Time|Drop Rate|DOM+,,13.819489381208594
TE,456,55,36,GB,0.7237311865680637,0.6965654001648488,1.3717255012802556,1.6669799231980864,11,Breakout Age|aYPTPA|YAC/R|Draft Age|DOM+|Drop Rate|CC%|Y/RR|40 Time|Weight|aDOT,,13.44832468306809
TE,456,55,27,GB,0.7385587406605896,0.6706807503362229,1.392300227386,1.7366263149044026,13,Height|Draft Age|Breakout Age|aYPTPA|aDOT|40 Time|DOM+|Y/RR|CC%|EPA/P|Weight|Conference Rank|YAC/R,,14.117321078403837
TE,456,55,11,GB,0.7317651620285522,0.6687755468884021,1.3955201514968099,1.7416425034622454,13,Draft Age|Breakout Age|CC%|Weight|aYPTPA|Height|EPA/P|Drop Rate|Y/RR|YAC/R|40 Time|Conference Rank|DOM+,,14.934936828131956
TE,456,55,35,GB,0.7233122164224971,0.6651389553012843,1.3901538891012217,1.751177355980068,8,YAC/R|DOM+|EPA/P|Height|Y/RR|40 Time|Draft Age|CC%,,14.387195113112334
TE,456,55,42,GB,0.7347241158861165,0.6608026894164248,1.4042343088174862,1.7624792758378254,14,40 Time|Height|aYPTPA|CC%|Weight|DOM+|Breakout Age|Drop Rate|Conference Rank|Draft Age|aDOT|Y/RR|EPA/P|YAC/R,,14.770294220974147
TE,456,55,13,GB,0.7343271392162385,0.6606103644632241,1.4037387252136244,1.7629788681082323,14,aYPTPA|40 Time|Y/RR|Breakout Age|DOM+|aDOT|CC%|Weight|YAC/R|Drop Rate|Height|EPA/P|Draft Age|Conference Rank,,14.770294220974145
TE,456,55,48,GB,0.7346662185624202,0.6602201725998416,1.4022488232836443,1.7639920139644811,14,Height|CC%|Weight|DOM+|Y/RR|YAC/R|aDOT|Drop Rate|Conference Rank|EPA/P|Draft Age|aYPTPA|40 Time|Breakout Age,,14.770294220974149
TE,456,55,39,GB,0.7348700149214322,0.6580193763477158,1.40618997260909,1.769695591141638,14,40 Time|Conference Rank|CC%|DOM+|Drop Rate|Y/RR|YAC/R|Height|Breakout Age|aDOT|Draft Age|Weight|aYPTPA|EPA/P,,14.770294220974149
TE,456,55,21,GB,0.4459929028418836,0.653757480039792,1.5189344596171426,1.7806887662430666,9,DOM+|Draft Age|aDOT|Breakout Age|aYPTPA|Height|Weight|EPA/P|Y/RR,,11.718042680830044
TE,456,55,12,GB,0.4404033315765449,0.6522336758063145,1.5251934233445619,1.7846028467674175,6,EPA/P|DOM+|Weight|Draft Age|Breakout Age|Y/RR,,11.390825743615714
TE,456,55,16,GB,0.7267290521864076,0.6429724198828859,1.3678335788084357,1.8082093146875284,12,Draft Age|EPA/P|Breakout Age|aDOT|Y/RR|YAC/R|Conference Rank|aYPTPA|DOM+|40 Time|CC%|Height,,14.824102974914123
TE,456,55,50,GB,0.7361283365876315,0.641778536327485,1.4494820051512824,1.8112300752287829,13,Drop Rate|Breakout Age|aDOT|YAC/R|40 Time|Height|aYPTPA|CC%|EPA/P|Y/RR|Conference Rank|DOM+|Draft Age,,14.448838445258334
TE,456,55,38,GB,0.5525851839046059,0.6360690773654334,1.4715913453806537,1.8256070246508194,7,Draft Age|YAC/R|Weight|DOM+|Y/RR|Breakout Age|Drop Rate,,11.57199108191983
