position,seed,n_subsets,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
TE,123,60,30,GB,0.6503352318106476,0.7559629192810824,1.3106271366697748,1.6141649638907736,12,YAC/R|CC%|Breakout Age|Draft Age|40 Time|aDOT|Drop Rate|aYPTPA|Y/RR|DOM+|EPA/P|Height,,12.942390378500448
TE,123,60,3,GB,0.6686732210369446,0.750147873054038,1.2958749833581436,1.6332833372045383,13,aYPTPA|EPA/P|Draft Age|40 Time|CC%|Conference Rank|DOM+|Y/RR|YAC/R|Height|aDOT|Drop Rate|Breakout Age,,12.934266866632777
TE,123,60,43,GB,0.6709482092827244,0.7475911129694497,1.3088878045620802,1.6416188372453226,12,Y/RR|Height|CC%|DOM+|Conference Rank|40 Time|Drop Rate|aDOT|Draft Age|aYPTPA|YAC/R|Breakout Age,,12.895116166910011
TE,123,60,8,GB,0.6635937693552839,0.7415606760933213,1.4348108569022402,1.6611134858332515,11,aYPTPA|DOM+|Weight|Conference Rank|EPA/P|YAC/R|40 Time|aDOT|Y/RR|Height|Breakout Age,,12.600131325989784
TE,123,60,11,GB,0.6909708219591758,0.7391737983988467,1.3699786165531238,1.6687666596317616,14,Draft Age|Weight|Y/RR|EPA/P|YAC/R|CC%|Height|Breakout Age|Conference Rank|40 Time|DOM+|aYPTPA|aDOT|Drop Rate,,13.179971930651185
TE,123,60,53,GB,0.6933209100607952,0.7381918151012457,1.3664555419869295,1.671905074195945,14,aYPTPA|Breakout Age|Weight|CC%|DOM+|Drop Rate|aDOT|Height|Y/RR|YAC/R|40 Time|Conference Rank|EPA/P|Draft Age,,13.209453106892067
TE,123,60,37,GB,0.6920045257938934,0.7365585228049878,1.377385789450556,1.6771120619447564,14,aDOT|Height|CC%|YAC/R|Breakout Age|Weight|EPA/P|Y/RR|Drop Rate|Conference Rank|aYPTPA|40 Time|DOM+|Draft Age,,13.128146621778091
TE,123,60,20,GB,0.6905714254576667,0.7360375287599633,1.3654752153815815,1.6787696100145275,14,Height|Drop Rate|Draft Age|Weight|Y/RR|Conference Rank|Breakout Age|aDOT|YAC/R|aYPTPA|CC%|EPA/P|DOM+|40 Time,,13.228373502052191
TE,123,60,57,GB,0.6924479490745499,0.735892978118733,1.3755772877748216,1.6792292094593178,14,CC%|Conference Rank|Y/RR|Draft Age|EPA/P|Drop Rate|DOM+|Weight|Breakout Age|Height|aYPTPA|aDOT|YAC/R|40 Time,,13.15314589507185
TE,123,60,52,GB,0.6901578289840654,0.7346872671261948,1.3775036714000752,1.683057883898384,13,Weight|aDOT|Conference Rank|Drop Rate|YAC/R|CC%|DOM+|Height|40 Time|Y/RR|aYPTPA|Breakout Age|Draft Age,,13.235947708382707
TE,123,60,56,GB,0.6611847941910668,0.7340368365469536,1.3622076099482383,1.6851196812815974,11,Drop Rate|Conference Rank|Draft Age|aYPTPA|DOM+|40 Time|Breakout Age|EPA/P|YAC/R|Y/RR|Height,,12.35909501839459
TE,123,60,29,GB,0.6912026797604837,0.732908615024038,1.381935126829495,1.6886900560527762,12,YAC/R|Draft Age|Height|Drop Rate|Y/RR|Weight|aDOT|40 Time|Conference Rank|DOM+|Breakout Age|EPA/P,,13.206822299375645
TE,123,60,38,GB,0.5804139777206428,0.7229102126079126,1.4173878347469921,1.7200072031931344,13,aDOT|Draft Age|aYPTPA|40 Time|CC%|Drop Rate|Weight|Height|EPA/P|YAC/R|Conference Rank|Y/RR|Breakout Age,,12.225366217883652
TE,123,60,24,GB,0.6888031232091346,0.7179444509193194,1.4327581453536953,1.735350998987758,13,aYPTPA|Height|40 Time|Draft Age|Drop Rate|Weight|DOM+|EPA/P|Conference Rank|Y/RR|CC%|Breakout Age|YAC/R,,13.29993674845991
TE,123,60,22,GB,0.49068784145816424,0.7166133444881773,1.4094594509637928,1.7394410053176572,9,Y/RR|aDOT|40 Time|CC%|YAC/R|Draft Age|Height|Drop Rate|aYPTPA,,12.638289342087566
