Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,LaDainian Tomlinson,Texas Christian,WAC,11.0,369.0,2158.0,5.8,22.0,196.2,10.0,40.0,4.0,0.0,3.6,379.0,2198.0,5.8,22.0,"H-4,AA"
2.0,Damien Anderson,Northwestern,Big Ten,11.0,293.0,1914.0,6.5,22.0,174.0,15.0,120.0,8.0,0.0,10.9,308.0,2034.0,6.6,22.0,"H-5,AA"
3.0,Michael Bennett,Wisconsin,Big Ten,10.0,294.0,1598.0,5.4,10.0,159.8,4.0,23.0,5.8,0.0,2.3,298.0,1621.0,5.4,10.0,
4.0,Deonce Whitaker,San Jose State,WAC,10.0,224.0,1577.0,7.0,15.0,157.7,3.0,37.0,12.3,1.0,3.7,227.0,1614.0,7.1,16.0,
5.0,Robert Sanford,Western Michigan,MAC,12.0,293.0,1571.0,5.4,18.0,130.9,6.0,52.0,8.7,0.0,4.3,299.0,1623.0,5.4,18.0,
6.0,Rudi Johnson,Auburn,SEC,12.0,324.0,1567.0,4.8,13.0,130.6,9.0,70.0,7.8,0.0,5.8,333.0,1637.0,4.9,13.0,H-10
7.0,Anthony Thomas,Michigan,Big Ten,11.0,287.0,1551.0,5.4,16.0,141.0,13.0,239.0,18.4,1.0,21.7,300.0,1790.0,6.0,17.0,
8.0,Ken Simonton,Oregon State,Pac-10,11.0,266.0,1474.0,5.5,18.0,134.0,4.0,14.0,3.5,0.0,1.3,270.0,1488.0,5.5,18.0,H-9
9.0,Chester Taylor,Toledo,MAC,11.0,250.0,1470.0,5.9,18.0,133.6,17.0,129.0,7.6,1.0,11.7,267.0,1599.0,6.0,19.0,
10.0,T.J. Duckett,Michigan State,Big Ten,11.0,240.0,1353.0,5.6,7.0,123.0,8.0,39.0,4.9,0.0,3.5,248.0,1392.0,5.6,7.0,
11.0,Emmett White,Utah State,Big West,11.0,242.0,1322.0,5.5,13.0,120.2,47.0,592.0,12.6,2.0,53.8,289.0,1914.0,6.6,15.0,
