Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,LaMichael James,Oregon,Pac-10,12.0,294.0,1731.0,5.9,21.0,144.3,17.0,208.0,12.2,3.0,17.3,311.0,1939.0,6.2,24.0,"H-3,AA"
2.0,Denard Robinson,Michigan,Big Ten,13.0,256.0,1702.0,6.6,14.0,130.9,0.0,0.0,,0.0,0.0,256.0,1702.0,6.6,14.0,H-6
3.0,Mikel Leshoure,Illinois,Big Ten,13.0,281.0,1697.0,6.0,17.0,130.5,17.0,196.0,11.5,3.0,15.1,298.0,1893.0,6.4,20.0,
4.0,Jordan Todman,Connecticut,Big East,12.0,334.0,1695.0,5.1,14.0,141.3,19.0,94.0,4.9,0.0,7.8,353.0,1789.0,5.1,14.0,
5.0,Bobby Rainey,Western Kentucky,Sun Belt,12.0,340.0,1649.0,4.9,15.0,137.4,29.0,230.0,7.9,0.0,19.2,369.0,1879.0,5.1,15.0,
6.0,Vai Taua,Nevada,WAC,13.0,284.0,1610.0,5.7,19.0,123.8,18.0,226.0,12.6,3.0,17.4,302.0,1836.0,6.1,22.0,
7.0,Daniel Thomas,Kansas State,Big 12,13.0,298.0,1585.0,5.3,19.0,121.9,27.0,171.0,6.3,0.0,13.2,325.0,1756.0,5.4,19.0,
8.0,Lance Dunbar,North Texas,Sun Belt,12.0,274.0,1553.0,5.7,13.0,129.4,28.0,332.0,11.9,3.0,27.7,302.0,1885.0,6.2,16.0,
9.0,Kendall Hunter,Oklahoma State,Big 12,13.0,271.0,1548.0,5.7,16.0,119.1,20.0,101.0,5.1,0.0,7.8,291.0,1649.0,5.7,16.0,AA
10.0,Ronnie Hillman,San Diego State,MWC,13.0,262.0,1532.0,5.8,17.0,117.8,9.0,68.0,7.6,1.0,5.2,271.0,1600.0,5.9,18.0,
11.0,Zach Line,SMU,CUSA,14.0,244.0,1494.0,6.1,10.0,106.7,17.0,163.0,9.6,0.0,11.6,261.0,1657.0,6.3,10.0,
12.0,Cam Newton,Auburn,SEC,14.0,264.0,1473.0,5.6,20.0,105.2,2.0,42.0,21.0,1.0,3.0,266.0,1515.0,5.7,21.0,"H-1,Maxwell,AA,Camp"
13.0,Chris Polk,Washington,Pac-10,13.0,260.0,1415.0,5.4,9.0,108.8,22.0,180.0,8.2,0.0,13.8,282.0,1595.0,5.7,9.0,
14.0,Bilal Powell,Louisville,Big East,12.0,229.0,1405.0,6.1,11.0,117.1,18.0,158.0,8.8,3.0,13.2,247.0,1563.0,6.3,14.0,
15.0,Chad Spann,Northern Illinois,MAC,14.0,258.0,1388.0,5.4,22.0,99.1,9.0,45.0,5.0,0.0,3.2,267.0,1433.0,5.4,22.0,
16.0,Knile Davis,Arkansas,SEC,13.0,204.0,1322.0,6.5,13.0,101.7,19.0,136.0,7.2,1.0,10.5,223.0,1458.0,6.5,14.0,
17.0,Rodney Stewart,Colorado,Big 12,12.0,290.0,1318.0,4.5,10.0,109.8,29.0,290.0,10.0,0.0,24.2,319.0,1608.0,5.0,10.0,
18.0,Anthony Allen,Georgia Tech,ACC,13.0,240.0,1316.0,5.5,7.0,101.2,3.0,88.0,29.3,1.0,6.8,243.0,1404.0,5.8,8.0,
19.0,Doug Martin,Boise State,WAC,13.0,201.0,1260.0,6.3,12.0,96.9,28.0,338.0,12.1,2.0,26.0,229.0,1598.0,7.0,14.0,
20.0,Roy Helu Jr.,Nebraska,Big 12,14.0,188.0,1245.0,6.6,11.0,88.9,5.0,46.0,9.2,0.0,3.3,193.0,1291.0,6.7,11.0,
21.0,Montel Harris,Boston College,ACC,12.0,269.0,1243.0,4.6,8.0,103.6,18.0,112.0,6.2,1.0,9.3,287.0,1355.0,4.7,9.0,
22.0,Delone Carter,Syracuse,Big East,13.0,231.0,1233.0,5.3,9.0,94.8,8.0,45.0,5.6,0.0,3.5,239.0,1278.0,5.3,9.0,
23.0,Jay Finley,Baylor,Big 12,13.0,195.0,1218.0,6.2,12.0,93.7,9.0,76.0,8.4,0.0,5.8,204.0,1294.0,6.3,12.0,
24.0,Demarco Murray,Oklahoma,Big 12,14.0,282.0,1214.0,4.3,15.0,86.7,71.0,594.0,8.4,5.0,42.4,353.0,1808.0,5.1,20.0,
25.0,Colin Kaepernick,Nevada,WAC,14.0,173.0,1206.0,7.0,20.0,86.1,0.0,0.0,,0.0,0.0,173.0,1206.0,7.0,20.0,H-8
26.0,Edwin Baker,Michigan State,Big Ten,13.0,207.0,1201.0,5.8,13.0,92.4,3.0,22.0,7.3,0.0,1.7,210.0,1223.0,5.8,13.0,
27.0,Alex Green,Hawaii,WAC,14.0,146.0,1199.0,8.2,18.0,85.6,27.0,363.0,13.4,1.0,25.9,173.0,1562.0,9.0,19.0,
28.0,Marcus Lattimore,South Carolina,SEC,13.0,249.0,1197.0,4.8,17.0,92.1,29.0,412.0,14.2,2.0,31.7,278.0,1609.0,5.8,19.0,
29.0,Jacquizz Rodgers,Oregon State,Pac-10,12.0,256.0,1184.0,4.6,14.0,98.7,44.0,287.0,6.5,3.0,23.9,300.0,1471.0,4.9,17.0,
30.0,Lennon Creer,Louisiana Tech,WAC,12.0,212.0,1181.0,5.6,10.0,98.4,25.0,181.0,7.2,0.0,15.1,237.0,1362.0,5.7,10.0,
31.0,Shane Vereen,California,Pac-10,12.0,231.0,1167.0,5.1,13.0,97.3,22.0,209.0,9.5,3.0,17.4,253.0,1376.0,5.4,16.0,
32.0,Dan Herron,Ohio State,Big Ten,13.0,216.0,1155.0,5.3,16.0,88.8,19.0,180.0,9.5,0.0,13.8,235.0,1335.0,5.7,16.0,
33.0,Stevan Ridley,LSU,SEC,13.0,249.0,1147.0,4.6,15.0,88.2,11.0,61.0,5.5,0.0,4.7,260.0,1208.0,4.6,15.0,
34.0,Stepfan Taylor,Stanford,Pac-10,13.0,223.0,1137.0,5.1,15.0,87.5,28.0,266.0,9.5,1.0,20.5,251.0,1403.0,5.6,16.0,
35.0,Cyrus Gray,Texas A&M,Big 12,13.0,200.0,1133.0,5.7,12.0,87.2,34.0,251.0,7.4,1.0,19.3,234.0,1384.0,5.9,13.0,
36.0,Robbie Rouse,Fresno State,WAC,11.0,205.0,1129.0,5.5,8.0,102.6,15.0,131.0,8.7,2.0,11.9,220.0,1260.0,5.7,10.0,
37.0,Johnathan Franklin,UCLA,Pac-10,12.0,214.0,1127.0,5.3,8.0,93.9,10.0,63.0,6.3,0.0,5.3,224.0,1190.0,5.3,8.0,
38.0,Adonis Thomas,Toledo,MAC,13.0,175.0,1098.0,6.3,8.0,84.5,31.0,372.0,12.0,2.0,28.6,206.0,1470.0,7.1,10.0,
39.0,Michael Dyer,Auburn,SEC,14.0,182.0,1093.0,6.0,5.0,78.1,1.0,9.0,9.0,0.0,0.6,183.0,1102.0,6.0,5.0,
40.0,Ed Wesley,Texas Christian,MWC,13.0,166.0,1078.0,6.5,11.0,82.9,8.0,62.0,7.8,0.0,4.8,174.0,1140.0,6.6,11.0,
41.0,Dion Lewis,Pitt,Big East,12.0,219.0,1061.0,4.8,13.0,88.4,27.0,216.0,8.0,0.0,18.0,246.0,1277.0,5.2,13.0,
42.0,James White,Wisconsin,Big Ten,12.0,156.0,1052.0,6.7,14.0,87.7,11.0,88.0,8.0,0.0,7.3,167.0,1140.0,6.8,14.0,
43.0,Tauren Poole,Tennessee,SEC,13.0,204.0,1034.0,5.1,11.0,79.5,22.0,171.0,7.8,1.0,13.2,226.0,1205.0,5.3,12.0,
44.0,Asher Clark,Air Force,MWC,13.0,182.0,1031.0,5.7,5.0,79.3,4.0,7.0,1.8,0.0,0.5,186.0,1038.0,5.6,5.0,
45.0,Isaiah Pead,Cincinnati,Big East,11.0,157.0,1029.0,6.6,6.0,93.5,26.0,190.0,7.3,1.0,17.3,183.0,1219.0,6.7,7.0,
46.0,Evan Royster,Penn State,Big Ten,13.0,208.0,1014.0,4.9,6.0,78.0,25.0,202.0,8.1,1.0,15.5,233.0,1216.0,5.2,7.0,
47.0,Jared Hassin,Army,Ind,13.0,191.0,1013.0,5.3,9.0,77.9,12.0,154.0,12.8,0.0,11.8,203.0,1167.0,5.7,9.0,
48.0,John Clay,Wisconsin,Big Ten,11.0,187.0,1012.0,5.4,14.0,92.0,1.0,9.0,9.0,0.0,0.8,188.0,1021.0,5.4,14.0,
49.0,Montee Ball,Wisconsin,Big Ten,12.0,163.0,996.0,6.1,18.0,83.0,16.0,128.0,8.0,0.0,10.7,179.0,1124.0,6.3,18.0,
50.0,Brandon Bolden,Ole Miss,SEC,12.0,163.0,976.0,6.0,14.0,81.3,32.0,344.0,10.8,3.0,28.7,195.0,1320.0,6.8,17.0,
51.0,Vick Ballard,Mississippi State,SEC,12.0,186.0,968.0,5.2,19.0,80.7,10.0,106.0,10.6,1.0,8.8,196.0,1074.0,5.5,20.0,
52.0,Ricky Dobbs,Navy,Ind,12.0,266.0,967.0,3.6,14.0,80.6,0.0,0.0,,0.0,0.0,266.0,967.0,3.6,14.0,
53.0,Taylor Martinez,Nebraska,Big 12,13.0,162.0,965.0,6.0,12.0,74.2,1.0,1.0,1.0,0.0,0.1,163.0,966.0,5.9,12.0,
54.0,Rex Burkhead,Nebraska,Big 12,14.0,172.0,951.0,5.5,7.0,67.9,15.0,148.0,9.9,0.0,10.6,187.0,1099.0,5.9,7.0,
55.0,Alexander Robinson,Iowa State,Big 12,12.0,202.0,946.0,4.7,9.0,78.8,26.0,201.0,7.7,1.0,16.8,228.0,1147.0,5.0,10.0,
56.0,Adam Robinson,Iowa,Big Ten,10.0,203.0,941.0,4.6,10.0,94.1,24.0,290.0,12.1,1.0,29.0,227.0,1231.0,5.4,11.0,
57.0,Noel Devine,West Virginia,Big East,13.0,208.0,934.0,4.5,6.0,71.8,34.0,258.0,7.6,1.0,19.8,242.0,1192.0,4.9,7.0,
58.0,Alfred Morris,Florida Atlantic,Sun Belt,12.0,227.0,928.0,4.1,7.0,77.3,8.0,47.0,5.9,1.0,3.9,235.0,975.0,4.1,8.0,
59.0,Phillip Tanner,Middle Tennessee State,Sun Belt,13.0,160.0,928.0,5.8,13.0,71.4,21.0,194.0,9.2,0.0,14.9,181.0,1122.0,6.2,13.0,
60.0,Orleans Darkwa,Tulane,CUSA,11.0,184.0,925.0,5.0,11.0,84.1,17.0,155.0,9.1,0.0,14.1,201.0,1080.0,5.4,11.0,
61.0,Ray Graham,Pitt,Big East,12.0,148.0,922.0,6.2,8.0,76.8,24.0,213.0,8.9,2.0,17.8,172.0,1135.0,6.6,10.0,
62.0,Thomas Merriweather,Miami (OH),MAC,14.0,176.0,921.0,5.2,12.0,65.8,20.0,84.0,4.2,1.0,6.0,196.0,1005.0,5.1,13.0,
63.0,JJ Di Luigi,BYU,MWC,13.0,178.0,917.0,5.2,8.0,70.5,45.0,443.0,9.8,1.0,34.1,223.0,1360.0,6.1,9.0,
64.0,Marc Tyler,USC,Pac-10,13.0,171.0,913.0,5.3,9.0,70.2,17.0,127.0,7.5,1.0,9.8,188.0,1040.0,5.5,10.0,
65.0,Kendrick Hardy,Southern Mississippi,CUSA,13.0,139.0,903.0,6.5,7.0,69.5,8.0,27.0,3.4,0.0,2.1,147.0,930.0,6.3,7.0,
66.0,Damien Berry,Miami (FL),ACC,12.0,190.0,899.0,4.7,5.0,74.9,10.0,97.0,9.7,1.0,8.1,200.0,996.0,5.0,6.0,
67.0,Ronnie Weaver,UCF,CUSA,14.0,186.0,890.0,4.8,11.0,63.6,4.0,29.0,7.3,0.0,2.1,190.0,919.0,4.8,11.0,
68.0,Derrick Locke,Kentucky,SEC,9.0,166.0,887.0,5.3,10.0,98.6,34.0,318.0,9.4,0.0,35.3,200.0,1205.0,6.0,10.0,
69.0,Sam McGuffie,Rice,CUSA,12.0,197.0,883.0,4.5,6.0,73.6,39.0,384.0,9.8,3.0,32.0,236.0,1267.0,5.4,9.0,
70.0,Alex Allen,Akron,MAC,12.0,186.0,877.0,4.7,8.0,73.1,17.0,115.0,6.8,0.0,9.6,203.0,992.0,4.9,8.0,
71.0,Mark Ingram,Alabama,SEC,11.0,158.0,875.0,5.5,13.0,79.5,21.0,282.0,13.4,1.0,25.6,179.0,1157.0,6.5,14.0,
72.0,Bryce Beall,Houston,CUSA,12.0,163.0,870.0,5.3,12.0,72.5,12.0,90.0,7.5,0.0,7.5,175.0,960.0,5.5,12.0,
73.0,Nathan Scheelhaase,Illinois,Big Ten,13.0,185.0,868.0,4.7,5.0,66.8,1.0,23.0,23.0,0.0,1.8,186.0,891.0,4.8,5.0,
74.0,Alexander Teich,Navy,Ind,13.0,147.0,863.0,5.9,5.0,66.4,7.0,86.0,12.3,2.0,6.6,154.0,949.0,6.2,7.0,
75.0,Darren Evans,Virginia Tech,ACC,14.0,151.0,854.0,5.7,11.0,61.0,9.0,100.0,11.1,0.0,7.1,160.0,954.0,6.0,11.0,
76.0,Jon Williams,East Carolina,CUSA,13.0,154.0,847.0,5.5,10.0,65.2,52.0,431.0,8.3,1.0,33.2,206.0,1278.0,6.2,11.0,
77.0,Pat Shed,UAB,CUSA,12.0,157.0,847.0,5.4,3.0,70.6,47.0,471.0,10.0,4.0,39.3,204.0,1318.0,6.5,7.0,
78.0,Chris Thompson,Florida State,ACC,14.0,134.0,845.0,6.3,6.0,60.4,19.0,155.0,8.2,1.0,11.1,153.0,1000.0,6.5,7.0,
79.0,Darriet Perry,Florida International,Sun Belt,13.0,170.0,839.0,4.9,16.0,64.5,12.0,137.0,11.4,0.0,10.5,182.0,976.0,5.4,16.0,
80.0,Chandler Harnish,Northern Illinois,MAC,13.0,137.0,836.0,6.1,7.0,64.3,0.0,0.0,,0.0,0.0,137.0,836.0,6.1,7.0,
81.0,Matt Brown,Temple,MAC,12.0,162.0,830.0,5.1,7.0,69.2,16.0,70.0,4.4,0.0,5.8,178.0,900.0,5.1,7.0,
82.0,Baron Batch,Texas Tech,Big 12,13.0,177.0,816.0,4.6,5.0,62.8,32.0,226.0,7.1,3.0,17.4,209.0,1042.0,5.0,8.0,
83.0,Washaun Ealey,Georgia,SEC,12.0,157.0,811.0,5.2,11.0,67.6,8.0,85.0,10.6,0.0,7.1,165.0,896.0,5.4,11.0,
84.0,Onterio McCalebb,Auburn,SEC,14.0,95.0,810.0,8.5,9.0,57.9,7.0,86.0,12.3,1.0,6.1,102.0,896.0,8.8,10.0,
85.0,Allen Bradford,USC,Pac-10,12.0,110.0,794.0,7.2,5.0,66.2,3.0,74.0,24.7,1.0,6.2,113.0,868.0,7.7,6.0,
86.0,Tim Jefferson,Air Force,MWC,13.0,154.0,794.0,5.2,15.0,61.1,0.0,0.0,,0.0,0.0,154.0,794.0,5.2,15.0,
